t_s,mode,alpha_deg,theta_deg,pwm
0.0,5,41.836,2.9,56
0.0681,5,49.746,-5.186,58
0.1279,5,61.348,-20.127,58
0.1977,5,65.039,-34.541,57
0.2586,5,53.965,-43.682,-56
0.3354,5,18.984,-37.354,-56
0.3992,5,1.23,-33.486,-57
0.4611,5,4.57,-32.783,57
0.5404,5,49.043,-51.768,54
0.6212,5,87.187,-67.412,7
0.6996,5,82.617,-63.896,-53
0.7684,5,35.859,-36.299,-56
0.8561,5,-7.559,-9.053,-58
0.924,5,-14.941,5.01,-58
1.0058,5,17.402,8.525,58
1.0757,5,81.562,-11.865,58
1.1534,5,119.355,-19.424,58
1.2344,5,113.203,-23.291,-58
1.3086,5,66.094,-14.854,-58
1.3717,5,-10.195,15.381,-58
1.4505,5,-43.77,23.115,-58
1.5303,5,-37.266,29.619,57
1.6161,5,52.031,6.24,58
1.7069,5,119.883,-15.557,58
1.7811,5,145.547,-21.182,58
1.841,5,138.867,-32.432,-57
1.9444,5,70.137,-29.443,-57
2.0154,5,-43.066,3.955,-58
2.1318,5,-72.949,5.713,-58
2.2016,5,-59.414,14.502,58
2.2894,5,-7.207,12.568,58
2.3513,5,112.324,-33.311,57
2.4541,5,165.762,-39.99,-56
2.5364,5,175.43,-44.033,-56
2.6004,4,150.293,-51.064,23
2.6892,4,48.164,-31.729,24
2.795,4,-31.641,-7.822,24
2.8657,4,-69.961,-11.162,24
2.9335,4,-78.75,-16.084,24
3.0008,4,-55.723,-17.139,-61
3.0754,4,-0.352,-22.588,-53
3.1377,4,80.156,-49.307,-42
3.2015,4,138.867,-44.912,-42
3.2983,4,142.207,-34.365,67
3.3591,4,105.82,-26.455,68
3.4698,4,6.504,1.318,69
3.5397,4,-24.609,-9.756,-65
3.6234,4,-15.82,-25.928,-51
3.6941,4,25.137,-50.889,-42
3.765,4,72.773,-79.541,60
3.8299,4,94.219,-91.846,57
3.9047,0,84.551,-95.01,0
