t_s,mode,alpha_deg,theta_deg,pwm
0.0,5,3.34,-5.01,56
0.1001,5,12.129,-15.732,56
0.1849,5,18.105,-32.607,55
0.2466,5,12.129,-43.33,-54
0.3117,5,-12.656,-42.1,-54
0.373,5,-37.617,-37.178,-55
0.4598,5,-33.398,-37.178,55
0.5349,5,4.922,-53.35,48
0.6225,5,38.672,-66.533,9
0.7176,5,22.324,-56.162,-52
0.7838,5,-18.984,-29.795,-55
0.846,5,-48.34,-9.229,-56
0.9193,5,-48.691,3.252,56
0.9892,5,-5.625,-1.143,56
1.0719,5,58.359,-19.248,56
1.1697,5,67.5,-23.467,56
1.2455,5,37.617,-21.533,-56
1.3328,5,-42.715,9.58,-56
1.4118,5,-77.344,18.193,-56
1.4999,5,-68.73,22.939,56
1.5719,5,-11.777,7.119,56
1.6477,5,60.645,-22.764,56
1.7215,5,92.109,-31.553,55
1.7973,5,85.957,-41.045,-54
1.8615,5,36.738,-39.99,-54
1.9423,5,-46.406,-9.756,-56
2.0115,5,-90.703,-3.955,-56
2.0764,5,-105.996,-1.143,-56
2.1458,5,-87.363,3.428,56
2.2126,5,-37.617,-5.186,56
2.2781,5,53.262,-45.264,54
2.3684,5,106.172,-54.756,41
2.4312,5,112.676,-61.436,23
2.5209,5,87.012,-65.303,-51
2.5807,5,29.707,-52.998,-53
2.6506,5,-79.629,-9.58,-56
2.7522,5,-119.531,-3.428,-56
2.8211,5,-120.41,7.471,-56
2.8839,5,-77.344,19.951,56
2.9757,5,1.582,-1.318,56
3.067,5,107.402,-25.225,56
3.1387,5,136.758,-29.092,55
3.2305,5,121.641,-44.561,-54
3.3132,5,68.906,-52.119,-53
3.386,5,-24.434,-19.6,-56
3.4538,5,-96.152,-4.834,-56
3.5187,5,-140.449,-3.779,-56
3.6114,5,-135.352,9.053,56
3.6915,5,-102.305,19.951,56
3.7599,5,-21.445,4.482,56
3.8448,5,74.004,-33.662,55
3.9109,5,130.078,-38.584,54
3.9881,5,148.535,-50.186,53
4.0837,5,132.012,-68.994,-51
4.1564,5,90.0,-79.189,-49
4.2261,5,20.215,-63.545,-51
4.287,5,-68.203,-27.861,-55
4.3488,5,-129.375,-23.115,-56
4.4396,5,-146.777,-12.041,-56
4.5273,5,-120.234,6.943,56
4.634,5,-41.836,3.604,56
4.7089,5,60.645,-39.111,54
4.7777,5,117.773,-45.615,54
4.8465,5,149.59,-50.01,53
4.9224,5,144.141,-68.994,-51
5.0095,5,123.574,-79.717,-49
5.0685,5,82.617,-82.881,-48
5.1394,5,-28.125,-39.99,-54
5.2182,5,-107.051,-20.303,-56
5.2996,5,-139.57,-16.436,-56
5.3625,5,-144.316,-3.955,-56
5.4373,5,-120.586,15.908,56
5.5223,5,-39.199,17.666,56
5.5991,5,57.656,-19.072,56
5.6659,5,122.168,-23.291,56
5.7522,5,153.457,-27.334,55
5.8232,5,145.195,-46.67,-54
5.8954,5,116.367,-63.896,-51
5.9572,5,52.031,-65.303,-51
6.036,5,-44.121,-27.51,-55
6.1008,5,-107.227,-19.072,-56
6.1786,5,-148.184,-19.6,-56
6.2562,5,-148.008,-6.592,56
6.3329,5,-125.859,6.592,56
6.3943,5,-78.926,10.107,56
6.473,5,15.645,-26.455,56
6.5534,5,102.656,-51.064,53
6.6183,5,139.746,-53.525,45
6.6821,5,155.391,-60.205,27
6.7579,4,148.887,-76.729,21
6.8342,4,124.805,-89.561,20
6.8951,0,72.949,-94.482,0
