t_s,mode,alpha_deg,theta_deg,pwm
0.0,5,83.848,-7.822,55
0.0737,5,96.152,-20.479,55
0.1618,5,100.723,-36.475,54
0.2717,5,76.113,-39.463,-53
0.3485,5,50.449,-32.607,-54
0.4276,5,49.746,-30.498,54
0.5033,5,74.883,-38.936,54
0.5941,5,120.938,-59.502,29
0.6619,5,122.695,-59.678,27
0.7258,5,75.234,-34.717,-54
0.818,5,35.332,-11.689,-55
0.8998,5,31.289,-0.264,55
0.9736,5,60.117,-1.318,55
1.0494,5,120.234,-22.412,55
1.1112,5,149.062,-29.092,54
1.1876,5,141.328,-33.486,-54
1.2908,5,57.48,-5.186,-55
1.3926,5,8.613,8.35,-55
1.4574,5,4.395,12.217,-55
1.5212,5,27.949,13.271,55
1.5831,5,105.293,-16.26,55
1.6618,5,163.652,-33.311,54
1.7436,4,172.266,-36.299,24
1.8398,4,142.383,-33.662,24
1.9026,4,58.008,-3.076,24
1.9875,4,9.668,6.24,24
2.0698,4,-2.109,2.9,24
2.1354,4,21.27,-3.428,24
2.1974,4,79.629,-28.213,-49
2.2833,4,144.844,-50.713,-42
2.3599,4,149.59,-47.197,66
2.4257,4,127.266,-42.275,66
2.4915,4,77.344,-29.971,68
2.5574,4,43.594,-38.057,67
2.6462,4,54.141,-66.533,-13
2.7225,0,91.758,-114.346,0
