t_s,mode,alpha_deg,theta_deg,pwm
0.0,5,-100.547,8.877,-56
0.0815,5,-94.395,3.779,56
0.1493,5,-81.035,-9.932,56
0.2252,5,-75.41,-29.795,55
0.3169,5,-91.406,-35.947,-55
0.3783,5,-119.531,-30.498,-55
0.4383,5,-137.637,-26.982,-55
0.5067,5,-133.594,-27.158,55
0.5772,5,-85.254,-48.604,53
0.6652,5,-52.207,-62.666,20
0.7704,5,-67.852,-56.338,-52
0.8332,5,-118.125,-28.213,-55
0.9111,5,-152.93,-8.174,-56
0.9835,5,-153.633,0.967,-56
1.0454,5,-127.09,2.549,56
1.1092,5,-67.852,-16.787,56
1.177,5,-30.937,-24.873,56
1.2498,5,-23.906,-28.564,55
1.3349,5,-67.676,-23.467,-56
1.4077,5,-150.82,9.229,-56
1.4911,5,-177.891,14.502,56
1.5519,5,4.219,12.568,56
1.6441,5,60.996,-10.459,56
1.7149,5,141.328,-54.932,43
1.7917,5,172.09,-66.709,-51
1.8605,4,170.508,-70.752,22
1.9333,4,133.594,-67.061,22
2.009,4,52.031,-35.42,24
2.0819,4,1.055,-27.334,24
2.1547,4,-1.055,-30.498,24
2.2494,4,43.594,-42.275,-43
2.3162,4,114.082,-74.443,61
2.3851,4,153.809,-85.166,0
2.4579,4,159.258,-85.166,59
2.5237,4,134.473,-82.002,59
2.5945,4,70.312,-63.721,63
2.6674,4,30.234,-64.248,63
2.7421,4,30.937,-82.178,60
2.8374,0,85.254,-131.924,0
