t_s,mode,alpha_deg,theta_deg,pwm
0.0,5,42.539,7.471,59
0.0796,5,55.371,-4.658,59
0.1524,5,67.852,-24.521,59
0.2243,5,62.578,-40.166,-57
0.2991,5,18.633,-36.475,-58
0.398,5,-3.164,-32.959,-58
0.4929,5,18.633,-37.354,58
0.5771,5,68.906,-60.205,27
0.6563,5,91.406,-66.006,9
0.7336,5,71.895,-55.283,-55
0.8074,5,24.082,-25.225,-58
0.8722,5,-15.117,0.264,-59
0.956,5,-11.074,17.139,59
1.0418,5,34.805,14.678,59
1.1195,5,98.613,-1.494,59
1.1844,5,122.695,-3.779,59
1.2522,5,115.84,-7.646,-59
1.3293,5,65.391,0.791,-59
1.405,5,-8.789,29.619,-58
1.4818,5,-48.516,38.057,-57
1.5701,5,-30.937,44.033,57
1.6565,5,23.906,30.85,58
1.7294,5,110.215,-3.779,59
1.7971,5,147.656,-12.393,59
1.8908,5,133.418,-30.498,-58
1.9776,5,75.762,-28.389,-58
2.0574,5,-17.227,2.373,-59
2.1206,5,-65.742,4.658,-59
2.1954,5,-77.871,7.471,-59
2.2633,5,-50.449,16.787,59
2.3479,5,8.789,7.119,59
2.4117,5,109.16,-34.541,58
2.4875,5,159.082,-41.396,57
2.5679,5,180.527,-45.264,-57
2.6356,5,-10.02,-50.01,-56
2.7313,5,-55.195,-49.307,-56
2.7979,5,-139.746,-14.326,-59
2.8757,5,-40.43,20.479,-59
2.9445,5,-82.441,30.674,-58
3.0304,5,-81.035,46.318,57
3.0961,5,-44.824,63.018,54
3.1809,5,68.203,36.475,57
3.2714,5,144.141,22.939,59
3.3391,5,7.559,26.279,-1
3.4205,5,14.414,21.885,59
3.5187,5,-16.699,6.768,-59
3.6084,5,-98.613,14.854,-59
3.6943,5,-19.16,58.799,55
3.7588,5,-66.621,59.502,-27
3.8266,5,-90.879,57.041,-35
3.9108,5,-75.937,63.545,54
3.9946,5,-12.832,59.854,54
4.1078,5,126.035,-2.021,59
4.207,5,8.438,-14.326,-59
4.2864,5,24.609,-27.334,58
4.3654,5,9.492,-49.131,-56
4.4326,5,-24.082,-63.721,-54
4.5,5,-84.199,-59.854,-54
4.566,5,-177.891,-20.654,59
4.6323,5,-47.988,-15.029,-59
4.7116,5,-73.477,-15.732,-59
4.7867,5,-67.852,-4.307,59
4.8546,5,-34.453,5.713,59
4.9224,5,25.488,-2.725,59
4.9923,5,117.598,-45.264,57
5.0529,5,2.109,-55.811,-55
5.133,5,36.211,-51.416,51
5.1967,5,45.703,-53.877,45
5.2589,5,31.465,-66.357,-54
5.3496,5,-11.426,-70.4,-53
5.4394,5,-69.961,-55.811,-55
5.5002,5,-162.598,-6.416,-59
5.5721,5,-52.207,7.998,-59
5.6499,5,-72.949,12.568,-59
5.7157,5,-58.008,37.178,58
5.8084,5,-16.523,48.604,56
5.8782,5,57.305,32.607,57
5.9441,5,156.973,1.67,59
6.0219,5,24.609,3.428,59
6.0877,5,43.77,-0.439,59
6.1965,5,17.754,-30.498,-58
6.2653,5,-43.418,-39.639,-57
6.3486,5,-162.949,3.252,-59
6.4353,5,-37.441,10.107,-59
6.5011,5,-75.059,7.998,-59
6.5759,5,-76.992,26.279,59
6.6727,5,-52.734,40.693,57
6.8143,5,98.086,2.9,59
6.8971,5,3.691,-19.072,59
6.9789,5,47.461,-21.533,59
7.0676,5,46.758,-46.67,-57
7.1624,5,21.27,-68.994,-53
7.2273,5,-16.875,-77.256,-52
7.2891,5,-160.312,-28.389,-58
7.404,5,-36.914,-20.83,-59
7.4674,5,-69.961,-19.6,-59
7.5342,5,-74.18,-8.701,-59
7.6011,5,-49.746,12.041,59
7.6778,5,0.879,19.248,59
7.7466,5,121.113,-24.17,59
7.8349,5,21.094,-31.553,-58
7.9315,5,62.402,-22.588,59
8.0173,5,65.566,-35.244,58
8.1005,5,58.184,-51.24,-56
8.1718,5,52.031,-57.041,-55
8.2382,5,38.672,-58.447,-55
8.3095,5,2.988,-55.635,-55
8.3816,5,-64.16,-35.947,-58
8.4571,5,-174.902,25.576,59
8.5359,5,-36.914,38.232,-57
8.6231,5,-59.941,52.998,-56
8.7115,5,-39.023,79.189,52
8.7774,5,0.352,91.318,-58
8.8558,5,107.754,70.928,53
8.9297,5,17.051,66.533,54
9.0184,5,50.273,75.85,52
9.1072,5,27.598,62.666,-36
9.2029,5,-19.16,56.689,-55
9.2756,5,-117.598,88.682,50
9.3425,0,-197.051,97.295,0
