t_s,mode,alpha_deg,theta_deg,pwm
0.0,5,-0.527,-0.439,-64
0.1113,5,-14.59,15.381,-64
0.1871,5,-20.566,29.443,-63
0.2678,5,-13.887,47.373,61
0.3432,5,19.512,43.857,61
0.412,5,42.363,38.232,62
0.4833,5,40.43,33.135,-63
0.5691,5,-3.34,46.846,-61
0.6419,5,-42.363,61.963,-22
0.7022,5,-55.371,64.775,-13
0.774,5,-37.793,57.92,59
0.8393,5,16.348,26.982,63
0.9069,5,67.676,-2.373,64
0.995,5,69.961,-25.225,48
1.0836,5,38.848,-34.189,-63
1.1544,5,-42.187,-17.666,-64
1.2242,5,-81.914,-16.26,-64
1.288,5,-94.219,-16.787,-64
1.3639,5,-72.07,-16.963,64
1.4317,5,-8.438,-40.693,62
1.4995,5,66.973,-73.389,-7
1.5713,5,93.867,-76.553,-16
1.6371,5,90.352,-75.322,-56
1.7099,5,48.34,-63.721,-58
1.7776,5,-51.328,-9.756,-64
1.8805,5,-107.227,15.381,-64
1.9672,5,-103.184,32.959,63
2.0319,5,-57.305,47.725,61
2.1127,5,20.742,28.213,63
2.1819,5,101.074,19.6,64
2.2638,5,127.793,20.303,64
2.3254,5,115.137,7.998,-64
2.4122,5,75.586,3.428,-64
2.475,5,-3.867,29.268,-63
2.5398,5,-85.43,55.283,-40
2.6097,5,-128.145,56.338,-37
2.6785,5,-141.68,58.447,-32
2.7523,5,-120.41,70.752,57
2.837,5,-81.035,71.807,57
2.8999,5,-1.23,42.1,60
2.9706,5,83.32,7.822,64
3.0344,5,131.66,-1.143,64
3.1002,5,148.008,-16.787,64
3.1735,5,120.059,-54.756,-60
3.2718,5,54.492,-66.182,-58
3.3465,5,-53.086,-31.729,-63
3.4123,5,-116.543,-29.443,-63
3.4922,5,-155.039,-32.432,-63
3.5604,5,-158.027,-20.654,-64
3.6252,4,-122.695,9.756,-24
3.719,4,-37.266,21.006,-24
3.8042,4,52.559,0.088,-24
3.8651,4,109.16,8.35,-24
3.9261,4,141.328,28.037,-24
3.99,4,149.766,45.615,-66
4.0607,4,125.508,57.217,41
4.1395,4,42.715,73.037,-61
4.2338,0,-56.602,120.85,0
