t_s,mode,alpha_deg,theta_deg,pwm
0.0,5,0.0,-8.262,2
0.0714,5,1.406,-9.492,59
0.1484,5,16.699,-29.004,58
0.2587,5,18.281,-44.297,-57
0.3337,5,-13.184,-42.715,-57
0.4301,5,-38.145,-35.332,-58
0.4999,5,-39.551,-32.344,-58
0.5617,5,-16.875,-36.738,58
0.6296,5,24.434,-54.668,44
0.6904,5,46.23,-61.523,23
0.7565,5,39.199,-57.129,-55
0.837,5,-21.797,-21.094,-59
0.9229,5,-56.602,0.703,-59
0.9886,5,-58.008,13.711,52
1.0604,5,-16.699,12.48,59
1.1402,5,39.727,-6.68,59
1.1996,5,77.871,-14.414,59
1.2823,5,77.52,-18.809,-59
1.3447,5,46.055,-18.281,-59
1.4085,5,-16.699,5.801,-59
1.4684,5,-74.531,22.676,-59
1.5567,5,-92.109,28.652,-58
1.6215,5,-74.355,33.574,58
1.6848,5,0.527,11.777,59
1.7933,5,86.484,-16.875,59
1.8613,5,108.105,-23.203,59
1.9202,5,97.91,-36.387,-58
2.0023,5,40.957,-39.023,-57
2.0874,5,-57.48,-6.855,-59
2.1546,5,-102.832,-4.219,-59
2.2164,5,-121.289,-2.461,-59
2.3067,5,-90.703,7.559,59
2.3924,5,15.117,-26.543,59
2.5061,5,100.723,-50.625,55
2.574,5,130.078,-54.316,43
2.6368,5,129.902,-63.633,-54
2.7166,5,74.883,-70.488,-53
2.8213,5,-3.691,-40.254,-57
2.8821,5,-77.344,-11.777,-59
2.941,5,-120.762,-5.449,-59
3.0058,5,-135.703,11.074,59
3.1055,5,-112.148,27.949,58
3.1694,5,-56.426,31.113,58
3.2398,5,42.539,-6.328,59
3.3095,5,110.918,-15.82,59
3.4003,5,147.832,-19.336,59
3.4628,5,144.492,-35.684,-58
3.5276,5,120.586,-53.262,-56
3.5884,5,72.07,-59.941,-55
3.6545,5,-11.953,-32.52,-58
3.7183,5,-85.781,-12.48,-59
3.7831,5,-134.824,-12.832,-59
3.8519,5,-152.402,-6.855,-59
3.924,5,-138.164,11.777,59
3.996,5,-110.215,22.324,59
4.0588,5,-45.0,16.875,59
4.1306,5,44.824,-23.555,59
4.1905,5,105.469,-35.332,58
4.2613,5,151.523,-41.133,57
4.3382,5,155.391,-57.656,36
4.4329,5,122.695,-86.484,-50
4.5273,5,39.551,-84.902,-50
4.6154,5,-72.598,-45.0,-57
4.6912,5,-123.926,-43.594,-57
4.76,5,-148.359,-41.66,-57
4.8348,5,-142.91,-26.191,58
4.8956,5,-115.312,-12.48,59
4.9635,5,-45.0,-17.051,59
5.0493,5,50.977,-59.59,32
5.1141,5,108.457,-66.797,8
5.1759,5,145.02,-61.699,21
5.2497,5,153.984,-61.523,22
5.3395,5,140.977,-65.918,-54
5.4033,5,107.93,-66.973,-53
5.4742,5,50.273,-53.965,-55
5.5549,5,-73.477,7.559,-59
5.6358,5,-122.695,19.336,-59
5.6965,5,-143.086,33.398,-58
5.7674,5,-131.133,58.184,55
5.8337,5,-80.156,79.629,51
5.934,5,33.047,52.91,55
5.9998,5,107.227,47.461,56
6.0955,5,150.469,53.613,55
6.1604,5,151.523,44.121,57
6.2262,5,114.258,22.852,-59
6.3169,5,28.828,30.234,-58
6.4151,5,-85.254,68.379,-4
6.4975,5,-136.934,63.105,-18
6.5752,5,-154.336,58.008,-32
6.6406,5,-149.766,61.348,54
6.7119,5,-118.828,65.742,54
6.7953,5,-62.93,57.656,54
6.8916,5,64.16,-4.922,59
6.9683,5,123.574,-19.512,59
7.0383,5,150.645,-38.672,57
7.1176,5,137.988,-68.203,-54
7.1844,5,103.184,-89.648,-50
7.2542,5,36.035,-92.109,57
7.317,5,-58.359,-67.676,-53
7.3878,5,-115.488,-72.246,-53
7.4477,5,-142.734,-79.629,-51
7.5076,5,-140.977,-74.004,-52
7.5809,5,-106.348,-60.117,25
7.6552,5,-44.473,-60.117,29
7.722,5,50.977,-89.297,-46
7.8038,5,114.785,-76.816,-19
7.8796,5,124.98,-61.699,20
7.9584,5,98.789,-49.57,-56
8.0232,5,34.102,-23.379,-58
8.098,5,-63.633,36.211,-58
8.1836,5,-113.906,56.426,-38
8.2464,5,-127.969,71.895,2
8.3092,0,-95.801,101.953,0
