t_s,mode,alpha_deg,theta_deg,pwm
0.0,5,-2.813,3.516,44
0.0674,5,11.25,-9.316,64
0.1552,5,24.785,-27.949,63
0.2239,5,26.543,-43.594,62
0.2867,5,9.316,-54.141,-60
0.3596,5,-29.531,-47.461,-61
0.4284,5,-50.625,-43.77,-62
0.4882,5,-49.043,-42.012,62
0.5521,5,-19.687,-50.273,57
0.6182,5,27.422,-71.016,0
0.679,5,47.988,-72.773,-7
0.7708,5,25.664,-58.184,-59
0.8376,5,-31.641,-18.633,-64
0.9219,5,-62.754,5.098,-64
0.9908,5,-60.82,23.73,64
1.0676,5,-11.074,26.367,63
1.1554,5,59.941,10.195,64
1.2278,5,87.715,7.383,64
1.3234,5,67.676,3.867,-64
1.3952,5,8.965,20.918,-64
1.4591,5,-78.398,53.262,-47
1.554,5,-100.371,58.008,-33
1.6149,5,-85.781,63.457,59
1.7047,5,-0.527,37.266,62
1.8054,5,80.684,5.625,64
1.8702,5,115.664,-5.098,64
1.946,5,112.676,-22.5,64
2.009,5,81.211,-39.023,-62
2.0752,5,6.504,-31.465,-63
2.153,5,-100.195,-14.063,-64
2.2408,5,-132.715,-18.457,-64
2.3107,5,-133.066,-12.48,-64
2.3775,5,-107.051,-2.813,64
2.4423,5,-55.547,-6.328,64
2.5061,5,65.215,-57.129,37
2.5919,5,118.301,-62.051,20
2.6766,5,148.535,-59.766,27
2.7405,5,150.996,-63.105,20
2.8033,5,130.957,-68.906,-58
2.8931,5,90.0,-66.094,-58
2.9591,5,11.953,-34.453,-62
3.0266,5,-80.156,12.832,-64
3.0984,5,-127.969,26.719,-63
3.1632,5,-145.02,44.648,-62
3.2281,5,-130.605,75.059,57
3.2939,0,-77.52,100.547,0
