t_s,mode,alpha_deg,theta_deg,pwm
0.0,5,-1.23,-7.207,-69
0.0667,5,-14.59,7.91,-69
0.1505,5,-23.555,25.84,-68
0.2239,5,-21.445,46.23,66
0.2931,5,6.855,47.812,66
0.3717,5,49.043,38.496,67
0.4576,5,52.031,33.223,68
0.5394,5,7.031,41.309,-67
0.6464,5,-58.184,63.809,-16
0.7358,5,-58.535,62.402,-20
0.8016,5,1.23,34.805,67
0.8964,5,64.512,1.055,69
0.968,5,85.957,-14.414,69
1.0348,5,77.344,-33.223,-68
1.1096,5,-69.434,-14.063,-69
1.2753,5,-105.645,-13.359,-69
1.3536,5,-100.723,-7.383,69
1.4262,5,-53.613,-9.141,69
1.5039,5,43.594,-52.734,52
1.5927,5,107.578,-64.863,13
1.6845,5,116.895,-66.27,-63
1.7752,5,78.574,-63.281,-63
1.846,5,7.207,-32.168,-67
1.9219,5,-91.582,14.59,-69
1.9996,5,-129.199,31.113,-68
2.0821,5,-116.543,67.676,62
2.174,5,-61.875,86.309,59
2.2448,5,47.988,61.348,63
2.3193,5,111.445,62.051,63
2.3859,5,148.184,68.906,62
2.4578,5,151.875,62.051,63
2.5254,5,123.047,42.187,-66
2.6042,5,63.457,38.32,-67
2.6969,5,-56.777,84.375,34
2.7694,5,-115.312,86.309,41
2.8338,5,-142.734,77.52,19
2.8996,5,-147.656,72.949,7
2.9601,5,-133.242,72.246,61
3.0319,5,-76.641,62.578,63
3.1202,5,-3.164,25.312,68
3.1847,5,84.023,-20.566,69
3.2496,5,135.527,-39.199,67
3.3156,5,151.172,-64.336,17
3.381,5,141.152,-93.691,57
3.4456,0,99.316,-123.574,0
