t_s,mode,alpha_deg,theta_deg,pwm
0.0,5,5.625,1.758,-49
0.0684,5,-7.207,13.711,-49
0.1518,5,-15.82,25.488,-49
0.2207,5,-10.723,32.871,48
0.2929,5,17.402,26.016,49
0.3724,5,31.992,20.215,49
0.4408,5,27.598,17.93,-49
0.516,5,-2.461,27.598,-49
0.5789,5,-31.641,39.199,-48
0.6507,5,-36.563,42.363,-47
0.7489,5,4.746,25.84,49
0.8197,5,41.133,8.438,49
0.8855,5,52.031,0.176,49
0.9553,5,36.211,-3.164,-49
1.0202,5,-9.844,10.02,-49
1.0921,5,-52.91,20.918,-49
1.1679,5,-58.008,21.27,-49
1.2356,5,-17.578,8.262,49
1.3204,5,49.219,-22.852,49
1.4127,5,66.973,-34.98,-48
1.5164,5,14.063,-25.84,-49
1.6329,5,-60.996,-0.352,-49
1.7017,5,-77.695,2.813,-49
1.7646,5,-58.008,2.461,49
1.8439,5,5.449,-21.973,49
1.9262,5,71.719,-46.055,47
1.9995,5,85.254,-50.625,47
2.0683,5,62.402,-52.734,-46
2.1421,5,-10.195,-27.246,-49
2.2219,5,-89.297,-4.57,-49
2.3756,5,-75.234,0.352,49
2.4416,5,-10.723,-17.051,49
2.5184,5,69.258,-46.582,47
2.5933,5,99.316,-51.328,46
2.6787,5,88.066,-55.02,-46
2.7755,5,3.34,-33.223,-48
2.8482,5,-65.391,-7.559,-49
2.9234,5,-102.656,-2.109,-49
2.989,5,-101.25,2.813,49
3.0533,5,-71.719,5.625,49
3.1193,5,-7.031,-13.359,49
3.1803,5,66.094,-40.078,48
3.2472,5,105.469,-44.121,47
3.3211,5,107.578,-50.098,-47
3.399,5,71.895,-52.559,-46
3.4734,5,-4.043,-27.246,-48
3.5412,5,-93.691,-2.109,-49
3.631,5,-117.422,1.055,-49
3.7127,5,-102.656,8.438,49
3.7946,5,-43.945,4.219,49
3.8761,5,58.008,-36.387,48
3.9465,5,109.336,-42.187,47
4.0143,5,124.453,-44.824,47
4.0798,5,112.5,-53.437,-46
4.1507,5,67.148,-56.953,-46
4.2147,5,-13.359,-29.004,-48
4.2837,5,-87.715,-10.02,-49
4.3485,5,-123.047,-9.844,-49
4.4193,5,-126.563,-5.273,-49
4.4927,5,-87.539,4.219,49
4.573,5,17.227,-28.125,49
4.6672,5,104.414,-46.934,47
4.7545,5,133.594,-48.34,47
4.8434,5,118.828,-59.238,-45
4.921,5,73.301,-62.754,-45
4.9965,5,-23.027,-27.422,-48
5.0654,5,-94.043,-10.723,-49
5.1341,5,-127.617,-10.195,-49
5.2009,5,-134.121,-4.219,-49
5.2683,5,-115.664,5.098,49
5.3305,5,-44.297,2.109,49
5.4282,5,49.922,-37.09,48
5.4875,5,106.875,-44.648,47
5.5527,5,136.406,-45.527,47
5.6235,5,136.934,-53.262,46
5.6894,5,108.984,-66.445,-45
5.7597,5,49.395,-65.215,-45
5.8333,5,-53.086,-26.016,-48
5.8991,5,-111.973,-21.27,-49
5.9759,5,-138.691,-22.148,-49
6.0557,5,-127.441,-8.789,49
6.1355,5,-81.914,-1.406,49
6.2103,5,-7.734,-22.324,49
6.2732,5,78.047,-51.855,46
6.344,5,123.75,-52.559,46
6.4128,5,143.437,-54.316,46
6.4956,5,128.145,-66.621,-45
6.5634,5,90.703,-72.598,-44
6.6371,5,-21.094,-35.508,-48
6.718,5,-88.418,-17.402,-49
6.7793,5,-126.211,-16.172,-49
6.8411,5,-141.504,-11.602,-49
6.9159,5,-127.09,0.879,49
6.9837,5,-81.914,7.91,49
7.0565,5,-11.602,-11.25,49
7.1195,5,75.059,-42.715,47
7.1837,5,131.309,-44.648,47
7.2706,5,144.492,-49.043,47
7.335,5,131.66,-61.699,-45
7.4322,5,69.785,-69.785,-44
7.4972,5,-9.492,-41.484,-47
7.5584,5,-97.383,-18.809,-49
7.6483,5,-134.473,-19.336,-49
7.7141,5,-140.801,-12.129,-49
7.7869,5,-117.246,1.055,49
7.8699,5,-52.91,1.934,49
7.9339,5,45.0,-36.563,48
8.0004,5,107.578,-44.473,47
8.0703,5,140.977,-43.594,47
8.1413,5,144.492,-51.504,47
8.2092,5,123.398,-64.336,-45
8.2751,5,79.629,-69.258,-44
8.3589,5,-36.563,-28.125,-48
8.4317,5,-108.457,-16.875,-49
8.5075,5,-138.516,-17.227,-49
8.5793,5,-139.395,-7.734,49
8.6491,5,-98.437,5.977,49
8.7488,5,-26.016,-6.855,49
8.8213,5,78.574,-45.352,47
8.8934,5,129.023,-46.582,47
8.9668,5,145.898,-49.746,47
9.0321,5,137.285,-61.172,-45
9.0941,5,104.941,-72.246,-44
9.1719,5,27.598,-60.996,-45
9.2579,5,-78.75,-22.148,-49
9.3287,5,-124.629,-21.094,-49
9.3901,5,-143.437,-19.16,-49
9.4574,5,-134.648,-7.559,49
9.5293,5,-103.184,2.637,49
9.5898,5,-23.555,-9.844,49
9.6742,5,79.102,-46.758,47
