t_s,mode,alpha_deg,theta_deg,pwm
0.0,5,82.793,7.119,-43
0.0694,5,71.191,18.018,-54
0.1543,5,67.5,28.213,-53
0.2221,5,85.078,32.08,53
0.3175,5,112.324,22.764,54
0.3997,5,114.258,16.084,-54
0.5026,5,81.562,24.17,-54
0.5963,5,40.957,38.936,-53
0.6621,5,42.187,40.869,52
0.733,5,73.301,28.916,53
0.8005,5,123.398,3.955,54
0.8689,5,143.437,-7.646,54
0.9387,5,136.582,-14.854,-54
1.0025,5,99.141,-10.635,-54
1.0779,5,36.387,8.877,-54
1.1397,5,12.48,12.041,-54
1.2056,5,16.172,12.744,-54
1.2663,5,59.59,2.197,54
1.3459,5,127.793,-28.74,53
1.4118,5,159.961,-38.408,53
1.4862,4,163.125,-43.506,0
1.56,4,120.586,-39.639,24
1.7106,4,8.789,-10.635,24
1.7744,4,6.328,-15.029,24
1.8482,4,51.504,-32.607,24
1.937,4,123.047,-68.818,-8
2.0198,4,150.117,-79.541,60
2.1295,4,119.18,-76.553,60
2.1948,4,65.742,-63.193,63
2.2617,4,35.156,-67.412,62
2.3364,0,45.879,-97.119,0
