t_s,mode,alpha_deg,theta_deg,pwm
0.0,5,-96.504,2.109,-57
0.077,5,-104.238,8.789,-57
0.1518,5,-113.73,22.676,-57
0.2267,5,-112.5,33.223,56
0.2895,5,-83.496,29.883,56
0.3773,5,-62.227,22.324,57
0.4467,5,-59.766,17.578,57
0.5091,5,-79.453,18.633,-57
0.5739,5,-118.301,33.398,-56
0.6364,5,-142.91,41.836,-55
0.6952,5,-145.195,45.352,55
0.7741,5,-111.973,35.156,56
0.8374,5,-61.172,10.547,57
0.9033,5,-32.871,-2.461,57
0.9711,5,-33.223,-11.25,12
1.0339,5,-63.281,-13.184,-57
1.0997,5,-124.102,6.328,-57
1.1626,5,-164.355,14.414,-57
1.2251,5,-177.012,13.535,57
1.2866,4,-160.137,5.977,-24
1.3589,4,-109.16,-16.348,-24
1.4316,4,-43.418,-46.758,-23
1.5038,4,-29.355,-49.395,-23
1.588,4,-71.191,-35.684,-24
1.6758,4,-127.441,-8.262,69
1.766,4,-158.027,-5.273,-67
1.8414,4,-133.242,-16.875,-62
1.9152,4,-94.219,-31.641,-45
1.982,4,-60.996,-38.672,-43
2.044,4,-59.062,-30.762,-45
2.1092,4,-79.277,-15.117,69
2.1766,4,-105.469,-4.219,69
2.2645,4,-109.688,-7.91,-66
2.324,4,-111.973,-7.207,-66
2.403,4,-111.094,2.813,-69
2.4919,4,-108.984,19.687,-69
2.5702,4,-108.281,41.309,-67
2.6463,4,-108.809,73.125,-62
2.7244,0,-105.469,111.621,0
