t_s,mode,alpha_deg,theta_deg,pwm
0.0,5,-1.055,-13.711,-59
0.0835,5,-11.953,-1.055,-59
0.1809,5,-17.051,11.25,-59
0.2407,5,-13.711,24.434,59
0.3106,5,10.02,25.488,59
0.3893,5,34.102,19.336,59
0.4561,5,38.145,13.711,59
0.539,5,13.184,17.402,-59
0.6128,5,-31.289,34.629,-58
0.6837,5,-52.383,42.539,-57
0.7594,5,-26.016,38.496,57
0.8472,5,46.23,4.57,59
0.9487,5,71.543,-9.668,59
1.0236,5,58.359,-19.687,-59
1.0924,5,11.777,-14.238,-59
1.1632,5,-56.426,4.395,-59
1.2366,5,-85.078,6.68,-59
1.3329,5,-67.148,7.559,59
1.3992,5,4.219,-18.457,59
1.475,5,71.895,-44.648,57
1.5468,5,98.437,-53.613,46
1.6312,5,86.484,-60.469,-55
1.696,5,26.719,-50.625,-56
1.7793,5,-73.125,-12.656,-59
1.8683,5,-105.996,-7.031,-59
1.9321,5,-105.996,2.461,-59
2.0159,5,-52.031,8.438,59
2.1401,5,81.387,-33.398,58
2.2166,5,118.652,-35.508,58
2.2774,5,125.508,-41.484,57
2.3492,5,101.777,-53.965,-55
2.4191,5,39.727,-50.449,-56
2.5029,5,-67.5,-11.074,-59
2.588,5,-129.375,-7.207,-59
2.6708,5,-130.078,4.746,59
2.7526,5,-96.504,16.348,59
2.8204,5,-32.344,6.68,59
2.8922,5,71.543,-34.629,58
2.9789,5,132.012,-40.078,57
3.0478,5,147.305,-49.395,56
3.1191,5,129.023,-69.785,-53
3.1979,5,82.266,-78.398,-52
3.2804,5,-54.492,-29.18,-58
3.392,5,-119.531,-20.566,-59
3.4593,5,-147.129,-11.25,-59
3.5552,5,-132.715,7.91,59
3.6211,5,-77.695,21.445,59
3.7218,5,29.531,-15.117,59
3.7907,5,102.48,-29.707,58
3.8634,5,146.426,-30.937,58
3.9353,5,156.445,-44.121,57
4.0011,5,141.152,-65.039,-54
4.0669,5,106.523,-80.859,-51
4.1397,5,38.145,-74.883,-51
4.226,5,-78.398,-31.816,-58
4.2973,5,-129.727,-29.883,-58
4.3561,5,-152.227,-26.367,-58
4.4215,5,-148.359,-10.723,59
4.4953,5,-124.277,5.625,59
4.5584,5,-70.664,9.668,59
4.6313,5,8.262,-20.566,59
4.6921,5,88.418,-46.758,56
4.755,5,134.473,-50.098,56
4.8191,5,158.73,-58.711,35
4.9008,5,157.676,-72.246,-53
4.9663,5,107.578,-90.176,58
5.3517,5,-144.141,7.734,-59
5.4498,5,-123.047,29.004,58
5.5166,5,-79.453,39.727,57
5.5799,5,-5.801,22.324,59
5.6443,5,100.371,-4.922,59
5.727,5,150.82,-5.801,59
5.8261,5,152.402,-23.203,-59
5.8909,5,131.309,-43.242,-57
5.9527,5,84.551,-55.371,-55
6.0285,5,-0.352,-33.398,-58
6.0944,5,-80.508,-9.141,-59
6.1572,5,-130.957,-9.492,-59
6.2393,5,-154.863,-5.801,-59
6.3235,5,-139.395,15.996,59
6.3863,5,-106.875,27.949,58
6.4588,5,-33.223,18.457,59
6.5406,5,78.75,-25.84,59
6.6174,5,132.539,-30.41,58
6.6813,5,158.027,-39.199,57
6.7639,5,149.414,-66.445,-54
6.8456,5,118.828,-86.66,-50
6.9125,5,71.543,-90.703,58
6.9744,5,-32.344,-55.547,-55
7.0776,5,-122.52,-45.176,-57
7.1487,5,-149.238,-44.297,-57
7.2186,5,-145.195,-30.234,58
7.3149,5,-86.309,-13.359,59
7.4088,5,26.016,-54.492,48
7.4926,5,110.039,-71.719,-4
7.5774,5,142.734,-66.973,7
7.6534,5,152.93,-65.039,13
7.7232,5,140.449,-68.906,-53
7.796,5,90.703,-67.676,-53
7.895,5,-2.285,-28.828,-58
7.9638,5,-83.145,7.207,-59
8.0297,5,-127.441,17.402,-59
8.0946,5,-142.91,31.289,-58
8.1654,5,-121.641,61.699,54
8.2386,5,-79.805,75.937,52
8.304,5,11.602,56.777,55
8.3743,5,121.816,46.23,56
8.4911,5,155.039,49.922,56
8.5669,5,148.887,36.914,-57
8.6298,5,114.785,19.336,-59
8.7036,5,46.406,21.445,-59
8.7874,5,-55.547,62.227,-23
8.8533,5,-111.094,66.27,-8
8.9171,5,-151.348,58.711,-30
9.5829,0,93.867,-97.207,0
