t_s,mode,alpha_deg,theta_deg,pwm
0.0,5,2.109,-2.021,56
0.0784,5,11.074,-11.514,56
0.1393,5,18.281,-23.994,56
0.2167,5,13.887,-38.408,-54
0.2945,5,-14.063,-34.541,-55
0.3623,5,-34.629,-29.443,-55
0.4495,5,-30.41,-28.213,55
0.5194,5,-0.703,-39.814,55
0.5792,5,33.926,-55.459,41
0.6411,5,45.527,-59.854,27
0.7054,5,27.773,-53.35,-52
0.7732,5,-28.125,-22.939,-56
0.8662,5,-55.723,-7.119,-56
0.9375,5,-50.449,1.494,56
1.0034,5,-4.57,-8.35,56
1.0752,5,49.57,-27.334,55
1.139,5,72.246,-32.783,55
1.2178,5,59.941,-37.354,-55
1.2896,5,12.832,-24.697,-56
1.3545,5,-59.414,2.725,-56
1.4332,5,-82.617,7.998,-56
1.4997,5,-75.059,12.92,56
1.5785,5,25.312,-20.83,56
1.6854,5,81.035,-37.529,55
1.7654,5,98.789,-44.385,54
1.8353,5,75.937,-52.998,-53
1.9133,5,-16.523,-26.455,-55
2.0007,5,-75.41,-10.635,-56
2.0621,5,-104.59,-8.35,-56
2.1359,5,-102.48,-2.021,56
2.2075,5,-57.305,-2.549,56
2.299,5,51.328,-47.021,54
2.3866,5,116.191,-57.041,35
2.4824,5,113.906,-61.963,-52
2.5586,5,86.66,-63.193,-51
2.6209,5,21.27,-44.385,-54
2.6935,5,-78.926,-2.021,-56
2.7708,5,-114.434,4.482,-56
2.8311,5,-124.629,13.623,-56
2.8971,5,-102.832,28.74,55
2.9677,5,-54.844,30.498,55
3.0326,5,33.398,-2.197,56
3.0964,5,93.34,-13.447,56
3.1582,5,132.715,-14.502,56
3.235,5,133.242,-27.51,-56
3.3128,5,98.262,-42.451,-54
3.3875,5,39.551,-38.232,-54
3.4503,5,-81.211,0.967,-56
3.5421,5,-130.078,0.264,-56
3.6169,5,-143.437,4.834,-56
3.6933,5,-119.707,21.709,56
3.769,5,-79.277,26.279,56
3.8364,5,14.063,-5.889,56
3.9052,5,91.582,-28.037,55
3.9671,5,133.594,-30.146,55
4.0348,5,151.348,-42.627,54
4.1256,5,127.793,-66.533,-51
4.2054,5,85.254,-76.377,-49
4.2653,5,13.184,-59.502,-52
4.341,5,-90.527,-27.158,-55
4.4101,5,-139.57,-28.037,-55
4.4908,5,-149.238,-16.436,-56
4.5774,5,-130.781,-1.494,56
4.6457,5,-86.484,7.119,56
4.7136,5,18.633,-27.861,56
4.7956,5,96.504,-48.252,53
4.8684,5,140.977,-49.131,53
4.9392,5,156.27,-56.689,38
5.004,4,148.535,-71.982,22
5.0778,4,121.816,-87.275,21
5.1387,4,55.195,-90.439,20
5.2264,4,-65.391,-50.713,23
5.3092,4,-121.641,-54.58,23
5.4284,4,-142.559,-65.654,-13
5.4883,4,-112.852,-64.248,-18
5.5761,4,-57.129,-68.291,-8
5.6499,0,38.145,-106.436,0
