t_s,mode,alpha_deg,theta_deg,pwm
0.0,5,-1.758,4.57,-59
0.0809,5,-11.953,15.996,-59
0.1647,5,-16.875,27.422,-58
0.2435,5,-9.844,39.199,57
0.3124,5,24.609,31.113,58
0.4081,5,38.672,22.148,59
0.5029,5,13.711,26.016,-59
0.5698,5,-27.949,42.891,-57
0.6506,5,-52.559,52.734,-48
0.7174,5,-36.563,52.207,56
0.8032,5,18.281,27.598,58
0.884,5,62.754,8.086,59
0.9438,5,69.258,-1.758,59
1.0132,5,33.223,-6.504,-59
1.0955,5,-39.902,16.172,-59
1.1813,5,-80.332,21.797,-59
1.3808,5,98.086,-42.891,57
1.678,5,15.469,-46.758,-56
1.7448,5,-69.785,-19.512,-59
1.821,5,-111.621,-16.172,-59
1.9143,5,-104.238,-8.613,59
1.9801,5,-71.016,-5.098,59
2.0564,5,28.652,-40.605,57
2.1242,5,88.594,-54.316,43
2.1881,5,120.059,-55.02,40
2.2819,5,112.5,-60.293,-55
2.3658,5,67.5,-57.129,-55
2.431,5,-27.07,-14.063,-59
2.5023,5,-102.656,9.316,-59
2.6056,5,-130.957,23.555,-59
2.6881,5,-110.391,44.648,57
2.753,5,-66.27,52.207,56
2.8138,5,27.422,23.73,59
2.8838,5,91.758,13.008,59
2.9426,5,131.66,14.59,59
3.0069,5,144.492,9.316,59
3.0728,5,124.629,-9.141,-59
3.1537,5,59.59,-15.996,-59
3.237,5,-33.047,18.984,-59
3.3179,5,-125.156,30.762,-58
3.4187,5,-149.062,40.43,-57
3.5114,5,-128.32,57.656,55
3.5903,5,-84.551,64.687,54
3.6545,5,5.977,35.332,57
3.7439,5,100.723,7.91,59
3.8097,5,140.977,4.57,59
3.8815,5,152.227,-9.492,59
3.9453,5,133.594,-34.453,-58
4.0201,5,74.18,-52.559,-56
4.1,5,-12.832,-28.301,-58
4.1619,5,-96.152,-11.426,-59
4.2327,5,-149.238,-16.172,-59
4.3227,5,-159.082,-9.492,-59
4.3854,5,-145.723,7.559,59
4.4576,5,-111.797,21.445,59
4.5371,5,-45.352,15.293,59
4.6183,5,73.652,-33.574,58
4.6839,5,124.805,-39.023,57
4.7462,5,152.754,-43.418,57
4.8181,5,156.797,-62.051,23
4.8824,5,139.395,-82.793,-51
4.9584,5,107.93,-92.812,57
5.0253,5,56.074,-92.109,57
5.0958,5,-69.258,-51.855,-56
5.1786,5,-142.91,-52.734,-56
5.3292,5,-90.0,-22.5,59
5.6186,5,122.52,-72.949,-7
5.6895,5,145.898,-65.566,10
5.7662,5,138.691,-65.742,-54
5.836,5,108.633,-66.094,-54
5.9049,5,48.516,-52.734,-55
5.9741,5,-59.766,2.813,-59
6.0759,5,-131.66,21.797,-59
6.1527,5,-141.68,38.145,-57
6.2165,5,-104.414,71.719,53
6.3202,5,-27.598,72.422,52
6.401,5,81.387,44.824,57
6.4723,5,129.375,49.922,56
6.5392,5,153.281,52.207,56
6.6274,5,139.922,35.332,-58
6.6963,5,95.449,22.852,-59
6.7712,5,23.379,36.738,-58
6.8427,5,-81.738,74.355,10
6.9246,5,-128.848,72.246,6
7.0064,5,-151.875,67.5,-6
7.0871,5,-139.746,71.543,53
7.1767,5,-102.129,71.719,53
7.248,5,-22.148,45.879,56
7.3475,5,98.262,-8.613,59
7.4163,5,139.395,-20.391,59
7.4849,5,147.305,-41.309,57
7.5481,5,124.629,-71.895,-53
7.6143,5,36.914,-87.715,-50
7.7388,5,-84.375,-59.766,-55
7.8124,5,-137.812,-68.906,-53
7.8803,5,-159.082,-70.664,-53
7.9764,5,-140.801,-53.789,42
8.0418,5,-91.406,-40.957,57
8.1256,5,-16.172,-58.887,35
8.1904,5,73.125,-90.176,-49
8.2562,5,120.938,-85.43,-38
8.33,5,136.758,-76.289,-16
8.3928,5,130.254,-71.367,-53
8.4575,5,97.207,-66.797,-53
8.5292,5,31.465,-45.0,-56
8.6111,5,-82.617,12.832,-59
8.6824,5,-126.914,26.191,-59
8.7642,5,-134.297,48.164,-56
8.8372,5,-107.402,71.895,53
8.8981,5,-37.793,78.223,51
8.9774,5,69.609,50.273,56
9.0538,5,123.047,55.02,55
9.1234,5,147.656,59.238,55
9.1909,5,140.098,48.516,-56
9.2596,5,-139.746,76.641,17
9.6106,5,-133.594,74.18,52
9.7023,5,-98.086,72.598,53
9.7761,5,-10.547,40.254,57
9.8605,5,75.762,-1.934,59
9.9193,5,133.945,-18.105,59
10.0053,5,143.086,-39.551,57
10.0721,5,116.895,-69.785,-53
10.1526,5,55.02,-82.266,-51
10.2265,5,-46.406,-52.559,-56
10.2932,5,-109.863,-51.152,-56
10.374,5,-150.469,-59.062,-55
10.4398,5,-147.832,-46.934,56
10.5386,5,-121.992,-36.563,58
10.6004,5,-77.52,-36.211,58
10.6853,5,34.98,-83.145,-51
10.7601,5,101.953,-94.922,57
10.8269,5,125.859,-94.922,57
10.8918,5,122.168,-100.02,56
10.9545,0,92.637,-106.699,0
