t,servo_deg,pend_deg,pend_raw_deg,pwm,mode,v_bus,i_ma,p_mw
0.025,0.0,0.0,0.0,0,0,14.756,3.7,56.0
0.057,0.0,0.0,0.0,0,0,14.756,4.1,58.0
0.083,0.0,0.0,0.0,0,0,14.748,5.1,76.0
0.115,0.0,0.0,0.0,0,0,14.748,3.7,56.0
0.149,0.0,0.0,0.0,0,0,14.752,3.8,56.0
0.185,0.0,0.0,0.0,0,0,14.752,3.5,52.0
0.213,0.0,0.0,0.0,0,0,14.748,4.4,66.0
0.241,0.0,0.0,0.0,0,0,14.756,5.1,76.0
0.289,0.0,0.0,0.0,0,0,14.756,2.8,42.0
0.312,0.0,0.0,0.0,0,0,14.748,3.2,46.0
0.348,0.0,0.0,0.0,0,0,14.764,5.5,82.0
0.381,0.0,0.0,0.0,0,0,14.768,0.2,4.0
0.409,0.0,0.0,0.0,0,0,14.756,3.4,50.0
0.435,0.0,0.0,0.0,0,0,14.76,4.1,58.0
0.458,0.0,0.0,0.0,0,0,14.752,3.8,56.0
0.486,0.0,0.0,0.0,0,0,14.756,4.9,72.0
0.513,0.0,0.0,0.0,0,0,14.752,4.2,62.0
0.55,0.0,0.0,0.0,0,0,14.752,4.1,58.0
0.575,0.0,0.0,0.0,0,0,14.744,6.9,102.0
0.626,0.0,0.0,0.0,0,0,14.752,4.0,58.0
0.673,0.0,0.0,0.0,0,0,14.752,4.6,68.0
0.77,0.0,0.0,0.0,0,0,14.756,4.3,62.0
0.805,0.0,0.0,0.0,0,0,14.752,3.5,52.0
0.83,0.0,0.0,0.0,0,0,14.748,4.9,72.0
0.861,0.0,0.0,0.0,0,0,14.752,3.7,56.0
0.89,0.0,0.0,0.0,0,0,14.76,5.5,82.0
0.919,0.0,0.0,0.0,0,0,14.748,3.6,52.0
0.944,0.0,0.0,0.0,0,0,14.748,6.1,88.0
0.969,0.0,0.0,0.0,0,0,14.752,4.7,68.0
1.003,0.0,0.0,0.0,0,0,14.756,4.1,58.0
1.032,0.0,0.0,0.0,0,0,14.756,4.0,58.0
1.094,0.0,0.0,0.0,0,0,14.752,6.4,96.0
1.121,0.0,0.0,0.0,0,0,14.748,5.4,56.0
1.154,0.0,0.0,0.0,0,0,14.748,6.1,88.0
1.217,0.0,0.0,0.0,0,0,14.752,5.2,76.0
1.242,0.0,0.0,0.0,0,0,14.752,3.4,50.0
1.279,0.0,0.0,0.0,0,0,14.764,4.5,66.0
1.307,0.0,0.0,0.0,0,0,14.756,5.3,78.0
1.339,0.0,0.0,0.0,0,0,14.76,5.2,76.0
1.365,0.0,0.0,0.0,0,0,14.76,4.1,58.0
1.401,0.0,0.0,0.0,0,0,14.748,3.9,58.0
1.434,0.0,0.0,0.0,0,0,14.748,5.3,78.0
1.459,0.0,0.0,0.0,0,0,14.752,3.9,58.0
1.485,0.0,0.0,0.0,0,0,14.752,4.6,68.0
1.52,0.0,0.0,0.0,0,0,14.752,3.6,52.0
1.543,0.0,0.0,0.0,0,0,14.748,4.8,40.0
1.578,0.0,0.0,0.0,0,0,14.752,3.8,56.0
1.62,0.0,0.0,0.0,0,0,14.752,4.6,68.0
1.651,0.0,0.0,0.0,0,0,14.752,3.4,50.0
1.679,0.0,0.0,0.0,0,0,14.752,4.2,62.0
1.709,0.0,0.0,0.0,0,0,14.756,5.6,82.0
1.731,0.0,0.0,0.0,0,0,14.752,4.0,58.0
1.766,0.0,0.0,0.0,0,0,14.752,4.0,58.0
1.803,0.0,0.0,0.0,0,0,14.696,14.2,210.0
1.831,0.0,0.0,0.0,0,0,14.76,3.9,58.0
1.856,0.0,0.0,0.0,0,0,14.752,3.7,56.0
1.884,0.0,0.0,0.0,0,0,14.752,3.9,58.0
1.913,0.0,0.0,0.0,0,0,14.764,5.5,14.0
1.938,0.0,0.0,0.0,0,0,14.752,5.8,86.0
1.974,0.0,0.0,0.0,0,0,14.748,4.1,58.0
2.03,0.0,0.0,0.0,0,0,14.748,5.2,52.0
