t,servo_deg,pend_deg,pend_raw_deg,pwm,mode,v_bus,i_ma,p_mw
0.027,180.176,-71.016,-71.016,0,0,14.752,4.7,68.0
0.06,180.176,-71.016,-71.016,0,0,14.716,-13.2,194.0
0.092,180.176,-71.016,-71.016,0,0,14.76,4.5,66.0
0.123,180.176,-71.016,-71.016,0,0,14.752,5.0,76.0
0.148,180.176,-71.016,-71.016,0,0,14.752,5.4,78.0
0.193,180.176,-71.016,-71.016,0,0,14.76,3.8,56.0
0.217,180.176,-71.016,-71.016,0,0,14.752,5.5,82.0
0.245,180.176,-71.016,-71.016,0,0,14.752,3.6,52.0
0.276,180.176,-71.016,-71.016,0,0,14.748,5.8,86.0
0.306,180.176,-71.016,-71.016,0,0,14.756,4.0,40.0
0.337,180.176,-71.016,-71.016,0,0,14.752,4.7,68.0
0.395,180.176,-71.016,-71.016,0,0,14.716,7.9,114.0
0.432,180.176,-71.016,-71.016,0,0,14.744,5.5,82.0
0.465,180.176,-71.016,-71.016,0,0,14.752,4.5,66.0
0.492,180.176,-71.016,-71.016,0,0,14.756,3.2,46.0
0.519,180.176,-71.016,-71.016,0,0,14.748,5.5,82.0
0.548,180.176,-71.016,-71.016,0,0,14.748,5.0,76.0
0.579,180.176,-71.016,-71.016,0,0,14.752,6.4,96.0
0.603,180.176,-71.016,-71.016,0,0,14.764,3.1,46.0
0.645,180.176,-71.016,-71.016,0,0,14.748,4.6,68.0
0.673,180.176,-71.016,-71.016,0,0,14.756,5.3,78.0
0.717,180.176,-71.016,-71.016,0,0,14.756,4.5,66.0
0.759,180.176,-71.016,-71.016,0,0,14.756,3.4,50.0
0.787,180.176,-71.016,-71.016,0,0,14.756,5.7,86.0
0.818,180.176,-71.016,-71.016,0,0,14.756,4.3,62.0
0.844,180.176,-71.016,-71.016,0,0,14.752,3.8,56.0
0.876,180.176,-71.016,-71.016,0,0,14.764,-0.2,4.0
0.914,180.176,-71.016,-71.016,0,0,14.752,4.2,62.0
0.955,180.176,-71.016,-71.016,0,0,14.752,3.9,58.0
0.99,180.176,-71.016,-71.016,0,0,14.744,-7.6,112.0
1.039,180.176,-71.016,-71.016,0,0,14.752,3.9,58.0
1.091,180.176,-71.016,-71.016,0,0,14.684,10.5,154.0
1.135,180.176,-71.016,-71.016,0,0,14.748,4.1,58.0
1.167,180.176,-71.016,-71.016,0,0,14.752,3.7,56.0
1.205,180.176,-71.016,-71.016,0,0,14.748,5.4,78.0
1.241,180.176,-71.016,-71.016,0,0,14.756,4.0,58.0
1.267,180.176,-71.016,-71.016,0,0,14.752,3.9,58.0
1.309,180.176,-71.016,-71.016,0,0,14.748,4.5,66.0
1.337,180.176,-71.016,-71.016,0,0,14.748,4.0,58.0
1.364,180.176,-71.016,-71.016,0,0,14.748,5.0,50.0
1.399,180.176,-71.016,-71.016,0,0,14.748,5.5,82.0
1.428,180.176,-71.016,-71.016,0,0,14.752,3.3,50.0
1.451,180.176,-71.016,-71.016,0,0,14.748,5.3,78.0
1.5,180.176,-71.016,-71.016,0,0,14.748,5.4,78.0
1.536,180.176,-71.016,-71.016,0,0,14.756,3.9,58.0
1.559,180.176,-71.016,-71.016,0,0,14.748,4.3,62.0
1.59,180.176,-71.016,-71.016,0,0,14.752,3.2,46.0
1.621,180.176,-71.016,-71.016,0,0,14.752,5.4,78.0
1.65,180.176,-71.016,-71.016,0,0,14.756,4.6,68.0
1.68,180.176,-71.016,-71.016,0,0,14.752,5.2,76.0
1.708,180.176,-71.016,-71.016,0,0,14.756,4.0,58.0
1.736,180.176,-71.016,-71.016,0,0,14.752,4.9,72.0
1.762,180.176,-71.016,-71.016,0,0,14.752,4.9,72.0
1.785,180.176,-71.016,-71.016,0,0,14.752,3.8,56.0
1.821,180.176,-71.016,-71.016,0,0,14.748,4.5,66.0
1.862,180.176,-71.016,-71.016,0,0,14.748,6.7,98.0
1.885,180.176,-71.016,-71.016,0,0,14.752,3.2,46.0
1.91,180.176,-71.016,-71.016,0,0,14.752,4.9,72.0
1.934,180.176,-71.016,-71.016,0,0,14.76,4.0,58.0
1.964,180.176,-71.016,-71.016,0,0,14.752,4.3,62.0
1.99,180.176,-71.016,-71.016,0,0,14.756,5.0,76.0
2.025,180.176,-71.016,-71.016,0,0,14.756,4.9,72.0
