t,servo_deg,pend_deg,pend_raw_deg,pwm,mode,v_bus,i_ma,p_mw
0.037,-146.25,-37.441,321.855,-4,5,15.06,3.7,56.0
0.074,-152.93,-29.531,329.766,0,5,15.064,3.6,56.0
0.108,-157.324,-12.48,346.816,0,5,15.064,3.4,52.0
0.147,-157.5,14.414,373.711,0,5,15.06,3.9,58.0
0.174,-157.852,30.41,389.707,0,5,15.064,2.9,42.0
0.225,-162.422,51.152,410.449,0,5,15.06,3.6,56.0
0.248,-165.762,56.074,415.371,0,5,15.06,3.2,50.0
0.317,-175.781,50.449,409.746,0,5,15.06,3.1,46.0
0.341,-181.23,41.133,400.43,0,5,15.06,3.8,56.0
0.381,-190.723,23.027,382.324,0,5,15.048,0.3,4.0
0.416,-201.27,3.164,362.461,0,5,15.06,3.8,56.0
0.446,-209.707,-14.414,344.883,0,5,15.064,3.0,46.0
0.476,-213.398,-25.312,333.984,0,5,15.056,3.3,50.0
0.533,-211.465,-28.652,330.645,0,5,15.064,3.2,50.0
0.558,-206.191,-22.5,336.797,0,5,15.06,3.3,50.0
0.587,-200.918,-14.941,344.355,0,5,15.06,3.4,10.0
0.63,-189.316,1.582,360.879,0,5,15.06,3.6,56.0
0.656,-176.484,20.039,379.336,0,5,15.06,3.5,52.0
0.721,-163.477,36.035,395.332,0,5,15.064,2.8,42.0
0.752,-159.609,36.035,395.332,0,5,15.06,3.7,56.0
0.781,-158.027,31.289,390.586,0,5,15.064,3.1,46.0
0.81,-157.852,24.082,383.379,0,5,15.056,3.3,46.0
0.841,-159.434,10.371,369.668,0,5,15.06,3.5,52.0
0.876,-161.895,-6.68,352.617,0,5,15.06,3.3,50.0
0.91,-161.895,-18.633,340.664,0,5,15.06,3.1,46.0
0.935,-159.785,-24.434,334.863,0,5,15.064,3.4,52.0
0.963,-156.094,-26.719,332.578,0,5,15.06,3.4,52.0
0.998,-149.414,-24.082,335.215,0,5,15.06,4.0,58.0
1.026,-142.559,-18.105,341.191,-7,5,15.06,3.9,58.0
1.049,-135.0,-10.195,349.102,-17,5,15.064,3.9,58.0
1.088,-125.684,0.527,359.824,-32,5,15.052,7.6,114.0
1.115,-114.609,13.008,372.305,-43,5,15.052,6.0,92.0
1.16,-102.656,24.961,384.258,-47,5,15.036,11.3,170.0
1.189,-98.262,27.422,386.719,-47,5,15.036,11.1,144.0
1.234,-94.043,23.555,382.852,72,5,14.68,116.7,1714.0
1.26,-98.613,11.074,370.371,72,5,14.692,113.1,1662.0
1.295,-107.93,-6.328,352.969,70,5,14.68,116.1,1318.0
1.321,-119.883,-26.895,332.402,67,5,14.74,97.9,1426.0
1.363,-132.715,-47.812,311.484,42,5,15.0,21.6,324.0
1.394,-138.867,-55.195,304.102,-13,5,15.056,4.7,72.0
1.423,-143.789,-57.305,301.992,4,5,15.06,4.2,62.0
1.47,-147.656,-47.988,311.309,-3,5,15.06,3.1,46.0
1.505,-146.953,-30.937,328.359,-3,5,15.06,3.8,56.0
1.558,-134.473,14.414,373.711,-18,5,15.06,3.8,56.0
1.59,-129.551,34.98,394.277,-26,5,15.044,6.0,78.0
1.635,-128.145,49.219,408.516,-28,5,15.056,4.5,68.0
1.659,-129.551,62.402,421.699,-26,5,15.06,4.8,72.0
1.696,-131.66,63.809,423.105,42,5,15.048,6.1,122.0
1.731,-136.23,56.953,416.25,29,5,15.052,5.5,82.0
1.766,-141.328,45.352,404.648,-10,5,15.06,4.4,66.0
1.805,-155.391,15.996,375.293,0,5,15.06,3.7,56.0
1.84,-168.574,-9.492,349.805,0,5,15.064,3.8,56.0
1.864,-176.836,-28.652,330.645,0,5,15.06,4.1,62.0
1.908,-180.352,-41.309,317.988,0,5,15.064,2.8,42.0
1.935,-180.352,-44.824,314.473,0,5,15.06,3.4,52.0
1.967,-178.066,-42.012,317.285,0,5,15.06,3.5,52.0
2.002,-171.562,-29.707,329.59,0,5,15.064,3.6,56.0
2.057,-153.633,2.637,361.934,0,5,15.06,3.4,52.0
2.142,-132.891,41.309,400.605,-21,5,15.056,4.0,58.0
