t,pend,servo,mode,pwm,v
6.15,-2.46,-3.52,5,-17,14.67
6.229,-0.18,-3.16,5,-18,14.76
6.33,2.64,-2.29,5,-34,14.76
6.404,1.76,-2.64,5,18,14.77
6.48,-0.35,-2.99,5,18,14.76
6.553,-1.93,-2.99,5,18,14.75
6.635,-2.64,-3.34,5,34,14.75
6.717,-0.88,-2.99,5,-18,14.76
6.803,1.93,-2.11,5,-18,14.77
6.883,2.29,-2.11,5,-34,14.78
6.959,0.35,-2.64,5,18,14.76
7.033,-1.41,-2.81,5,18,14.76
7.114,-2.46,-3.16,5,34,14.75
7.195,-1.93,-3.52,5,-17,14.78
7.278,1.58,-2.29,5,-34,14.73
7.351,2.64,-2.11,5,-34,14.77
7.438,1.23,-2.64,5,18,14.76
7.518,-1.05,-2.81,5,18,14.77
7.591,-2.11,-2.81,5,34,14.75
7.664,-2.46,-3.34,5,-34,14.77
7.747,0.18,-2.46,5,-18,14.77
7.828,2.29,-1.93,5,-18,14.77
7.905,1.76,-2.11,5,18,14.78
7.99,-0.53,-2.64,5,18,14.76
8.068,-1.93,-2.81,5,34,14.76
8.145,-2.64,-3.34,5,34,14.74
8.259,0.35,-2.81,5,-18,14.78
8.377,2.64,-2.29,5,-34,14.76
8.459,0.35,-2.99,5,18,14.76
8.545,-1.41,-2.99,5,34,14.77
8.624,-2.64,-3.34,5,19,14.76
8.704,-1.58,-3.34,5,-17,14.77
8.789,1.76,-2.11,5,-18,14.77
8.866,2.46,-2.11,5,-34,14.77
8.955,0.7,-2.64,5,18,14.77
9.042,-1.76,-2.81,5,18,14.77
9.12,-2.46,-3.16,5,34,14.67
9.205,-1.41,-3.34,5,-17,14.76
9.313,2.29,-2.11,5,-34,14.77
9.401,2.11,-2.29,5,-34,14.77
9.488,-0.53,-2.99,5,18,14.75
9.562,-1.93,-2.99,5,34,14.76
9.642,-2.64,-3.52,5,19,14.74
9.722,-0.35,-2.99,5,-18,14.77
9.803,2.29,-2.11,5,-18,14.77
9.876,2.29,-2.29,5,-34,14.78
9.948,0.35,-2.81,5,18,14.75
10.026,-1.41,-2.99,5,34,14.77
10.118,-2.46,-2.99,5,34,14.75
10.197,-1.41,-3.34,5,-17,14.76
10.281,1.41,-2.29,5,-18,14.76
10.378,2.29,-2.29,5,18,14.78
10.452,0.35,-2.81,5,18,14.73
10.549,-1.76,-3.16,5,18,14.75
10.623,-2.46,-3.52,5,34,14.75
10.702,-1.41,-3.69,5,-17,14.77
10.781,1.76,-2.46,5,-18,14.77
10.863,2.46,-2.29,5,-34,14.76
10.943,0.7,-2.81,5,18,14.77
11.021,-1.41,-2.99,5,18,14.76
11.115,-2.46,-2.99,5,18,14.76
11.188,-1.76,-3.34,5,-34,14.77
11.265,0.88,-2.46,5,-18,14.76
11.345,2.29,-2.11,5,-34,14.77
11.431,1.41,-2.46,5,18,14.75
11.521,-1.23,-2.99,5,18,14.75
11.609,-2.29,-3.16,5,34,14.74
11.681,-2.11,-3.69,5,-34,14.76
11.761,0.7,-2.64,5,-18,14.76
11.839,2.46,-2.11,5,-34,14.77
11.921,1.58,-2.46,5,18,14.75
12.003,-0.7,-2.81,5,18,14.77
12.1,-2.46,-2.99,5,34,14.76
12.17,-2.46,-3.34,5,-34,14.76
12.249,0.35,-2.64,5,-18,14.77
12.348,2.46,-1.93,5,-34,14.76
12.428,1.23,-2.46,5,18,14.76
12.537,-1.41,-2.81,5,34,14.76
12.623,-2.46,-3.16,5,34,14.76
12.718,-0.88,-3.16,5,-18,14.75
12.813,2.46,-2.11,5,-18,14.76
12.888,2.11,-2.29,5,18,14.77
12.959,0.18,-2.81,5,18,14.77
13.043,-1.58,-2.81,5,18,14.76
13.125,-2.46,-3.16,5,34,14.75
13.214,-1.41,-3.16,5,-18,14.76
13.294,1.76,-2.11,5,-18,14.77
13.385,2.11,-2.11,5,-34,14.78
13.469,0.0,-2.64,5,18,14.76
13.6,-2.29,-2.99,5,34,14.76
13.68,-2.11,-3.52,5,-34,14.77
13.759,1.05,-2.46,5,-18,14.77
13.829,2.46,-2.11,5,-34,14.76
13.915,1.58,-2.46,5,18,14.76
14.013,-0.7,-2.99,5,18,14.77
14.094,-2.46,-2.99,5,18,14.74
14.174,-2.29,-3.52,5,-34,14.76
14.247,0.53,-2.64,5,-18,14.76
14.32,2.46,-1.93,5,-34,14.76
14.417,1.58,-2.29,5,34,14.76
14.491,-0.7,-2.81,5,18,14.78
14.574,-2.11,-2.81,5,34,14.75
14.649,-2.64,-3.34,5,34,14.75
14.724,-0.7,-3.16,5,-18,14.76
14.816,2.64,-2.11,5,-34,14.77
14.895,2.29,-2.46,5,-34,14.78
14.969,0.0,-3.16,5,18,14.78
15.06,-1.76,-3.16,5,18,14.76
15.136,-2.64,-3.34,5,34,14.76
15.218,-1.05,-3.16,5,-18,14.77
15.297,1.93,-2.11,5,-18,14.77
15.381,2.29,-2.11,5,-34,14.71
15.476,0.0,-2.64,5,18,14.75
15.557,-1.93,-2.81,5,18,14.75
15.634,-2.64,-3.16,5,18,14.75
15.713,-1.23,-3.16,5,-18,14.77
15.82,2.29,-2.11,5,-18,14.77
15.899,1.93,-2.29,5,18,14.76
15.974,0.0,-2.81,5,18,14.77
16.056,-1.76,-2.81,5,34,14.77
16.13,-2.46,-3.16,5,34,14.74
16.206,-1.23,-3.34,5,-17,14.77
16.284,1.41,-2.29,5,-18,14.77
16.364,2.46,-2.11,5,-34,14.77
16.439,0.88,-2.64,5,18,14.77
16.511,-0.88,-2.81,5,34,14.76
16.584,-2.11,-2.81,5,34,14.77
16.668,-2.29,-3.16,5,-18,14.76
16.757,0.35,-2.46,5,-18,14.76
16.847,2.29,-1.93,5,-18,14.77
16.929,1.05,-2.29,5,18,14.76
17.001,-0.7,-2.64,5,18,14.77
17.07,-1.93,-2.81,5,34,14.75
17.147,-2.46,-3.52,5,34,14.76
17.228,-0.18,-3.16,5,-18,14.77
17.307,2.46,-2.29,5,-18,14.77
17.384,2.29,-2.46,5,-34,14.76
17.462,0.18,-2.99,5,18,14.76
17.544,-1.76,-2.99,5,18,14.76
17.615,-2.64,-3.16,5,34,14.75
17.7,-1.93,-3.34,5,-17,14.77
17.88,2.46,-2.11,5,18,14.6
17.962,0.35,-2.64,5,18,14.76
18.043,-1.58,-2.64,5,34,14.75
18.126,-2.64,-2.99,5,34,14.77
18.199,-1.58,-2.99,5,-18,14.76
18.276,1.23,-2.11,5,-18,14.77
18.389,2.11,-1.93,5,-34,14.74
18.469,0.0,-2.64,5,34,14.75
18.561,-2.11,-3.34,5,34,14.76
18.633,-2.46,-3.69,5,34,14.76
18.709,-0.7,-3.52,5,-17,14.77
18.793,2.46,-2.64,5,-18,14.77
18.881,2.29,-2.64,5,-34,14.77
18.963,0.18,-3.16,5,18,14.76
19.047,-1.76,-3.16,5,34,14.76
19.133,-2.81,-3.52,5,34,14.75
19.207,-1.23,-3.34,5,-17,14.77
19.293,2.29,-2.29,5,-18,14.76
19.371,2.64,-2.29,5,18,14.76
19.469,0.0,-2.99,5,18,14.76
19.564,-1.93,-2.99,5,34,14.77
19.646,-2.46,-2.99,5,34,14.75
19.724,-0.7,-2.81,5,-18,14.77
19.815,2.11,-1.93,5,-34,14.77
19.895,1.93,-2.11,5,-34,14.77
19.969,0.18,-2.64,5,18,14.77
20.042,-1.76,-2.99,5,34,14.76
20.133,-2.46,-3.52,5,34,14.76
20.211,-1.05,-3.52,5,-17,14.77
20.29,2.11,-2.46,5,-18,14.76
20.361,2.64,-2.46,5,-34,14.76
20.443,0.88,-2.81,5,34,14.77
20.524,-1.41,-3.16,5,18,14.76
20.607,-2.46,-3.16,5,34,14.75
20.695,-1.93,-3.52,5,-34,14.77
20.767,1.23,-2.46,5,-18,14.76
20.848,2.64,-2.11,5,-34,14.76
20.945,0.7,-2.64,5,34,14.62
21.03,-1.41,-2.99,5,34,14.77
21.112,-2.29,-2.99,5,34,14.73
21.186,-1.93,-3.52,5,-34,14.73
21.261,0.88,-2.46,5,-18,14.77
21.348,2.46,-2.11,5,-34,14.76
21.44,1.23,-2.64,5,18,14.75
21.55,-1.58,-2.99,5,34,14.77
21.624,-2.46,-3.34,5,34,14.76
21.713,-1.23,-3.34,5,-17,14.77
21.793,2.11,-2.29,5,-18,14.76
21.874,2.29,-2.29,5,-34,14.77
21.968,0.0,-2.81,5,18,14.76
22.043,-1.76,-2.99,5,18,14.75
22.137,-2.46,-2.99,5,34,14.75
22.208,-1.05,-3.16,5,-18,14.77
22.293,1.76,-2.11,5,-18,14.77
22.371,2.29,-2.11,5,-34,14.78
22.463,0.35,-2.81,5,18,14.77
22.54,-1.41,-2.99,5,34,14.68
22.619,-2.11,-2.99,5,34,14.75
22.704,-1.58,-3.34,5,-34,14.77
22.795,1.76,-2.29,5,-18,14.76
22.869,2.29,-2.11,5,-34,14.78
22.945,0.7,-2.64,5,18,14.7
23.022,-1.23,-2.99,5,18,14.76
23.105,-2.46,-3.16,5,34,14.74
23.18,-2.11,-3.69,5,-34,14.76
23.275,0.7,-2.64,5,-18,14.74
23.374,2.46,-2.11,5,-34,14.77
23.443,0.7,-2.64,5,18,14.76
23.523,-1.41,-3.16,5,34,14.76
23.616,-2.64,-3.52,5,34,14.75
23.708,-1.05,-3.52,5,-17,14.77
23.804,2.46,-2.46,5,-34,14.76
23.884,2.46,-2.64,5,-34,14.77
23.979,-0.18,-3.34,5,19,14.76
24.054,-1.93,-3.34,5,19,14.76
24.126,-2.64,-3.34,5,34,14.76
24.214,-1.41,-3.52,5,-17,14.77
24.29,1.93,-2.11,5,-18,14.78
24.371,2.46,-2.11,5,18,14.77
24.455,0.7,-2.64,5,18,14.77
24.544,-1.58,-2.81,5,34,14.77
24.618,-2.46,-2.99,5,34,14.75
24.714,-1.41,-2.99,5,-18,14.76
24.801,1.58,-2.11,5,-18,14.67
24.879,2.11,-2.11,5,-34,14.77
24.956,0.35,-2.64,5,18,14.76
25.049,-1.76,-3.16,5,18,14.76
25.13,-2.46,-3.34,5,19,14.74
25.23,-0.53,-3.34,5,-17,14.77
25.314,2.29,-2.29,5,-34,14.76
25.386,2.11,-2.46,5,-34,14.76
25.466,-0.18,-2.99,5,34,14.76
25.56,-1.93,-3.16,5,34,14.75
25.631,-2.64,-3.52,5,34,14.76
25.704,-1.23,-3.52,5,-17,14.77
25.781,1.76,-2.64,5,-18,14.77
25.865,2.64,-2.46,5,-34,14.76
25.969,0.18,-2.99,5,18,14.77
26.06,-1.93,-2.99,5,34,14.77
26.131,-2.46,-3.16,5,34,14.74
26.232,-0.88,-2.81,5,-18,14.76
26.309,2.11,-1.93,5,-18,14.76
26.387,2.11,-1.93,5,-34,14.76
26.464,0.18,-2.64,5,18,14.78
26.565,-1.58,-2.81,5,34,14.76
26.649,-2.64,-3.52,5,34,14.75
26.776,0.88,-2.81,5,-18,14.77
26.851,2.81,-2.29,5,-34,14.77
26.923,1.41,-2.81,5,18,14.77
26.996,-0.88,-3.34,5,19,14.76
27.074,-2.11,-3.52,5,34,14.76
27.158,-2.64,-4.04,5,-34,14.78
27.271,1.41,-2.81,5,-18,14.77
27.341,2.99,-2.46,5,-34,14.76
27.42,1.58,-2.81,5,18,14.76
27.511,-0.88,-3.16,5,34,14.77
27.589,-2.46,-3.16,5,34,14.75
27.661,-2.64,-3.34,5,-34,14.77
27.756,0.53,-2.64,5,-18,14.77
27.844,2.46,-1.93,5,-34,14.76
27.919,1.58,-2.46,5,34,14.76
27.994,-0.7,-3.16,5,18,14.77
28.07,-2.11,-3.16,5,34,14.7
28.142,-2.64,-3.69,5,34,14.75
28.218,-0.53,-3.34,5,-17,14.77
28.306,2.29,-2.46,5,-18,14.77
28.389,2.11,-2.64,5,-34,14.77
28.497,-0.7,-2.99,5,18,14.76
28.571,-2.11,-2.99,5,34,14.76
28.65,-2.81,-3.52,5,34,14.76
28.742,0.0,-2.81,5,-18,14.77
28.814,2.64,-2.11,5,-18,14.76
28.891,2.29,-2.46,5,-34,14.75
28.981,0.18,-2.99,5,18,14.76
29.053,-1.93,-3.16,5,34,14.74
29.125,-2.46,-3.16,5,34,14.76
29.203,-1.41,-3.34,5,-17,14.77
29.283,1.58,-2.29,5,-18,14.76
29.364,2.46,-2.11,5,-34,14.77
29.442,0.88,-2.64,5,18,14.77
29.517,-1.23,-2.99,5,18,14.76
29.599,-2.29,-3.34,5,34,14.72
29.675,-2.29,-3.87,5,-34,14.76
29.761,0.88,-2.99,5,-18,14.77
29.838,2.81,-2.29,5,-34,14.77
29.913,1.58,-2.64,5,34,14.76
30.015,-0.7,-3.16,5,18,14.77
30.117,-2.81,-3.34,5,19,14.71
30.193,-2.11,-3.52,5,-34,14.77
30.27,1.41,-2.46,5,-18,14.76
30.348,2.81,-2.11,5,-34,14.76
30.426,1.58,-2.64,5,18,14.77
30.506,-0.88,-2.99,5,34,14.77
30.599,-2.46,-2.99,5,34,14.77
30.682,-2.29,-3.52,5,-17,14.77
30.766,0.7,-2.64,5,-18,14.77
30.861,2.46,-2.11,5,-34,14.76
30.947,1.05,-2.64,5,18,14.75
31.023,-1.05,-2.99,5,18,14.77
31.102,-2.46,-2.99,5,18,14.74
31.175,-2.29,-3.34,5,-34,14.78
31.252,0.53,-2.46,5,-18,14.78
31.325,2.46,-1.93,5,-18,14.76
31.402,1.76,-2.11,5,18,14.77
31.48,-0.35,-2.64,5,18,14.77
31.562,-1.76,-2.64,5,34,14.75
31.642,-2.64,-3.16,5,34,14.76
31.72,-0.7,-2.99,5,-18,14.76
31.804,2.11,-2.11,5,-18,14.77
31.887,2.29,-2.29,5,-34,14.77
31.96,0.35,-2.81,5,18,14.71
32.036,-1.41,-2.99,5,34,14.76
32.11,-2.46,-3.16,5,34,14.74
32.203,-1.58,-3.34,5,-17,14.78
32.276,1.58,-2.29,5,-18,14.78
32.364,2.46,-2.11,5,-34,14.77
32.442,0.7,-2.64,5,18,14.77
32.514,-1.23,-2.81,5,34,14.77
32.595,-2.29,-2.81,5,34,14.76
32.669,-2.29,-3.34,5,-34,14.76
32.749,0.18,-2.64,5,-18,14.77
32.834,2.29,-1.93,5,-34,14.77
32.909,1.76,-2.29,5,34,14.77
32.981,-0.18,-2.81,5,18,14.76
33.052,-1.76,-2.99,5,18,14.75
33.129,-2.46,-3.34,5,34,14.76
33.21,-1.23,-3.34,5,-17,14.77
33.283,1.58,-2.29,5,-18,14.77
33.36,2.46,-2.11,5,-34,14.77
33.446,0.88,-2.64,5,18,14.76
33.522,-1.23,-2.81,5,18,14.76
33.592,-2.29,-2.99,5,34,14.76
33.67,-2.64,-3.69,5,-34,14.77
33.758,0.88,-2.64,5,-18,14.78
33.836,2.81,-2.11,5,-34,14.77
33.913,1.76,-2.46,5,18,14.75
34.009,-0.7,-2.99,5,18,14.76
34.092,-2.29,-2.99,5,34,14.74
34.189,-2.29,-3.52,5,-17,14.76
34.267,1.05,-2.46,5,-18,14.76
34.341,2.81,-1.93,5,-34,14.77
34.419,1.58,-2.46,5,18,14.68
34.494,-0.53,-2.81,5,18,14.76
34.571,-2.11,-2.81,5,18,14.75
34.654,-2.64,-3.34,5,34,14.75
34.727,-0.53,-2.99,5,-18,14.76
34.804,2.29,-2.11,5,-18,14.77
34.889,2.29,-2.29,5,-34,14.77
34.967,0.18,-2.81,5,18,14.77
35.044,-1.76,-2.99,5,18,14.76
35.126,-2.46,-2.99,5,18,14.75
35.201,-1.41,-2.99,5,-18,14.76
35.286,1.41,-2.11,5,-18,14.77
35.372,2.29,-1.93,5,-34,14.77
35.453,0.53,-2.46,5,18,14.77
35.524,-1.23,-2.81,5,18,14.76
35.595,-2.29,-2.99,5,34,14.75
35.68,-2.46,-3.69,5,-34,14.76
35.761,1.05,-2.81,5,-18,14.77
35.844,2.81,-2.29,5,-34,14.77
35.918,1.76,-2.64,5,34,14.76
36.011,-0.7,-3.16,5,18,14.75
36.093,-2.46,-3.16,5,34,14.75
36.192,-2.46,-3.69,5,-34,14.77
36.274,1.23,-2.29,5,-18,14.77
36.35,2.81,-1.93,5,-34,14.77
36.424,1.41,-2.46,5,18,14.76
36.506,-0.53,-2.64,5,34,14.76
36.585,-2.29,-2.81,5,34,14.75
36.664,-2.81,-3.34,5,-34,14.77
36.747,0.18,-2.64,5,-18,14.76
36.83,2.46,-1.93,5,-34,14.76
36.91,1.93,-2.29,5,18,14.76
36.991,-0.53,-2.81,5,18,14.78
37.078,-2.11,-2.99,5,18,14.75
37.164,-2.29,-3.16,5,-34,14.75
37.244,0.0,-2.64,5,-18,14.77
37.319,2.11,-1.93,5,-34,14.78
37.395,1.93,-2.11,5,18,14.77
37.483,-0.18,-2.81,5,18,14.77
37.574,-1.93,-2.99,5,34,14.75
37.654,-2.46,-3.69,5,-34,14.75
37.763,1.05,-2.81,5,-18,14.78
37.839,2.64,-2.29,5,-34,14.74
37.919,1.41,-2.64,5,18,14.77
38.004,-0.53,-2.99,5,18,14.77
38.074,-2.11,-2.99,5,34,14.76
38.157,-2.64,-3.52,5,-34,14.75
38.243,-0.53,-2.99,5,-18,14.77
38.317,2.46,-1.93,5,-34,14.78
38.424,1.58,-2.46,5,18,14.78
38.497,-0.7,-2.99,5,18,14.75
38.569,-2.11,-3.16,5,34,14.75
38.643,-2.64,-3.52,5,34,14.76
38.743,-0.18,-2.99,5,-18,14.76
38.823,2.64,-2.11,5,-34,14.77
38.896,2.11,-2.46,5,18,14.76
38.98,0.0,-2.99,5,18,14.76
39.055,-1.76,-2.99,5,34,14.77
39.138,-2.81,-3.34,5,34,14.77
39.209,-1.23,-3.16,5,-18,14.76
39.292,2.11,-1.93,5,-18,14.76
39.368,2.46,-1.93,5,18,14.77
39.445,0.88,-2.64,5,18,14.78
39.516,-1.23,-2.81,5,18,14.77
39.591,-2.46,-2.99,5,18,14.76
39.668,-2.46,-3.16,5,-34,14.76
39.737,0.0,-2.64,5,-18,14.76
39.809,2.11,-2.11,5,-18,14.77
39.883,2.11,-2.11,5,-34,14.78
39.969,0.18,-2.81,5,18,14.77
40.062,-1.76,-3.16,5,18,14.76
40.137,-2.11,-3.34,5,34,14.74
40.218,-0.7,-3.16,5,-18,14.76
40.299,1.93,-2.29,5,-18,14.77
40.399,1.76,-2.29,5,-34,14.77
40.492,-0.7,-2.99,5,18,14.77
40.571,-1.93,-3.16,5,34,14.75
40.655,-2.46,-3.69,5,34,14.76
40.735,0.0,-3.34,5,-17,14.76
40.819,2.46,-2.46,5,-34,14.76
40.902,2.11,-2.64,5,-34,14.76
40.99,-0.53,-3.16,5,18,14.76
41.087,-1.93,-3.16,5,34,14.75
41.162,-2.64,-3.69,5,-17,14.76
41.239,0.18,-2.99,5,-18,14.76
41.322,2.64,-2.11,5,-34,14.77
41.397,2.11,-2.29,5,-34,14.76
41.478,0.0,-2.99,5,18,14.77
41.562,-1.93,-2.99,5,34,14.76
41.655,-2.46,-3.16,5,34,14.74
41.732,-0.35,-2.81,5,-18,14.77
41.826,2.29,-2.11,5,-34,14.77
41.92,1.58,-2.29,5,34,14.75
41.999,-0.53,-2.99,5,18,14.77
42.069,-1.93,-2.99,5,34,14.77
42.149,-2.29,-3.34,5,34,14.76
42.257,0.35,-2.64,5,-18,14.77
42.347,2.29,-2.11,5,-34,14.77
42.419,1.23,-2.46,5,18,14.76
42.494,-0.53,-2.81,5,18,14.77
42.57,-1.93,-2.81,5,18,14.76
42.661,-2.46,-3.34,5,34,14.74
42.748,-0.35,-2.99,5,-18,14.76
42.818,2.29,-2.29,5,-34,14.77
42.889,2.11,-2.46,5,-34,14.76
42.984,0.0,-2.99,5,18,14.76
43.079,-2.11,-3.34,5,34,14.76
43.164,-2.11,-3.69,5,-17,14.77
43.238,0.18,-2.99,5,-18,14.77
43.31,2.29,-2.29,5,-18,14.77
43.38,2.11,-2.46,5,-34,14.76
43.46,0.35,-2.99,5,18,14.77
43.532,-1.58,-3.16,5,34,14.74
43.606,-2.29,-3.16,5,34,14.74
43.706,-1.05,-3.34,5,-17,14.77
43.784,1.58,-2.46,5,-18,14.76
43.865,2.29,-2.46,5,-34,14.76
43.938,0.88,-2.81,5,18,14.76
44.012,-1.23,-3.34,5,19,14.76
44.099,-2.29,-3.34,5,34,14.74
44.19,-1.58,-3.87,5,-17,14.76
44.264,1.41,-2.81,5,-18,14.76
44.34,2.81,-2.46,5,-34,14.76
44.419,1.41,-2.81,5,18,14.76
44.507,-0.88,-2.99,5,34,14.75
44.581,-2.46,-3.34,5,34,14.75
44.658,-2.46,-3.52,5,-34,14.7
44.731,0.0,-2.81,5,-18,14.77
44.819,2.29,-2.11,5,-34,14.77
44.909,1.93,-2.46,5,-34,14.76
44.981,-0.35,-3.16,5,18,14.76
45.053,-1.76,-2.99,5,34,14.76
45.131,-2.46,-3.34,5,34,14.75
45.238,-0.53,-3.34,5,-17,14.77
45.317,2.46,-2.29,5,-34,14.77
45.427,1.58,-2.81,5,18,14.77
45.509,-0.7,-3.16,5,34,14.74
45.581,-2.29,-3.16,5,18,14.74
45.658,-2.46,-3.34,5,-34,14.75
45.747,0.18,-2.64,5,-18,14.77
45.844,2.29,-1.93,5,-34,14.77
45.929,1.23,-2.46,5,18,14.76
46.005,-0.88,-2.99,5,34,14.76
46.074,-1.93,-2.99,5,34,14.75
46.157,-2.46,-3.69,5,-34,14.74
46.258,0.7,-2.99,5,-18,14.77
46.33,2.81,-2.29,5,-18,14.77
46.435,1.41,-2.81,5,18,14.77
46.514,-1.05,-3.16,5,18,14.75
46.588,-2.29,-3.16,5,34,14.75
46.673,-2.64,-3.69,5,-34,14.75
46.76,0.88,-2.64,5,-18,14.77
46.84,2.64,-2.11,5,-34,14.77
46.925,1.58,-2.46,5,18,14.76
47.0,-0.7,-2.81,5,18,14.77
47.076,-2.11,-2.81,5,18,14.76
47.161,-2.64,-3.34,5,-34,14.76
47.26,0.7,-2.46,5,-18,14.77
47.334,2.64,-1.93,5,-34,14.77
47.428,1.76,-2.29,5,18,14.75
47.502,-0.7,-2.99,5,18,14.77
47.579,-2.11,-2.99,5,34,14.76
47.678,-2.64,-3.52,5,-34,14.75
47.76,0.53,-2.64,5,-18,14.76
47.836,2.46,-2.11,5,-34,14.76
47.926,1.41,-2.46,5,18,14.76
48.003,-0.7,-2.81,5,18,14.78
48.095,-2.29,-2.99,5,34,14.75
48.189,-2.11,-3.69,5,-17,14.76
48.276,1.23,-2.46,5,-18,14.76
48.36,2.81,-2.11,5,-34,14.77
48.431,1.23,-2.81,5,18,14.76
48.51,-0.88,-2.99,5,18,14.74
48.581,-2.11,-3.16,5,34,14.76
48.668,-2.46,-3.34,5,-34,14.76
48.744,0.0,-2.64,5,-18,14.77
48.829,2.29,-1.93,5,-18,14.76
48.928,1.23,-2.29,5,18,14.74
49.001,-0.88,-2.81,5,18,14.77
49.093,-2.11,-2.99,5,34,14.75
49.176,-2.11,-3.69,5,-17,14.77
49.277,1.41,-2.64,5,-18,14.76
49.353,2.64,-2.46,5,-34,14.76
49.444,1.05,-2.99,5,18,14.77
49.541,-1.76,-3.16,5,18,14.76
49.626,-2.64,-3.34,5,34,14.76
49.711,-1.23,-3.34,5,-17,14.77
49.788,1.76,-2.29,5,-18,14.77
49.881,2.46,-2.11,5,18,14.77
49.962,0.18,-2.99,5,18,14.77
50.035,-1.41,-2.99,5,34,14.76
50.118,-2.46,-3.34,5,34,14.76
50.209,-1.41,-3.52,5,-17,14.68
50.31,2.46,-2.29,5,-18,14.77
50.396,2.46,-2.46,5,-34,14.76
50.496,-0.7,-3.16,5,18,14.76
50.606,-2.46,-3.16,5,34,14.76
50.692,-1.93,-3.34,5,-34,14.78
50.766,0.88,-2.29,5,-18,14.78
50.854,2.46,-1.93,5,-34,14.76
50.934,1.05,-2.46,5,18,14.76
51.019,-1.05,-2.99,5,34,14.71
51.102,-2.29,-3.16,5,34,14.74
51.202,-1.41,-3.69,5,-17,14.76
51.278,1.76,-2.64,5,-18,14.76
51.357,2.81,-2.46,5,-34,14.76
51.442,1.05,-2.99,5,18,14.76
51.538,-1.76,-3.34,5,19,14.75
51.614,-2.64,-3.34,5,34,14.75
51.696,-1.58,-3.52,5,-17,14.77
51.796,2.11,-2.29,5,-18,14.76
51.879,2.29,-2.29,5,18,14.77
51.973,0.0,-2.99,5,18,14.77
52.051,-1.93,-2.99,5,34,14.75
52.128,-2.46,-3.16,5,34,14.74
52.213,-0.88,-3.16,5,-18,14.76
52.288,1.76,-2.29,5,-18,14.77
52.368,2.29,-2.29,5,18,14.77
