t,pend,servo,mode,pwm,v
0.058,-1.23,-0.88,5,28,14.76
0.133,-2.29,-2.81,5,34,14.76
0.218,-2.29,-5.1,5,-26,14.71
0.296,0.88,-5.62,5,-26,14.77
0.382,4.22,-5.45,5,-33,14.76
0.465,2.99,-5.98,5,28,14.76
0.55,-0.7,-6.5,5,28,14.6
0.625,-2.64,-5.98,5,35,14.73
0.705,-3.52,-5.8,5,35,14.75
0.787,-1.41,-5.27,5,-26,14.76
0.881,2.99,-3.52,5,-27,14.77
0.962,2.81,-3.34,5,29,14.76
1.043,-1.23,-4.75,5,28,14.76
1.134,-3.16,-4.92,5,34,14.58
1.221,-3.16,-5.62,5,35,14.74
1.299,-0.7,-5.8,5,-26,14.77
1.394,3.69,-4.57,5,-34,14.76
1.491,2.64,-5.27,5,28,14.77
1.572,-1.23,-6.15,5,28,14.76
1.677,-2.99,-5.98,5,35,14.65
1.766,-2.29,-5.98,5,-26,14.77
1.858,2.64,-4.04,5,-26,14.76
1.94,3.16,-3.69,5,29,14.76
2.029,-0.53,-4.92,5,28,14.75
2.145,-3.16,-5.1,5,35,14.74
2.22,-3.34,-5.98,5,35,14.75
2.291,-0.7,-5.98,5,-26,14.78
2.368,3.52,-4.92,5,-26,14.77
2.456,3.34,-5.1,5,28,14.77
2.533,0.0,-6.15,5,35,14.74
2.618,-2.64,-6.33,5,28,14.76
2.701,-3.34,-6.33,5,35,14.74
2.784,-1.58,-6.33,5,-26,14.78
2.854,2.64,-4.57,5,-26,14.77
2.939,3.52,-4.22,5,-34,14.77
3.019,0.0,-5.27,5,28,14.76
3.094,-2.46,-5.62,5,28,14.74
3.175,-3.52,-5.62,5,35,14.74
3.281,-2.64,-6.33,5,-26,14.77
3.357,2.99,-4.57,5,-26,14.77
3.434,3.69,-4.57,5,-34,14.77
3.526,0.7,-5.62,5,28,14.76
3.598,-2.46,-5.98,5,35,14.76
3.68,-3.34,-5.8,5,35,14.75
3.757,-2.46,-6.15,5,-26,14.77
3.827,1.23,-4.92,5,-26,14.77
3.904,3.52,-4.22,5,-34,14.64
3.975,2.11,-4.75,5,28,14.76
4.056,-1.23,-5.62,5,28,14.76
4.133,-2.99,-5.62,5,35,14.75
4.211,-3.34,-5.98,5,35,14.75
4.376,2.99,-4.39,5,-26,14.77
4.462,2.64,-4.75,5,28,14.76
4.54,-0.88,-5.62,5,28,14.77
4.639,-2.99,-5.62,5,35,14.74
4.71,-3.34,-6.15,5,35,14.73
4.789,-0.18,-5.27,5,-26,14.76
4.867,3.34,-3.87,5,-27,14.76
4.952,2.64,-4.22,5,28,14.76
5.035,-0.88,-5.27,5,28,14.72
5.117,-2.99,-5.27,5,28,14.76
5.197,-2.99,-5.45,5,35,14.74
5.284,-0.88,-5.98,5,-26,14.76
5.363,2.81,-4.92,5,-26,14.77
5.444,3.34,-4.92,5,-34,14.77
5.529,0.18,-5.8,5,28,14.76
5.637,-2.64,-5.8,5,35,14.74
5.712,-3.16,-6.15,5,35,14.73
5.796,-1.23,-5.98,5,-26,14.77
5.876,2.99,-4.39,5,-26,14.78
5.963,2.64,-4.57,5,28,14.77
6.039,-0.53,-5.45,5,28,14.76
6.116,-2.64,-5.62,5,35,14.76
6.201,-3.52,-5.98,5,35,14.75
6.279,-1.23,-5.8,5,-26,14.77
6.358,2.64,-4.39,5,-26,14.76
6.433,3.34,-4.39,5,-34,14.77
6.505,0.7,-5.27,5,28,14.77
6.584,-2.11,-5.8,5,28,14.76
6.657,-3.34,-5.8,5,35,14.75
6.728,-2.99,-6.15,5,35,14.74
6.804,0.18,-5.62,5,-26,14.78
6.891,3.52,-4.57,5,-34,14.77
6.971,2.46,-5.1,5,28,14.77
7.051,-0.88,-5.98,5,28,14.77
7.134,-2.81,-5.8,5,35,14.75
7.222,-3.16,-6.15,5,35,14.74
7.303,-0.53,-5.98,5,-26,14.77
7.388,3.34,-4.57,5,-26,14.75
7.464,2.81,-4.92,5,28,14.77
7.555,-0.88,-5.98,5,28,14.76
7.632,-2.81,-5.8,5,28,14.77
7.716,-3.16,-5.98,5,35,14.74
7.796,-1.23,-5.98,5,-26,14.77
7.87,2.64,-4.57,5,-26,14.77
7.944,3.34,-4.39,5,28,14.77
8.042,-0.18,-5.62,5,28,14.76
8.129,-2.81,-5.8,5,35,14.75
8.214,-3.34,-5.98,5,35,14.77
8.288,-0.88,-5.62,5,-26,14.77
8.487,1.41,-4.92,5,28,14.75
8.568,-1.76,-5.62,5,28,14.76
8.657,-2.99,-5.62,5,35,14.74
8.785,-0.88,-5.8,5,-26,14.77
8.865,2.81,-4.57,5,-26,14.77
8.939,2.99,-4.57,5,-34,14.76
9.035,0.53,-5.45,5,28,14.76
9.119,-2.81,-5.62,5,35,14.75
9.191,-3.52,-5.98,5,35,14.75
9.269,-1.76,-5.98,5,-26,14.76
9.349,2.29,-4.57,5,-26,14.77
9.439,3.16,-4.39,5,-34,14.77
9.539,0.18,-5.45,5,28,14.76
9.616,-2.81,-5.62,5,28,14.74
9.703,-3.16,-5.62,5,35,14.74
9.789,-1.41,-6.15,5,-26,14.76
9.868,2.81,-4.75,5,-26,14.76
9.959,3.52,-4.75,5,-34,14.75
10.034,-0.18,-5.8,5,35,14.77
10.109,-2.64,-5.98,5,28,14.76
10.217,-3.34,-5.98,5,35,14.74
10.3,-0.53,-5.62,5,-26,14.77
10.389,3.52,-4.22,5,-26,14.77
10.476,2.81,-4.57,5,28,14.77
10.574,-1.58,-5.8,5,28,14.77
10.656,-3.16,-5.62,5,28,14.74
10.725,-3.34,-6.33,5,35,14.74
10.811,0.0,-5.98,5,-26,14.76
10.888,3.69,-4.75,5,-26,14.76
10.963,3.34,-5.1,5,28,14.77
11.039,-0.18,-6.15,5,28,14.72
11.118,-2.46,-6.15,5,35,14.75
11.198,-3.16,-5.98,5,35,14.75
11.273,-2.11,-6.15,5,-26,14.76
11.357,2.11,-4.57,5,-26,14.77
11.426,3.34,-4.22,5,-34,14.77
11.509,1.23,-4.92,5,28,14.77
11.589,-2.11,-5.62,5,28,14.76
11.675,-2.99,-5.45,5,35,14.74
11.751,-2.81,-6.15,5,-26,14.77
11.825,0.88,-5.1,5,-26,14.77
11.898,3.52,-4.39,5,-34,14.77
11.979,2.46,-4.75,5,28,14.76
12.052,-0.88,-5.8,5,28,14.77
12.138,-2.81,-5.8,5,35,14.75
12.219,-3.34,-6.15,5,35,14.74
12.297,-0.18,-5.62,5,-26,14.71
12.371,3.16,-4.22,5,-26,14.76
12.458,2.81,-4.39,5,28,14.76
12.539,-0.88,-5.45,5,35,14.76
12.619,-2.99,-5.62,5,28,14.74
12.702,-3.34,-5.8,5,35,14.74
12.788,-0.88,-5.98,5,-26,14.76
12.903,3.69,-4.75,5,-34,14.76
12.983,2.46,-5.27,5,28,14.76
13.07,-1.23,-6.15,5,28,14.76
13.153,-2.99,-5.8,5,28,14.76
13.227,-3.16,-6.15,5,35,14.74
13.318,0.0,-5.62,5,-26,14.77
13.411,3.52,-4.39,5,-26,14.77
13.499,2.29,-4.92,5,28,14.76
13.578,-1.41,-5.8,5,28,14.77
13.651,-2.81,-5.62,5,35,14.74
13.736,-3.34,-5.98,5,35,14.75
13.824,0.35,-5.27,5,-26,14.76
13.93,3.69,-4.22,5,-34,14.77
14.011,1.23,-5.1,5,28,14.77
14.093,-2.11,-5.8,5,28,14.77
14.191,-3.16,-5.8,5,35,14.74
14.279,-1.76,-6.15,5,-26,14.77
14.361,2.64,-4.57,5,-26,14.76
14.443,3.52,-4.39,5,-34,14.77
14.513,0.7,-5.27,5,28,14.76
14.601,-2.29,-5.62,5,35,14.77
14.674,-3.34,-5.8,5,35,14.74
14.766,-2.81,-6.15,5,-26,14.77
14.854,1.93,-4.75,5,-26,14.75
14.929,3.52,-4.22,5,-34,14.77
15.008,0.7,-5.1,5,28,14.76
15.1,-1.93,-5.62,5,28,14.76
15.174,-3.34,-5.8,5,35,14.75
15.25,-2.64,-6.15,5,-26,14.76
15.327,1.23,-5.1,5,-26,14.77
15.411,3.52,-4.39,5,-34,14.77
15.496,1.58,-5.1,5,28,14.77
15.597,-2.11,-5.8,5,28,14.77
15.699,-3.34,-5.98,5,35,14.74
15.774,-1.93,-6.33,5,-26,14.77
15.883,3.52,-4.57,5,-26,14.77
15.962,2.99,-4.92,5,28,14.76
16.034,0.0,-5.8,5,28,14.77
16.113,-2.46,-5.98,5,28,14.74
16.21,-3.34,-5.98,5,35,14.76
16.279,-1.41,-5.8,5,-26,14.77
16.357,2.29,-4.57,5,-26,14.77
16.444,3.34,-4.22,5,-34,14.76
16.519,0.35,-5.27,5,28,14.76
16.593,-2.11,-5.62,5,35,14.76
16.679,-3.34,-5.8,5,35,14.75
16.775,-2.29,-6.5,5,-26,14.77
16.849,2.29,-5.27,5,-26,14.77
16.942,3.69,-4.92,5,-34,14.76
17.017,0.7,-5.98,5,28,14.77
17.087,-1.93,-6.33,5,28,14.76
17.184,-3.34,-5.98,5,35,14.75
17.273,-2.11,-6.33,5,-26,14.76
17.356,2.11,-4.75,5,-26,14.76
17.429,3.52,-4.22,5,-34,14.77
17.498,1.41,-4.92,5,28,14.76
17.572,-1.58,-5.8,5,28,14.77
17.65,-3.34,-5.62,5,35,14.76
17.747,-3.16,-6.33,5,-26,14.76
17.818,0.53,-5.62,5,-26,14.76
17.897,3.69,-4.57,5,-26,14.77
17.976,2.64,-5.1,5,28,14.77
18.053,-0.88,-5.98,5,28,14.76
18.124,-2.81,-5.98,5,35,14.75
18.205,-3.34,-6.15,5,35,14.74
18.285,-1.58,-6.15,5,-26,14.76
18.362,2.46,-4.75,5,-26,14.76
18.438,3.52,-4.39,5,-34,14.77
18.601,-2.29,-5.8,5,28,14.75
18.684,-3.34,-5.8,5,35,14.75
18.82,-0.18,-5.27,5,-26,14.76
18.91,3.52,-4.22,5,-26,14.77
19.01,0.7,-5.27,5,28,14.76
19.086,-2.11,-5.98,5,28,14.76
19.186,-3.16,-6.15,5,35,14.58
19.264,-1.93,-6.33,5,-26,14.77
19.345,2.46,-4.92,5,-26,14.77
19.438,2.81,-4.75,5,28,14.77
19.532,-0.53,-5.45,5,28,14.75
19.637,-2.99,-5.45,5,28,14.76
19.757,-2.81,-6.15,5,-33,14.63
19.834,1.41,-5.27,5,-26,14.76
19.942,3.52,-4.92,5,-34,14.74
20.03,0.53,-5.8,5,28,14.77
20.112,-2.29,-5.98,5,35,14.77
20.205,-3.16,-5.8,5,35,14.75
20.282,-2.11,-6.15,5,-26,14.77
20.356,1.76,-4.57,5,-26,14.76
20.436,3.34,-4.04,5,-34,14.76
20.526,0.7,-5.1,5,28,14.76
20.614,-2.46,-5.62,5,28,14.74
20.719,-3.34,-5.98,5,35,14.74
20.802,-0.88,-6.15,5,-26,14.77
20.895,3.69,-4.75,5,-26,14.72
20.986,2.46,-5.27,5,28,14.76
21.061,-1.05,-6.15,5,28,14.77
21.147,-2.81,-5.98,5,35,14.75
21.23,-3.16,-5.98,5,-26,14.74
21.313,-0.18,-5.1,5,-26,14.71
21.391,2.99,-3.69,5,-27,14.77
21.473,2.11,-4.04,5,28,14.76
21.57,-1.58,-5.1,5,35,14.77
21.645,-2.99,-5.1,5,28,14.76
21.746,-2.81,-5.98,5,-33,14.77
21.825,1.23,-4.92,5,-26,14.77
21.906,3.52,-4.39,5,-34,14.77
21.985,1.58,-5.1,5,28,14.76
22.071,-1.76,-5.98,5,28,14.76
22.154,-2.99,-5.8,5,35,14.75
22.241,-2.99,-6.33,5,-33,14.76
22.358,2.64,-4.57,5,-26,14.76
22.43,3.16,-4.39,5,-34,14.76
22.523,0.0,-5.27,5,28,14.77
22.641,-2.81,-5.27,5,35,14.77
22.716,-3.34,-5.8,5,35,14.74
22.791,-1.05,-5.62,5,-26,14.77
22.871,3.16,-4.39,5,-26,14.78
22.954,2.99,-4.57,5,28,14.77
23.027,0.0,-5.8,5,28,14.77
23.1,-2.29,-5.98,5,28,14.75
23.175,-3.16,-5.98,5,35,14.74
23.249,-2.64,-6.5,5,-33,14.77
23.343,1.93,-4.92,5,-26,14.76
23.443,3.52,-4.39,5,-34,14.77
23.518,0.0,-5.45,5,28,14.76
23.611,-2.64,-5.62,5,28,14.76
23.691,-3.34,-5.98,5,35,14.76
23.764,-1.93,-6.33,5,-26,14.7
23.846,2.46,-4.92,5,-26,14.76
23.933,3.69,-4.57,5,-34,14.76
24.021,0.35,-5.62,5,28,14.76
24.109,-2.64,-5.8,5,28,14.76
24.188,-3.34,-5.98,5,35,14.74
24.259,-2.29,-6.33,5,-26,14.76
24.347,1.93,-4.75,5,-26,14.77
24.426,3.52,-4.22,5,28,14.77
24.516,0.88,-5.27,5,28,14.75
24.62,-2.81,-5.8,5,35,14.77
24.699,-3.34,-6.15,5,35,14.74
24.774,-1.23,-5.98,5,-26,14.76
24.852,2.81,-4.57,5,-26,14.77
24.943,3.16,-4.57,5,-34,14.76
25.021,0.0,-5.45,5,28,14.76
25.1,-2.46,-5.45,5,28,14.75
25.199,-3.52,-5.8,5,35,14.7
25.304,-0.88,-5.62,5,-26,14.76
25.382,3.52,-4.22,5,-26,14.76
25.457,2.64,-4.57,5,28,14.77
25.554,-0.53,-5.62,5,28,14.76
25.632,-2.99,-5.8,5,35,14.75
25.712,-3.34,-6.33,5,35,14.74
25.802,0.18,-5.8,5,-26,14.77
25.902,3.87,-4.57,5,-34,14.76
25.988,1.58,-5.27,5,28,14.76
26.069,-1.93,-5.98,5,28,14.76
26.157,-3.34,-5.8,5,28,14.74
26.245,-2.64,-6.15,5,-26,14.76
