t,pend,servo,mode,pwm,v
39.491,2.46,-2.29,5,-34,14.77
39.578,0.18,-2.99,5,18,14.78
39.654,-1.41,-3.16,5,34,14.77
39.727,-2.46,-3.34,5,19,14.77
39.804,-1.41,-3.16,5,-18,14.77
39.883,1.05,-2.29,5,-18,14.78
39.962,1.93,-2.11,5,-34,14.76
40.036,1.05,-2.46,5,34,14.77
40.111,-1.05,-3.16,5,34,14.78
40.18,-2.29,-3.69,5,19,14.75
40.252,-2.46,-4.39,5,34,14.74
40.335,-0.35,-4.57,5,-17,14.77
40.417,2.99,-3.69,5,-34,14.77
40.507,2.64,-3.87,5,19,14.77
40.6,0.35,-4.22,5,19,14.76
40.684,-2.11,-3.69,5,34,14.76
40.754,-2.81,-3.87,5,34,14.75
40.837,-1.05,-3.16,5,-34,14.77
40.91,1.93,-1.93,5,-34,14.77
40.984,2.46,-1.76,5,-34,14.77
41.063,0.53,-2.64,5,18,14.76
41.152,-1.58,-2.99,5,34,14.76
41.224,-2.46,-3.16,5,34,14.76
41.32,-1.23,-3.52,5,-17,14.77
41.397,1.58,-2.64,5,-18,14.77
41.478,2.64,-2.46,5,-34,14.76
41.555,0.7,-3.52,5,19,14.77
41.642,-1.41,-4.04,5,34,14.75
41.733,-2.29,-4.22,5,34,14.74
41.813,-1.05,-4.39,5,-17,14.72
41.885,1.93,-3.16,5,-18,14.76
42.0,2.46,-2.99,5,18,14.76
42.073,0.0,-3.52,5,19,14.76
42.148,-1.93,-3.52,5,19,14.75
42.223,-2.64,-3.52,5,34,14.7
42.32,-1.23,-3.87,5,-17,14.77
42.418,2.46,-2.64,5,-18,14.77
42.501,2.29,-2.99,5,-34,14.76
42.577,0.18,-3.69,5,19,14.76
42.651,-1.58,-3.69,5,19,14.74
42.73,-2.64,-3.87,5,34,14.75
42.803,-1.93,-4.22,5,-17,14.76
42.892,1.58,-2.99,5,-18,14.76
42.995,2.64,-2.64,5,-34,14.77
43.077,0.18,-3.34,5,19,14.77
43.151,-1.58,-3.34,5,19,14.75
43.233,-2.64,-3.52,5,34,14.75
43.304,-1.93,-3.87,5,-34,14.77
43.386,1.41,-2.81,5,-18,14.76
43.462,2.81,-2.46,5,-34,14.77
43.536,1.58,-2.99,5,18,14.78
43.608,-0.53,-3.34,5,19,14.77
43.688,-2.11,-3.52,5,19,14.75
43.768,-2.46,-3.87,5,-34,14.76
43.851,0.0,-3.16,5,-18,14.77
43.965,2.46,-2.46,5,-34,14.76
44.048,1.05,-2.99,5,18,14.77
44.122,-1.05,-3.16,5,18,14.77
44.227,-2.29,-3.34,5,34,14.76
44.321,-1.41,-3.69,5,-17,14.76
44.408,1.58,-2.64,5,-18,14.77
44.482,2.46,-2.46,5,-34,14.77
44.559,0.88,-2.99,5,18,14.77
44.64,-1.23,-3.34,5,19,14.77
44.719,-2.29,-3.34,5,34,14.75
44.793,-2.11,-3.87,5,-17,14.77
44.866,0.53,-2.99,5,-18,14.77
44.95,2.46,-2.29,5,-34,14.76
45.019,1.76,-2.64,5,18,14.76
45.096,-0.18,-2.99,5,34,14.77
45.18,-1.93,-3.16,5,34,14.76
45.253,-2.46,-3.52,5,34,14.75
45.326,-1.05,-3.34,5,-17,14.77
45.404,1.58,-2.46,5,-18,14.76
45.477,2.46,-2.29,5,-34,14.77
45.566,0.53,-2.99,5,18,14.76
45.643,-1.23,-3.34,5,34,14.76
45.723,-2.29,-3.52,5,34,14.77
45.794,-2.11,-3.87,5,-34,14.77
45.887,1.41,-2.81,5,-18,14.76
45.966,2.46,-2.46,5,-34,14.77
46.057,1.05,-2.99,5,18,14.77
46.154,-1.58,-3.34,5,34,14.76
46.228,-2.46,-3.52,5,34,14.75
46.322,-1.76,-3.87,5,-17,14.77
46.408,2.11,-2.46,5,-18,14.76
46.5,2.29,-2.64,5,-34,14.76
46.603,-0.35,-3.34,5,19,14.77
46.704,-2.11,-3.34,5,34,14.75
46.784,-1.93,-3.52,5,-34,14.77
46.866,0.53,-2.64,5,-18,14.77
46.957,2.11,-2.29,5,-34,14.76
47.062,0.18,-2.81,5,18,14.77
47.132,-1.58,-3.52,5,34,14.68
47.22,-2.46,-4.22,5,34,14.74
47.293,-1.76,-5.1,5,-17,14.77
47.382,1.58,-4.22,5,-17,14.76
47.461,3.52,-3.87,5,-34,14.78
47.553,1.05,-4.39,5,19,14.76
47.623,-1.23,-4.39,5,19,14.75
47.717,-2.64,-4.04,5,34,14.76
47.791,-2.64,-4.39,5,-17,14.77
47.886,1.41,-2.81,5,-18,14.76
47.963,2.81,-2.29,5,-34,14.76
48.035,1.41,-2.81,5,18,14.76
48.117,-1.05,-3.34,5,19,14.77
48.194,-2.29,-3.34,5,34,14.76
48.266,-2.64,-3.87,5,-34,14.76
48.354,0.18,-3.34,5,-17,14.77
48.426,2.46,-2.64,5,-34,14.77
48.509,2.46,-2.81,5,-34,14.76
48.591,0.0,-3.52,5,19,14.77
48.669,-1.76,-3.34,5,34,14.76
48.747,-2.64,-3.69,5,34,14.75
48.832,-1.23,-3.52,5,-17,14.77
48.911,1.93,-2.29,5,-18,14.77
48.99,2.46,-2.29,5,-34,14.77
49.062,0.53,-2.99,5,18,14.76
49.163,-1.58,-3.34,5,19,14.75
49.247,-2.46,-3.69,5,34,14.75
49.354,-0.35,-3.52,5,-17,14.76
49.45,2.46,-2.64,5,-18,14.76
49.525,1.76,-2.99,5,34,14.76
49.598,-0.53,-3.52,5,19,14.77
49.671,-1.93,-3.52,5,34,14.74
49.758,-2.46,-3.87,5,34,14.75
49.843,-0.53,-3.69,5,-17,14.77
49.913,2.29,-2.64,5,-18,14.76
50.013,2.11,-2.81,5,-34,14.76
50.085,-0.18,-3.52,5,19,14.76
50.163,-1.93,-3.69,5,34,14.77
50.237,-2.64,-4.04,5,34,14.75
50.36,-0.88,-4.04,5,-17,14.76
50.468,2.81,-2.81,5,-34,14.77
50.549,1.05,-3.34,5,19,14.75
50.62,-1.05,-3.69,5,19,14.76
50.702,-2.46,-3.52,5,34,14.76
50.778,-2.64,-3.87,5,-34,14.77
50.859,0.35,-3.16,5,-18,14.77
50.942,2.64,-2.46,5,-34,14.77
51.038,1.58,-2.99,5,18,14.77
51.113,-0.7,-3.34,5,19,14.76
51.193,-2.11,-3.52,5,34,14.74
51.267,-2.64,-4.04,5,-34,14.77
51.343,-0.35,-3.69,5,-17,14.76
51.42,2.46,-2.64,5,-18,14.77
51.497,2.46,-2.81,5,-34,14.76
51.575,0.0,-3.69,5,19,14.77
51.65,-1.93,-4.04,5,34,14.76
51.726,-2.64,-4.39,5,34,14.75
51.809,-1.23,-4.57,5,-17,14.77
51.891,1.76,-3.34,5,-17,14.77
51.984,2.81,-3.16,5,-34,14.77
52.084,0.18,-3.69,5,19,14.78
52.163,-1.93,-3.69,5,19,14.75
52.239,-2.64,-3.69,5,34,14.75
52.315,-1.41,-3.87,5,-17,14.77
52.393,1.58,-2.81,5,-18,14.77
52.469,2.81,-2.64,5,-34,14.76
52.544,1.23,-3.16,5,18,14.78
52.619,-1.05,-3.69,5,19,14.76
52.7,-2.46,-3.87,5,19,14.75
52.812,-2.11,-4.22,5,-17,14.76
