t,pend,servo,mode,pwm,v
9.945,-2.29,-3.52,5,-34,14.77
10.015,0.53,-2.81,5,-18,14.77
10.093,2.99,-2.11,5,-18,14.76
10.182,2.29,-2.46,5,18,14.77
10.262,-0.18,-2.99,5,18,14.77
10.333,-1.58,-2.99,5,34,14.76
10.408,-2.11,-3.34,5,34,14.75
10.496,-0.7,-3.16,5,-18,14.77
10.572,2.46,-2.11,5,-18,14.76
10.66,2.64,-2.29,5,-34,14.77
10.733,0.7,-2.81,5,18,14.76
10.807,-1.05,-2.99,5,18,14.78
10.889,-1.93,-2.99,5,34,14.75
10.963,-1.05,-2.99,5,-18,14.77
11.037,1.41,-1.93,5,-18,14.77
11.11,2.46,-1.58,5,-34,14.77
11.196,1.41,-1.93,5,34,14.77
11.286,-0.88,-2.46,5,34,14.76
11.375,-2.11,-2.99,5,34,14.76
11.465,-1.05,-3.52,5,-17,14.77
11.535,1.93,-2.81,5,-18,14.76
11.633,3.16,-2.64,5,-34,14.76
11.721,1.41,-2.99,5,18,14.76
11.801,-0.88,-3.16,5,34,14.77
11.885,-2.11,-2.99,5,34,14.76
11.971,-1.58,-3.16,5,-18,14.77
12.044,1.41,-2.11,5,-18,14.77
12.123,2.81,-1.58,5,-34,14.77
12.231,0.88,-2.29,5,34,14.77
12.309,-1.23,-2.81,5,34,14.74
12.385,-2.29,-3.34,5,34,14.74
12.455,-1.58,-3.69,5,-17,14.77
12.539,1.93,-2.64,5,-18,14.77
12.624,3.16,-2.46,5,-34,14.76
12.696,1.76,-2.81,5,18,14.77
12.785,-1.05,-3.52,5,34,14.76
12.884,-2.29,-3.69,5,34,14.76
12.967,-1.41,-4.22,5,-17,14.77
13.049,2.46,-2.99,5,-18,14.77
13.127,3.34,-2.81,5,-34,14.76
13.204,1.41,-3.34,5,18,14.76
13.279,-0.7,-3.34,5,19,14.74
13.355,-2.11,-3.16,5,18,14.75
13.441,-2.11,-3.16,5,-18,14.77
13.521,0.7,-2.11,5,-18,14.77
13.593,2.64,-1.58,5,-18,14.77
13.67,2.11,-1.76,5,-34,14.77
13.766,-0.88,-2.99,5,18,14.77
13.863,-2.11,-3.34,5,19,14.75
13.934,-1.41,-3.69,5,-34,14.77
14.008,1.41,-2.99,5,-18,14.77
14.087,2.99,-2.64,5,-34,14.76
14.181,1.93,-2.99,5,18,14.77
14.267,-0.35,-3.16,5,18,14.76
14.356,-2.11,-2.99,5,18,14.75
14.434,-2.11,-3.52,5,-34,14.76
14.503,0.18,-2.99,5,-18,14.77
14.586,2.64,-2.11,5,-34,14.77
14.664,2.46,-2.46,5,18,14.77
14.734,0.53,-2.99,5,18,14.75
14.812,-1.05,-3.16,5,34,14.75
14.889,-2.29,-3.52,5,34,14.75
14.967,-1.23,-3.69,5,-17,14.77
15.04,1.76,-2.64,5,-18,14.67
15.113,3.16,-2.29,5,-34,14.76
15.183,2.11,-2.64,5,18,14.77
15.286,-0.88,-3.34,5,19,14.76
15.377,-2.11,-3.52,5,34,14.68
15.453,-1.76,-3.87,5,-17,14.76
15.523,1.23,-2.99,5,-18,14.76
15.602,3.16,-2.46,5,-34,14.77
15.675,2.29,-2.81,5,34,14.77
15.751,0.18,-3.34,5,19,14.76
15.84,-1.58,-3.34,5,34,14.76
15.932,-2.11,-3.52,5,-17,14.76
16.02,0.7,-2.81,5,-18,14.77
16.11,2.81,-2.11,5,-34,14.77
16.229,1.41,-2.64,5,18,14.67
16.308,-1.05,-2.81,5,34,14.75
16.387,-2.29,-3.34,5,34,14.76
16.462,-1.58,-3.69,5,-17,14.77
16.537,1.76,-2.64,5,-18,14.76
16.609,3.16,-2.29,5,-34,14.77
16.694,1.93,-2.81,5,34,14.76
16.79,-0.88,-3.34,5,19,14.75
16.862,-1.93,-3.16,5,18,14.74
16.936,-2.11,-3.52,5,-34,14.76
17.034,1.23,-2.64,5,-18,14.77
17.108,2.81,-2.11,5,-34,14.76
17.179,2.11,-2.46,5,18,14.76
17.254,0.0,-2.99,5,18,14.77
17.335,-1.58,-2.99,5,34,14.77
17.436,-2.29,-3.69,5,-34,14.75
17.512,0.53,-2.99,5,-18,14.77
17.586,2.81,-2.29,5,-34,14.78
17.668,2.46,-2.64,5,18,14.76
17.747,0.35,-3.16,5,18,14.78
17.822,-1.41,-3.16,5,34,14.76
17.892,-2.29,-3.52,5,34,14.75
17.97,-1.41,-3.69,5,-17,14.77
18.067,2.46,-2.29,5,-18,14.77
18.148,2.81,-2.46,5,-34,14.77
18.232,0.7,-2.99,5,18,14.78
18.311,-1.23,-3.16,5,18,14.77
18.392,-2.11,-2.99,5,34,14.75
18.472,-1.41,-3.52,5,-17,14.77
18.548,1.58,-2.46,5,-18,14.76
18.62,2.81,-2.11,5,-34,14.77
18.735,0.7,-2.81,5,18,14.76
18.81,-1.23,-3.16,5,34,14.75
18.892,-2.29,-3.52,5,34,14.75
18.989,-0.53,-3.52,5,-17,14.77
19.091,2.99,-2.29,5,-18,14.77
19.17,2.46,-2.64,5,-34,14.76
19.253,-0.35,-3.52,5,19,14.78
19.334,-1.76,-3.34,5,34,14.76
19.412,-2.29,-3.69,5,34,14.76
19.496,-0.18,-3.52,5,-17,14.78
19.586,2.81,-2.64,5,-34,14.77
19.681,2.29,-2.99,5,18,14.75
19.765,-0.18,-3.52,5,19,14.76
19.84,-1.58,-3.34,5,34,14.75
19.915,-2.29,-3.69,5,34,14.76
20.007,0.18,-3.16,5,-17,14.76
20.108,2.99,-2.29,5,-18,14.77
20.199,2.11,-2.64,5,18,14.76
20.271,-0.88,-3.69,5,19,14.77
20.344,-1.93,-3.87,5,34,14.75
20.421,-2.11,-4.39,5,34,14.75
20.506,0.7,-3.87,5,-17,14.77
20.578,3.34,-3.16,5,-18,14.77
20.657,2.81,-3.34,5,19,14.76
20.745,0.18,-3.69,5,19,14.77
20.817,-1.58,-3.52,5,19,14.77
20.898,-2.29,-3.52,5,34,14.75
20.973,-1.41,-3.52,5,-17,14.78
21.065,2.29,-2.29,5,-18,14.77
21.166,2.64,-2.29,5,-34,14.78
21.244,0.35,-3.16,5,18,14.77
21.341,-1.58,-3.16,5,34,14.75
21.429,-2.11,-3.69,5,34,14.72
21.519,0.0,-3.34,5,-17,14.76
21.618,2.81,-2.29,5,-34,14.77
21.691,1.93,-2.64,5,18,14.76
21.78,-0.7,-3.16,5,18,14.76
21.857,-1.76,-3.16,5,34,14.75
21.949,-2.11,-3.69,5,-34,14.77
22.039,0.88,-2.99,5,-18,14.76
22.122,2.99,-2.29,5,-34,14.77
22.228,1.05,-2.99,5,18,14.75
22.31,-1.05,-3.16,5,18,14.76
22.383,-2.11,-3.16,5,18,14.74
22.461,-1.58,-3.52,5,-17,14.77
22.54,1.23,-2.64,5,-18,14.76
22.617,2.81,-2.11,5,-34,14.76
22.734,1.05,-2.81,5,18,14.69
22.811,-1.23,-3.16,5,34,14.75
22.901,-2.29,-3.69,5,34,14.75
23.0,-0.18,-3.52,5,-17,14.77
23.088,3.16,-2.46,5,-34,14.77
23.163,2.64,-2.81,5,-34,14.76
23.237,0.53,-3.34,5,19,14.75
23.308,-1.41,-3.34,5,19,14.76
23.383,-2.11,-3.16,5,34,14.75
23.458,-1.41,-3.16,5,-18,14.76
23.535,1.23,-2.11,5,-18,14.77
23.611,2.64,-1.76,5,-34,14.78
23.708,1.41,-2.11,5,18,14.76
23.791,-0.88,-2.81,5,34,14.77
23.87,-1.93,-2.99,5,34,14.76
23.942,-1.76,-3.69,5,-17,14.76
24.032,1.58,-2.99,5,-18,14.77
24.111,3.16,-2.81,5,-34,14.77
24.204,1.76,-3.16,5,18,14.77
24.281,-0.35,-3.52,5,19,14.76
24.36,-1.93,-3.52,5,34,14.76
24.44,-2.29,-3.69,5,-34,14.77
24.529,1.05,-2.64,5,-18,14.75
24.604,2.81,-1.93,5,-34,14.77
24.681,2.11,-2.29,5,34,14.76
24.757,-0.18,-2.81,5,34,14.76
24.836,-1.76,-2.99,5,34,14.77
24.917,-2.29,-3.52,5,34,14.75
25.032,0.7,-2.99,5,-18,14.77
25.115,3.16,-2.46,5,-34,14.77
25.186,2.11,-2.81,5,18,14.76
25.258,0.18,-3.34,5,19,14.76
25.335,-1.58,-3.34,5,19,14.77
25.427,-2.29,-3.52,5,19,14.77
25.512,0.7,-2.29,5,-18,14.77
25.583,2.46,-1.58,5,-34,14.77
25.699,1.58,-1.93,5,18,14.75
25.774,-0.7,-2.29,5,34,14.77
25.847,-1.93,-2.64,5,34,14.76
25.953,-1.76,-3.52,5,-34,14.77
26.03,1.41,-2.81,5,-18,14.77
26.107,3.16,-2.46,5,-34,14.72
26.181,2.46,-2.99,5,18,14.77
26.262,0.0,-3.34,5,19,14.75
26.346,-1.58,-3.34,5,34,14.77
26.418,-2.29,-3.52,5,34,14.76
26.488,-0.7,-3.16,5,-18,14.77
26.57,2.11,-2.11,5,-18,14.77
26.644,2.64,-1.93,5,18,14.76
26.723,1.05,-2.46,5,18,14.72
26.819,-1.41,-2.81,5,34,14.66
26.894,-2.29,-3.16,5,34,14.75
26.974,-1.05,-3.52,5,-17,14.77
27.055,2.29,-2.46,5,-18,14.76
27.13,3.16,-2.46,5,-34,14.76
27.2,1.76,-2.99,5,18,14.76
27.274,-0.53,-3.34,5,19,14.77
27.35,-1.93,-3.34,5,34,14.76
27.426,-2.29,-3.69,5,-34,14.76
27.498,-0.18,-3.16,5,-18,14.76
27.576,2.64,-2.29,5,-18,14.78
27.65,2.81,-2.29,5,-34,14.78
27.723,1.05,-2.81,5,18,14.77
27.797,-0.88,-2.99,5,34,14.78
27.874,-2.11,-2.99,5,34,14.75
27.953,-1.76,-3.52,5,-17,14.77
28.031,1.23,-2.46,5,-18,14.76
28.11,2.81,-2.11,5,-34,14.76
28.187,2.11,-2.46,5,18,14.77
28.259,-0.18,-2.99,5,18,14.77
28.333,-1.58,-3.16,5,34,14.77
28.408,-2.29,-3.52,5,34,14.75
28.51,0.0,-3.34,5,-17,14.76
28.616,3.16,-2.46,5,-34,14.77
28.693,1.93,-2.81,5,18,14.76
28.77,-0.18,-3.16,5,18,14.76
28.839,-1.58,-2.99,5,34,14.77
28.927,-2.29,-3.34,5,-34,14.74
29.013,0.18,-2.81,5,-18,14.76
29.105,2.64,-1.93,5,-34,14.76
29.226,1.23,-2.46,5,18,14.77
29.31,-1.05,-2.81,5,18,14.75
29.387,-1.93,-2.81,5,34,14.75
29.472,-1.23,-3.16,5,-34,14.77
29.551,1.76,-2.11,5,-18,14.76
29.637,2.64,-1.93,5,-34,14.76
29.712,1.23,-2.46,5,18,14.77
29.788,-0.53,-2.81,5,18,14.75
29.863,-2.11,-3.16,5,18,14.74
29.938,-2.11,-3.69,5,-34,14.77
30.028,0.7,-2.81,5,-18,14.77
30.112,2.99,-2.11,5,-34,14.77
30.197,1.93,-2.64,5,18,14.76
30.271,-0.35,-2.99,5,18,14.77
30.346,-1.76,-2.99,5,34,14.76
30.457,-1.76,-3.52,5,-34,14.76
30.544,1.58,-2.29,5,-18,14.78
30.634,2.81,-2.11,5,-34,14.77
30.714,1.23,-2.64,5,18,14.76
30.803,-0.88,-2.99,5,34,14.78
30.891,-2.11,-3.34,5,34,14.75
30.97,-1.23,-3.69,5,-17,14.77
31.066,2.46,-2.46,5,-18,14.77
31.14,2.99,-2.46,5,18,14.77
31.214,1.23,-2.81,5,18,14.77
31.287,-0.88,-3.16,5,34,14.77
31.363,-2.11,-2.99,5,18,14.75
31.465,-2.11,-3.34,5,-34,14.76
31.545,1.41,-2.29,5,-18,14.78
31.626,2.81,-1.93,5,-34,14.76
31.711,1.41,-2.46,5,18,14.76
31.803,-0.88,-2.99,5,18,14.76
31.896,-1.93,-3.16,5,34,14.74
31.979,-0.88,-3.52,5,-17,14.78
32.065,2.11,-2.46,5,-18,14.77
32.14,2.81,-2.29,5,-34,14.76
32.225,1.05,-2.81,5,18,14.77
32.348,-1.58,-2.99,5,34,14.76
32.426,-2.29,-3.52,5,34,14.75
32.529,1.05,-2.81,5,-18,14.77
32.624,2.99,-2.11,5,-34,14.76
32.713,1.23,-2.81,5,18,14.77
32.788,-0.7,-3.16,5,34,14.77
32.86,-1.93,-3.16,5,18,14.73
32.938,-2.11,-3.52,5,-34,14.76
33.022,0.53,-2.99,5,-18,14.77
33.102,2.99,-2.29,5,-34,14.77
33.207,1.93,-2.64,5,18,14.77
33.308,-0.7,-2.99,5,18,14.77
33.412,-2.11,-2.99,5,34,14.76
33.511,-0.7,-2.99,5,-18,14.77
33.584,2.46,-1.93,5,-34,14.76
33.659,2.64,-2.11,5,-34,14.77
33.734,0.7,-2.64,5,18,14.76
33.807,-1.05,-2.81,5,18,14.76
33.878,-2.11,-3.16,5,34,14.75
33.959,-1.76,-3.52,5,-17,14.77
34.048,1.41,-2.64,5,-18,14.78
34.143,2.99,-2.11,5,-34,14.77
34.218,1.05,-2.81,5,18,14.76
34.303,-0.88,-2.99,5,18,14.63
34.396,-2.11,-3.16,5,34,14.74
34.472,-1.41,-3.52,5,-17,14.77
34.548,1.58,-2.46,5,-18,14.77
34.62,2.99,-2.11,5,-18,14.76
34.698,1.93,-2.46,5,18,14.77
34.774,-0.35,-2.99,5,34,14.78
34.857,-1.76,-3.16,5,34,14.75
34.939,-2.29,-3.69,5,-34,14.77
35.016,0.53,-2.81,5,-18,14.78
35.092,2.81,-2.11,5,-34,14.77
35.168,2.46,-2.29,5,18,14.77
35.246,0.35,-2.81,5,18,14.77
35.322,-1.41,-2.99,5,34,14.74
35.405,-2.29,-3.16,5,34,14.7
35.497,-0.35,-3.16,5,-18,14.77
35.577,2.46,-2.11,5,-18,14.77
35.657,2.64,-2.29,5,-34,14.77
35.727,0.88,-2.81,5,18,14.75
35.811,-1.05,-2.99,5,34,14.76
35.886,-2.11,-3.16,5,34,14.75
35.979,-0.88,-3.16,5,-18,14.76
36.074,2.46,-2.11,5,-18,14.78
36.146,2.64,-2.11,5,18,14.76
36.217,1.05,-2.81,5,34,14.74
36.293,-1.58,-3.69,5,34,14.77
36.376,-2.29,-4.22,5,34,14.76
36.483,-0.35,-4.57,5,-17,14.76
36.571,3.16,-3.52,5,-17,14.78
36.642,3.34,-3.52,5,19,14.77
36.717,1.05,-3.87,5,19,14.77
36.79,-0.88,-3.52,5,19,14.78
36.868,-2.29,-3.16,5,34,14.76
36.956,-2.46,-3.34,5,-34,14.76
37.033,0.7,-2.11,5,-34,14.77
37.113,2.81,-1.58,5,-34,14.77
37.224,1.41,-2.11,5,18,14.76
37.302,-1.05,-2.64,5,34,14.76
37.426,-2.11,-2.99,5,34,14.75
37.499,-0.35,-2.99,5,-18,14.76
37.592,2.64,-2.29,5,-34,14.77
37.673,2.64,-2.46,5,-34,14.78
37.781,-0.35,-3.16,5,18,14.74
37.871,-1.76,-3.16,5,34,14.76
37.946,-1.76,-3.52,5,-34,14.76
38.069,1.23,-2.46,5,-18,14.77
38.144,2.64,-2.11,5,-34,14.76
38.236,0.53,-2.64,5,34,14.7
38.339,-1.76,-2.99,5,34,14.77
38.422,-2.11,-3.52,5,34,14.76
38.524,0.7,-3.34,5,-17,14.77
38.601,3.16,-2.81,5,-34,14.76
38.681,2.64,-3.16,5,18,14.76
38.794,0.0,-3.69,5,34,14.77
38.866,-1.76,-3.52,5,34,14.75
38.955,-1.93,-3.69,5,-17,14.77
39.037,1.05,-2.46,5,-18,14.75
39.111,2.81,-1.76,5,-34,14.74
39.213,1.05,-2.46,5,18,14.76
39.29,-0.88,-2.64,5,18,14.76
39.367,-2.11,-2.81,5,18,14.75
39.448,-2.11,-3.52,5,-34,14.76
39.521,0.7,-2.81,5,-18,14.76
39.602,2.99,-2.29,5,-34,14.77
39.688,2.11,-2.64,5,34,14.76
39.782,-0.18,-2.99,5,18,14.78
39.861,-1.93,-3.16,5,34,14.75
39.959,-1.76,-3.69,5,-17,14.77
40.034,1.41,-2.64,5,-18,14.74
40.106,2.99,-2.11,5,-34,14.76
40.184,2.11,-2.46,5,18,14.75
40.265,-0.35,-2.99,5,18,14.77
40.351,-1.76,-2.99,5,34,14.78
40.447,-2.11,-3.34,5,-34,14.65
40.539,1.41,-2.11,5,-18,14.76
40.635,2.64,-1.76,5,-34,14.6
40.722,0.7,-2.46,5,18,14.77
40.802,-1.05,-2.46,5,18,14.75
40.892,-2.29,-3.16,5,34,14.76
40.981,-0.7,-3.34,5,-17,14.77
41.057,2.29,-2.46,5,-18,14.76
41.139,3.16,-2.46,5,-34,14.77
41.217,1.23,-2.99,5,18,14.77
41.296,-0.88,-3.16,5,18,14.76
41.376,-2.11,-3.34,5,34,14.75
41.452,-1.76,-3.52,5,-17,14.76
41.524,0.7,-2.64,5,-18,14.77
41.598,2.81,-1.93,5,-34,14.76
41.681,2.11,-2.29,5,18,14.78
41.759,0.0,-2.64,5,18,14.76
41.839,-1.58,-2.81,5,34,14.75
41.928,-2.11,-3.16,5,34,14.76
42.004,-0.35,-3.16,5,-18,14.76
42.088,2.46,-2.29,5,-18,14.77
42.17,2.81,-2.46,5,-34,14.77
42.302,0.0,-3.16,5,18,14.77
42.376,-2.11,-3.52,5,34,14.76
42.457,-1.41,-3.52,5,-17,14.77
42.535,1.58,-2.11,5,-34,14.77
42.609,2.81,-1.58,5,-34,14.77
42.683,1.58,-1.93,5,34,14.76
42.758,-0.53,-2.29,5,18,14.77
42.846,-1.76,-2.29,5,34,14.75
42.927,-2.11,-2.99,5,34,14.75
42.997,-0.35,-3.16,5,-18,14.72
43.07,2.46,-2.46,5,-18,14.76
43.148,2.99,-2.64,5,-34,14.76
43.221,1.41,-3.16,5,18,14.76
43.309,-0.88,-3.52,5,19,14.74
43.392,-2.11,-3.52,5,19,14.74
43.48,-1.41,-3.52,5,-17,14.78
43.565,1.93,-2.11,5,-18,14.78
43.648,2.64,-1.93,5,18,14.76
43.733,0.7,-2.46,5,34,14.75
43.823,-1.76,-3.16,5,18,14.75
43.897,-2.29,-3.52,5,34,14.75
43.994,0.0,-3.69,5,-17,14.77
44.078,3.16,-2.81,5,-18,14.77
44.156,2.99,-3.16,5,18,14.76
44.24,0.88,-3.52,5,19,14.74
44.314,-1.23,-3.34,5,19,14.75
44.389,-2.11,-3.16,5,34,14.75
44.47,-1.58,-3.16,5,-18,14.76
44.543,1.41,-1.76,5,-18,14.77
44.612,2.64,-1.41,5,-34,14.77
44.695,1.41,-1.76,5,18,14.76
44.791,-0.88,-2.29,5,34,14.77
44.872,-1.93,-2.46,5,34,14.76
44.959,-1.76,-3.16,5,-18,14.77
45.056,1.93,-2.29,5,-18,14.77
45.142,2.99,-2.29,5,-34,14.76
45.214,1.41,-2.81,5,18,14.77
45.305,-0.53,-3.16,5,18,14.75
45.378,-1.76,-3.16,5,34,14.75
45.465,-1.41,-3.52,5,-34,14.77
45.543,1.41,-2.29,5,-18,14.77
45.615,2.81,-1.93,5,-34,14.76
45.691,1.76,-2.29,5,18,14.76
45.775,-0.88,-2.99,5,18,14.77
45.852,-1.76,-2.99,5,34,14.75
45.933,-1.93,-3.52,5,-34,14.76
46.02,0.7,-3.16,5,-18,14.77
46.101,2.99,-2.46,5,-34,14.76
46.179,2.46,-2.81,5,-34,14.73
46.253,0.18,-3.16,5,18,14.77
46.327,-1.58,-3.16,5,34,14.74
46.418,-2.29,-3.52,5,34,14.75
46.502,0.0,-3.16,5,-18,14.77
46.597,2.81,-2.11,5,-18,14.77
46.692,1.93,-2.46,5,18,14.77
46.763,-0.18,-2.81,5,18,14.77
46.841,-1.76,-2.99,5,34,14.75
46.914,-2.29,-3.16,5,34,14.75
46.984,-1.05,-3.34,5,-17,14.76
47.066,2.11,-2.29,5,-18,14.77
47.154,2.81,-2.29,5,-34,14.76
47.228,1.05,-2.81,5,18,14.77
47.317,-1.05,-3.16,5,18,14.77
47.412,-2.11,-3.16,5,34,14.71
47.489,-0.88,-3.34,5,-17,14.76
47.577,2.11,-2.29,5,-18,14.78
47.661,2.64,-2.11,5,-34,14.77
47.741,0.53,-2.64,5,18,14.77
47.83,-1.41,-2.64,5,18,14.76
47.905,-2.11,-2.81,5,34,14.75
47.99,-1.23,-2.99,5,-18,14.77
48.092,2.46,-1.93,5,-18,14.76
48.172,2.46,-2.11,5,-34,14.77
48.268,0.35,-2.81,5,18,14.76
48.353,-1.58,-3.16,5,34,14.76
48.44,-2.11,-3.87,5,-34,14.77
48.516,0.7,-2.99,5,-18,14.77
48.614,3.16,-2.29,5,-34,14.77
48.693,1.93,-2.64,5,18,14.77
48.768,-0.35,-2.99,5,18,14.76
48.85,-1.76,-2.99,5,34,14.78
48.923,-2.29,-3.16,5,34,14.75
48.995,-0.7,-3.34,5,-17,14.77
49.077,2.46,-2.29,5,-18,14.77
49.172,2.64,-2.46,5,18,14.77
49.252,0.53,-3.34,5,19,14.76
49.324,-1.23,-3.34,5,34,14.75
49.429,-2.29,-3.87,5,34,14.75
49.505,-0.18,-3.52,5,-17,14.78
49.583,2.64,-2.46,5,-18,14.77
49.668,2.81,-2.46,5,-34,14.76
49.743,0.53,-2.99,5,18,14.76
49.816,-1.41,-2.99,5,18,14.77
49.909,-2.11,-2.99,5,34,14.75
49.982,-1.41,-3.16,5,-17,14.77
50.055,1.41,-2.29,5,-18,14.77
50.131,2.99,-1.93,5,-18,14.76
50.204,1.93,-2.46,5,18,14.76
50.278,-0.35,-2.99,5,18,14.78
50.361,-1.76,-3.34,5,34,14.76
50.451,-2.11,-3.87,5,-34,14.76
50.534,0.7,-2.99,5,-18,14.76
50.607,3.16,-2.29,5,-18,14.77
50.69,2.11,-2.64,5,18,14.78
50.773,-0.35,-3.16,5,18,14.77
50.859,-2.11,-3.16,5,18,14.75
50.961,-2.11,-3.69,5,-34,14.77
51.039,1.23,-2.81,5,-18,14.72
51.118,3.16,-2.29,5,-34,14.77
51.189,2.29,-2.64,5,18,14.67
51.265,0.0,-3.34,5,19,14.76
51.347,-1.58,-3.34,5,34,14.77
51.426,-2.11,-3.52,5,34,14.75
51.51,-0.35,-3.52,5,-17,14.78
51.584,2.46,-2.64,5,-18,14.76
51.68,2.64,-2.64,5,-34,14.76
51.755,0.35,-3.52,5,19,14.76
51.841,-1.58,-3.52,5,19,14.76
51.918,-2.29,-3.87,5,34,14.75
52.014,0.18,-3.52,5,-17,14.76
52.09,2.81,-2.46,5,-34,14.77
52.179,2.46,-2.64,5,-34,14.76
52.257,0.18,-2.99,5,18,14.78
52.353,-2.11,-3.16,5,34,14.76
52.443,-2.29,-3.69,5,-34,14.78
52.532,1.05,-2.81,5,-18,14.77
52.618,3.16,-2.29,5,-34,14.77
52.694,2.11,-2.81,5,18,14.77
