t,servo_deg,pend_deg,pend_raw_deg,pwm,mode,v_bus,i_ma,p_mw
0.034,3.52,-1.05,-1.05,-54,5,14.62,28.5,416.0
0.12,16.17,11.95,11.95,31,5,14.62,26.0,380.0
0.198,28.12,13.89,13.89,52,5,14.472,59.8,866.0
0.274,16.7,-14.94,-14.94,53,5,14.504,52.8,766.0
0.374,-5.62,-48.52,-48.52,54,5,14.476,59.2,858.0
0.479,-17.75,-27.07,-27.07,-53,5,14.62,24.3,354.0
0.553,-0.18,32.17,32.17,-54,5,14.624,26.6,390.0
0.648,6.33,63.28,63.28,-54,5,14.624,29.1,426.0
0.717,2.64,47.28,47.28,54,5,14.496,56.6,820.0
0.797,-32.7,-16.88,-16.88,51,5,14.496,51.8,750.0
0.892,-66.44,-79.98,-79.98,42,5,14.536,9.8,140.0
0.972,-79.45,-80.16,-80.16,-38,5,14.704,5.7,86.0
1.074,-78.05,-19.86,-19.86,-38,5,14.716,4.8,72.0
1.162,-59.24,59.77,59.77,-44,5,14.684,11.2,138.0
1.235,-63.1,87.72,87.72,-43,5,14.708,9.2,134.0
1.333,-71.89,58.53,58.53,40,5,14.66,18.0,266.0
1.428,-113.2,-30.76,-30.76,29,5,14.704,5.7,86.0
1.5,-94.57,-45.53,-45.53,33,5,14.68,11.9,174.0
1.584,-64.34,-26.54,-26.54,-42,5,14.708,5.7,86.0
1.657,-19.16,16.35,16.35,-53,5,14.636,21.5,314.0
1.732,15.64,45.0,45.0,-54,5,14.608,27.4,400.0
1.824,42.72,40.25,40.25,48,5,14.532,45.1,656.0
1.902,37.79,-8.09,-8.09,49,5,14.54,43.0,626.0
1.98,25.31,-65.22,-65.22,52,5,14.48,57.4,832.0
2.082,18.98,-77.52,-77.52,-53,5,14.624,25.3,370.0
2.158,25.66,-32.87,-32.87,-52,5,14.656,21.2,312.0
2.234,55.9,41.31,41.31,-45,5,14.684,9.6,140.0
2.305,60.65,75.06,75.06,-43,5,14.692,10.5,154.0
2.404,52.38,57.66,57.66,45,5,14.596,29.7,432.0
2.495,5.1,-23.91,-23.91,54,5,14.536,47.1,684.0
2.594,-33.57,-94.04,-94.04,-51,5,14.64,24.2,354.0
2.667,-50.1,-99.49,-99.49,46,5,14.572,38.1,558.0
2.741,-64.86,-66.09,-66.09,-42,5,14.688,8.6,128.0
2.818,-53.09,16.52,16.52,-45,5,14.696,9.7,144.0
2.895,-50.8,81.91,81.91,-46,5,14.684,12.2,180.0
2.971,-61.52,106.52,106.52,43,5,14.612,28.2,412.0
3.054,-72.42,88.42,88.42,40,5,14.688,8.0,118.0
3.135,-96.15,20.74,20.74,33,5,14.696,7.2,104.0
3.228,-94.92,-28.48,-28.48,33,5,14.688,8.7,128.0
3.296,-70.31,-27.95,-27.95,-40,5,14.704,5.8,86.0
3.37,-36.21,-8.44,-8.44,-50,5,14.676,12.4,184.0
3.459,13.18,25.49,25.49,-54,5,14.624,24.1,354.0
3.537,45.0,37.27,37.27,-48,5,14.692,13.0,190.0
3.605,61.7,19.86,19.86,43,5,14.604,26.4,386.0
3.68,55.37,-30.94,-30.94,45,5,14.592,32.0,468.0
3.757,52.91,-62.23,-62.23,46,5,14.576,36.3,530.0
3.832,53.44,-59.94,-59.94,-45,5,14.688,10.4,154.0
3.919,68.2,-12.13,-12.13,-42,5,14.696,5.2,76.0
4.014,84.55,45.0,45.0,-36,5,14.708,3.4,50.0
4.099,71.37,39.55,39.55,40,5,14.652,17.6,258.0
4.194,24.08,-24.08,-24.08,52,5,14.516,48.9,712.0
4.27,-7.03,-64.34,-64.34,54,5,14.476,56.3,816.0
4.342,-31.46,-72.6,-72.6,-51,5,14.64,21.6,314.0
4.438,-44.82,-45.7,-45.7,-48,5,14.664,16.0,236.0
4.511,-32.52,46.41,46.41,-51,5,14.656,20.9,304.0
4.599,-37.09,83.67,83.67,-50,5,14.644,18.6,272.0
4.691,-45.53,65.92,65.92,48,5,14.54,43.7,636.0
4.783,-90.0,-17.75,-17.75,35,5,14.692,-10.4,150.0
4.875,-113.03,-70.14,-70.14,29,5,14.704,5.4,78.0
4.971,-100.37,-61.35,-61.35,-32,5,14.708,6.4,96.0
5.052,-64.16,3.34,3.34,-42,5,14.704,7.2,104.0
5.127,-33.57,59.94,59.94,-50,5,14.668,18.1,266.0
5.208,-19.69,75.76,75.76,53,5,14.624,28.9,422.0
5.279,-14.24,49.75,49.75,54,5,14.48,58.1,842.0
5.372,-49.57,-43.24,-43.24,47,5,14.576,34.7,504.0
5.445,-60.82,-88.94,-88.94,43,5,14.612,27.0,394.0
5.513,-64.69,-96.33,-96.33,-17,5,14.708,5.5,82.0
5.583,-66.44,-71.02,-71.02,-42,5,14.704,5.6,82.0
5.684,-32.87,29.36,29.36,-51,5,14.664,15.2,222.0
5.762,-21.09,86.66,86.66,-53,5,14.628,25.1,368.0
5.841,-20.92,100.55,100.55,-53,5,14.608,28.7,420.0
