attempt,t,pend_deg,mode,pwm,v_bus
1,0.029,2.46,5,59,0.000
1,0.250,-30.76,5,-57,0.000
1,0.483,58.01,5,19,0.000
1,0.754,-54.84,5,-53,0.000
1,1.001,79.45,5,59,0.000
1,1.248,-86.84,5,59,0.000
1,1.476,-12.66,5,-59,0.000
1,1.712,121.29,5,58,0.000
1,1.931,-79.28,5,56,0.000
1,2.166,-156.80,4,21,0.000
1,2.384,-15.29,4,20,0.000
2,0.018,-18.98,5,59,0.000
2,0.262,41.48,5,-59,0.000
2,0.489,-19.69,5,19,0.000
2,0.727,4.39,5,-57,0.000
2,0.976,53.61,5,58,0.000
2,1.209,-109.69,5,-58,0.000
2,1.450,88.59,5,-59,0.000
2,1.669,101.95,5,57,0.000
2,1.963,-148.18,5,7,0.000
2,2.273,60.29,4,21,0.000
3,0.032,-11.07,5,59,0.000
3,0.257,23.91,5,-58,0.000
3,0.476,15.47,5,58,0.000
3,0.716,-20.04,5,-56,0.000
3,0.972,72.77,5,58,0.000
3,1.204,-107.58,5,59,0.000
3,1.447,76.11,5,-59,0.000
3,1.674,102.31,5,57,0.000
3,1.907,-122.34,5,26,0.000
3,2.133,-122.52,4,20,0.000
3,2.357,110.22,4,22,0.000
3,2.579,147.66,4,54,0.000
3,2.808,-10.37,4,45,0.000
3,3.028,-27.95,4,23,0.000
3,3.254,40.96,4,64,0.000
3,3.474,-74.00,4,47,0.000
3,3.695,78.22,4,50,0.000
3,3.935,-2.99,4,44,0.000
3,4.163,-29.88,4,21,0.000
3,4.388,34.10,4,61,0.000
3,4.612,-65.04,4,44,0.000
3,4.841,73.65,4,54,0.000
3,5.120,-5.80,4,20,0.000
3,5.353,-5.10,4,23,0.000
3,5.575,-3.16,4,23,0.000
3,5.801,0.18,4,20,0.000
3,6.024,19.86,4,45,0.000
3,6.253,-3.34,4,18,0.000
3,6.482,-3.16,4,20,0.000
3,6.714,-2.11,4,19,0.000
3,6.946,9.67,4,44,0.000
3,7.213,-1.76,4,18,0.000
3,7.432,0.35,4,45,0.000
3,7.652,4.39,4,44,0.000
3,7.879,6.68,4,44,0.000
3,8.097,1.05,4,45,0.000
3,8.338,0.18,4,44,0.000
3,8.646,4.04,4,44,0.000
3,8.888,-1.05,4,19,0.000
3,9.124,3.34,4,44,0.000
3,9.362,5.45,4,44,0.000
3,9.608,-0.53,4,19,0.000
3,9.852,5.62,4,44,0.000
3,10.083,3.16,4,44,0.000
3,10.309,-0.18,4,19,0.000
3,10.541,6.86,4,44,0.000
3,10.761,0.70,4,44,0.000
3,10.994,0.88,4,44,0.000
3,11.245,6.15,4,44,0.000
3,11.477,0.53,4,44,0.000
3,11.707,5.27,4,44,0.000
3,11.937,2.64,4,44,0.000
3,12.188,1.23,4,44,0.000
3,12.422,5.98,4,44,0.000
3,12.652,0.18,4,44,0.000
3,12.885,5.10,4,44,0.000
3,13.117,2.64,4,44,0.000
3,13.344,1.23,4,44,0.000
3,13.673,3.16,4,44,0.000
3,13.919,1.41,4,44,0.000
3,14.163,5.45,4,44,0.000
3,14.381,0.00,4,44,0.000
3,14.615,5.10,4,44,0.000
3,14.842,2.46,4,44,0.000
3,15.061,1.58,4,44,0.000
3,15.292,5.45,4,44,0.000
3,15.535,0.18,4,44,0.000
3,15.777,5.27,4,44,0.000
3,16.000,1.93,4,44,0.000
3,16.228,2.46,4,44,0.000
3,16.450,4.92,4,44,0.000
3,16.734,0.88,4,44,0.000
3,16.953,5.27,4,44,0.000
3,17.173,1.23,4,44,0.000
3,17.405,3.16,4,44,0.000
3,17.646,3.52,4,44,0.000
3,17.865,1.05,4,44,0.000
3,18.089,5.10,4,44,0.000
3,18.327,1.41,4,44,0.000
3,18.567,3.87,4,44,0.000
3,18.789,3.34,4,44,0.000
3,19.039,1.76,4,44,0.000
3,19.271,4.75,4,44,0.000
3,19.501,1.05,4,44,0.000
3,19.747,4.39,4,44,0.000
3,19.972,2.64,4,44,0.000
3,20.217,2.46,4,44,0.000
3,20.456,4.04,4,44,0.000
3,20.723,1.58,4,44,0.000
3,20.963,4.57,4,44,0.000
3,21.203,1.58,4,44,0.000
3,21.446,3.87,4,44,0.000
3,21.704,2.46,4,44,0.000
3,21.954,2.99,4,44,0.000
3,22.199,3.34,4,44,0.000
3,22.446,1.93,4,44,0.000
3,22.675,4.04,4,44,0.000
3,22.895,1.93,4,44,0.000
3,23.120,3.34,4,44,0.000
3,23.353,3.16,4,44,0.000
3,23.577,2.11,4,44,0.000
3,23.800,3.87,4,44,0.000
3,24.058,2.11,4,44,0.000
3,24.291,3.34,4,44,0.000
3,24.525,2.81,4,44,0.000
3,24.774,2.81,4,44,0.000
3,25.038,3.34,4,44,0.000
3,25.343,2.81,4,44,0.000
3,25.581,3.34,4,44,0.000
3,25.839,2.29,4,44,0.000
3,26.103,3.52,4,44,0.000
3,26.352,2.29,4,44,0.000
3,26.579,3.34,4,44,0.000
3,26.820,2.64,4,44,0.000
3,27.068,2.99,4,44,0.000
3,27.311,3.16,4,44,0.000
3,27.538,2.46,4,44,0.000
3,27.786,3.34,4,44,0.000
3,28.030,2.46,4,44,0.000
3,28.285,3.16,4,44,0.000
3,28.522,2.81,4,44,0.000
3,28.746,2.81,4,44,0.000
3,28.988,3.16,4,44,0.000
3,29.215,2.64,4,44,0.000
3,29.453,3.16,4,44,0.000
3,29.741,2.81,4,44,0.000
3,29.977,2.99,4,44,0.000
