t_ms,mode,pwm,servo_count,servo_deg,pend_count,pend_raw_deg,pend_deg,ina_ok,v_bus,i_ma,p_mw
42,5,-45,7,1.23,7,1.23,1.23,True,14.44,99.5,1438.0
203,5,45,70,12.305,15,2.637,2.637,True,14.552,65.4,950.0
328,5,70,-15,-2.637,-129,-22.676,-22.676,True,14.372,111.5,1606.0
499,5,-45,11,1.934,101,17.754,17.754,True,14.572,59.7,872.0
721,5,45,-111,-19.512,-115,-20.215,-20.215,True,14.556,63.9,898.0
842,5,-45,-163,-28.652,-171,-30.059,-30.059,True,14.564,61.7,898.0
1021,5,-70,23,4.043,250,43.945,43.945,True,14.568,69.1,1002.0
1221,5,45,-137,-24.082,-220,-38.672,-38.672,True,14.552,65.5,920.0
1423,5,-45,13,2.285,109,19.16,19.16,True,14.584,57.8,842.0
1630,5,45,68,11.953,146,25.664,25.664,True,14.564,62.4,908.0
1861,5,-45,-131,-23.027,-236,-41.484,-41.484,True,14.576,57.8,842.0
1984,5,-45,90,15.82,295,51.855,51.855,True,14.572,59.7,852.0
2142,5,45,85,14.941,229,40.254,40.254,True,14.568,63.7,928.0
2365,5,-45,-195,-34.277,-382,-67.148,-67.148,True,14.564,61.0,888.0
2502,5,-45,-14,-2.461,144,25.312,25.312,True,14.584,57.3,836.0
2644,5,45,73,12.832,408,71.719,71.719,True,14.548,66.9,974.0
2885,5,70,-222,-39.023,-447,-78.574,-78.574,True,14.552,65.3,950.0
3067,5,-45,12,2.109,151,26.543,26.543,True,14.584,55.7,812.0
3275,5,45,122,21.445,369,64.863,64.863,True,14.556,65.5,954.0
3486,5,45,-205,-36.035,-491,-86.309,-86.309,True,14.54,67.6,984.0
3610,5,-45,-154,-27.07,-197,-34.629,-34.629,True,14.572,58.8,810.0
3804,5,70,123,21.621,519,91.23,91.23,True,14.352,117.5,1688.0
3992,5,45,-146,-25.664,-204,-35.859,-35.859,True,14.572,59.8,872.0
4147,5,45,-248,-43.594,-519,-91.23,-91.23,True,14.544,65.1,948.0
4391,5,45,75,13.184,524,92.109,92.109,True,14.564,64.8,944.0
4596,5,45,-78,-13.711,-64,-11.25,-11.25,True,14.572,58.3,848.0
4809,5,45,-210,-36.914,-525,-92.285,-92.285,True,14.552,65.0,948.0
5004,5,-45,95,16.699,463,81.387,81.387,True,14.576,60.4,882.0
5220,5,45,71,12.48,265,46.582,46.582,True,14.56,63.2,920.0
5346,5,45,-202,-35.508,-478,-84.023,-84.023,True,14.54,67.9,986.0
5549,5,-45,-171,-30.059,-293,-51.504,-51.504,True,14.58,58.8,858.0
5723,5,45,127,22.324,579,101.777,101.777,True,14.548,66.8,974.0
5924,5,45,18,3.164,135,23.73,23.73,True,14.576,59.6,868.0
6133,5,45,-236,-41.484,-627,-110.215,-110.215,True,14.536,77.8,1128.0
6376,5,-45,78,13.711,447,78.574,78.574,True,14.572,60.0,874.0
6544,5,-45,98,17.227,557,97.91,97.91,True,14.572,61.4,894.0
6768,5,-45,-199,-34.98,-591,-103.887,-103.887,True,14.568,60.4,878.0
6928,5,45,-197,-34.629,-520,-91.406,-91.406,True,14.54,67.2,976.0
7149,5,45,98,17.227,650,114.258,114.258,True,14.548,66.4,966.0
7393,5,45,-106,-18.633,-21,-3.691,-3.691,True,14.584,56.9,830.0
7592,5,45,-256,-45.0,-687,-120.762,-120.762,True,14.512,70.7,1026.0
7742,5,-45,-181,-31.816,-181,-31.816,-31.816,True,14.58,58.1,848.0
7998,5,-45,70,12.305,710,124.805,124.805,True,14.568,65.1,944.0
8129,5,45,27,4.746,155,27.246,27.246,True,14.568,61.4,866.0
8274,5,-45,-185,-32.52,-665,-116.895,-116.895,True,14.572,60.5,882.0
8396,5,45,-163,-28.652,-681,-119.707,-119.707,True,14.552,65.0,948.0
8536,5,-45,-25,-4.395,-4,-0.703,-0.703,True,14.592,54.6,796.0
8681,5,45,108,18.984,687,120.762,120.762,True,14.552,64.7,940.0
8814,5,-45,66,11.602,632,111.094,111.094,True,14.568,62.8,878.0
8945,5,45,-188,-33.047,-150,-26.367,-26.367,True,14.584,58.8,858.0
9067,5,-45,-285,-50.098,-681,-119.707,-119.707,True,14.576,60.9,888.0
9198,5,45,-273,-47.988,-631,-110.918,-110.918,True,14.552,66.8,974.0
9334,5,-45,-13,-2.285,205,36.035,36.035,True,14.584,56.6,826.0
9473,5,45,54,9.492,721,126.738,126.738,True,14.556,67.1,976.0
9620,5,-45,77,13.535,595,104.59,104.59,True,14.572,59.2,862.0
9798,5,45,-181,-31.816,-338,-59.414,-59.414,True,14.564,62.7,914.0
9956,5,45,-139,-24.434,-753,-132.363,-132.363,True,14.54,66.5,966.0
10077,5,-45,-110,-19.336,-339,-59.59,-59.59,True,14.588,58.3,848.0
10236,5,45,194,34.102,572,100.547,100.547,True,14.548,66.3,964.0
10356,5,-45,133,23.379,771,135.527,135.527,True,14.564,62.0,902.0
10491,5,45,105,18.457,392,68.906,68.906,True,14.56,63.7,928.0
10616,5,45,-226,-39.727,-501,-88.066,-88.066,True,14.564,63.6,924.0
10741,5,-45,-212,-37.266,-786,-138.164,-138.164,True,14.572,61.4,894.0
10875,5,45,-247,-43.418,-553,-97.207,-97.207,True,14.552,66.3,966.0
10996,5,-45,11,1.934,289,50.801,50.801,True,14.584,57.2,836.0
11117,5,45,19,3.34,777,136.582,136.582,True,14.556,64.8,950.0
11273,5,-45,-29,-5.098,787,138.34,138.34,True,14.572,60.2,878.0
11403,5,45,-82,-14.414,167,29.355,29.355,True,14.572,59.4,866.0
11537,5,-45,-311,-54.668,-630,-110.742,-110.742,True,14.572,60.2,878.0
11664,5,70,-222,-39.023,-864,-151.875,-151.875,True,14.556,61.4,894.0
11797,5,45,-249,-43.77,-596,-104.766,-104.766,True,14.552,64.8,944.0
11975,5,45,60,10.547,609,107.051,107.051,True,14.548,66.0,960.0
12095,5,45,-24,-4.219,918,161.367,161.367,True,14.56,64.3,938.0
12256,4,100,-141,-24.785,1037,182.285,182.285,True,14.068,195.4,2750.0
12393,4,100,-494,-86.836,1615,283.887,283.887,True,14.056,195.3,2746.0
12517,4,100,-606,-106.523,2559,449.824,449.824,True,14.084,187.4,2642.0
12640,4,83,-919,-161.543,2712,476.719,476.719,True,14.236,153.4,2186.0
12774,4,88,-934,-164.18,1935,340.137,340.137,True,14.168,167.0,2366.0
12898,4,38,-793,-139.395,1459,256.465,256.465,True,14.552,63.1,918.0
13107,4,-100,-559,-98.262,1644,288.984,288.984,True,14.128,178.1,2516.0
13248,5,-100,284,49.922,2651,465.996,36.387,True,14.12,175.6,2480.0
13394,5,100,533,93.691,2533,445.254,15.645,True,14.02,205.5,2880.0
13518,5,100,125,21.973,1594,280.195,-149.414,True,14.06,193.0,2714.0
13673,4,-100,66,11.602,947,166.465,-263.145,True,14.116,181.6,2562.0
15779,-1,0,0,0,0,0,0,False,0,0,0
17881,-1,0,0,0,0,0,0,False,0,0,0
19047,0,0,-458,-80.508,-299,-52.559,-52.559,True,14.688,28.2,412.0
19378,0,0,-520,-91.406,-421,-74.004,-74.004,True,14.676,25.7,376.0
19518,0,0,-485,-85.254,-342,-60.117,-60.117,True,14.676,28.2,412.0
19762,0,0,-545,-95.801,-487,-85.605,-85.605,True,14.684,25.6,376.0
19936,0,0,-481,-84.551,-360,-63.281,-63.281,True,14.692,27.6,406.0
20108,0,0,-555,-97.559,-518,-91.055,-91.055,True,14.68,27.0,396.0
20263,0,0,-480,-84.375,-373,-65.566,-65.566,True,14.692,25.6,376.0
20485,0,0,-547,-96.152,-500,-87.891,-87.891,True,14.688,26.6,390.0
20609,0,0,-503,-88.418,-414,-72.773,-72.773,True,14.684,26.9,396.0
20796,0,0,-529,-92.988,-454,-79.805,-79.805,True,14.676,27.0,396.0
20937,0,0,-530,-93.164,-462,-81.211,-81.211,True,14.696,26.1,384.0
21083,0,0,-505,-88.77,-409,-71.895,-71.895,True,14.688,25.3,370.0
21239,0,0,-531,-93.34,-461,-81.035,-81.035,True,14.676,29.3,430.0
21380,0,0,-514,-90.352,-435,-76.465,-76.465,True,14.676,27.1,396.0
21585,0,0,-521,-91.582,-444,-78.047,-78.047,True,14.684,27.2,400.0
21805,0,0,-516,-90.703,-439,-77.168,-77.168,True,14.68,26.6,390.0
22028,0,0,-516,-90.703,-438,-76.992,-76.992,True,14.684,27.4,404.0
22162,0,0,-516,-90.703,-443,-77.871,-77.871,True,14.68,27.6,406.0
22305,0,0,-516,-90.703,-443,-77.871,-77.871,True,14.68,27.0,396.0
22526,0,0,-516,-90.703,-437,-76.816,-76.816,True,14.688,27.0,396.0
22718,0,0,-516,-90.703,-442,-77.695,-77.695,True,14.684,26.9,396.0
22957,0,0,-516,-90.703,-441,-77.52,-77.52,True,14.688,27.6,406.0
23102,0,0,-516,-90.703,-437,-76.816,-76.816,True,14.692,26.9,396.0
23328,0,0,-516,-90.703,-443,-77.871,-77.871,True,14.684,29.6,436.0
23564,0,0,-516,-90.703,-439,-77.168,-77.168,True,14.688,26.6,390.0
23699,0,0,-516,-90.703,-438,-76.992,-76.992,True,14.692,28.1,412.0
23862,0,0,-516,-90.703,-441,-77.52,-77.52,True,14.676,28.2,390.0
24083,0,0,-516,-90.703,-440,-77.344,-77.344,True,14.688,25.1,368.0
24258,0,0,-516,-90.703,-438,-76.992,-76.992,True,14.7,26.6,390.0
24468,0,0,-516,-90.703,-442,-77.695,-77.695,True,14.688,27.3,400.0
24660,0,0,-516,-90.703,-440,-77.344,-77.344,True,14.684,28.3,416.0
24863,0,0,-516,-90.703,-439,-77.168,-77.168,True,14.684,25.7,376.0
25083,0,0,-516,-90.703,-441,-77.52,-77.52,True,14.692,25.7,376.0
25302,0,0,-516,-90.703,-439,-77.168,-77.168,True,14.684,26.5,390.0
25465,0,0,-516,-90.703,-439,-77.168,-77.168,True,14.684,27.4,404.0
25702,0,0,-516,-90.703,-441,-77.52,-77.52,True,14.684,25.8,380.0
