t_ms,mode,pwm,servo_count,servo_deg,pend_count,pend_raw_deg,pend_deg,ina_ok,v_bus,i_ma,p_mw
50,5,28,0,0.0,0,0.0,0.0,True,14.604,45.2,658.0
174,5,27,-28,-4.922,-24,-4.219,-4.219,True,14.596,56.5,822.0
333,5,-49,-21,-3.691,37,6.504,6.504,True,14.52,66.1,960.0
470,5,49,24,4.219,57,10.02,10.02,True,14.5,70.8,1026.0
594,5,50,-76,-13.359,-141,-24.785,-24.785,True,14.492,73.7,1068.0
830,5,-50,67,11.777,196,34.453,34.453,True,14.524,66.2,960.0
964,5,50,-48,-8.438,-71,-12.48,-12.48,True,14.508,69.2,1002.0
1137,5,-42,-128,-22.5,-155,-27.246,-27.246,True,14.568,55.1,802.0
1405,5,-50,50,8.789,251,44.121,44.121,True,14.512,67.8,984.0
1543,5,48,-185,-32.52,-321,-56.426,-56.426,True,14.504,71.3,1036.0
1731,5,-49,14,2.461,204,35.859,35.859,True,14.5,68.3,992.0
1866,5,46,75,13.184,324,56.953,56.953,True,14.52,67.3,976.0
1995,5,49,-145,-25.488,-201,-35.332,-35.332,True,14.516,67.3,976.0
2130,5,-35,-214,-37.617,-376,-66.094,-66.094,True,14.588,47.2,688.0
2270,5,-49,13,2.285,214,37.617,37.617,True,14.536,63.2,918.0
2402,5,45,87,15.293,408,71.719,71.719,True,14.524,66.7,970.0
2524,5,51,-95,-16.699,-84,-14.766,-14.766,True,14.532,64.0,928.0
2650,5,28,-219,-38.496,-451,-79.277,-79.277,True,14.524,65.9,956.0
2783,5,-41,-138,-24.258,-102,-17.93,-17.93,True,14.576,52.9,770.0
2935,5,-50,79,13.887,468,82.266,82.266,True,14.52,66.9,970.0
3059,5,48,49,8.613,235,41.309,41.309,True,14.528,64.3,934.0
3190,5,46,-212,-37.266,-417,-73.301,-73.301,True,14.528,64.4,934.0
3334,5,-33,-234,-41.133,-380,-66.797,-66.797,True,14.592,47.3,692.0
3468,5,-50,38,6.68,350,61.523,61.523,True,14.528,65.8,956.0
3588,5,-50,79,13.887,519,91.23,91.23,True,14.524,68.7,1000.0
3713,5,49,-42,-7.383,61,10.723,10.723,True,14.536,63.6,914.0
3879,5,-32,-245,-43.066,-526,-92.461,-92.461,True,14.596,47.4,692.0
4040,5,-44,-100,-17.578,11,1.934,1.934,True,14.572,54.4,792.0
4182,5,46,70,12.305,559,98.262,98.262,True,14.516,68.2,990.0
4321,5,48,46,8.086,290,50.977,50.977,True,14.512,67.8,984.0
4448,5,45,-228,-40.078,-426,-74.883,-74.883,True,14.532,64.0,930.0
4573,5,44,-245,-43.066,-556,-97.734,-97.734,True,14.544,64.1,930.0
4799,5,-50,67,11.777,495,87.012,87.012,True,14.524,68.3,992.0
4937,5,-50,82,14.414,512,90.0,90.0,True,14.52,67.9,986.0
5064,5,49,-158,-27.773,-195,-34.277,-34.277,True,14.524,65.2,948.0
5190,5,-33,-229,-40.254,-608,-106.875,-106.875,True,14.596,46.2,676.0
5324,5,-34,-224,-39.375,-387,-68.027,-68.027,True,14.592,47.0,684.0
5445,5,-51,59,10.371,390,68.555,68.555,True,14.524,65.3,948.0
5568,5,25,70,12.305,642,112.852,112.852,True,14.62,41.9,612.0
5717,5,48,8,1.406,200,35.156,35.156,True,14.524,65.9,956.0
5840,5,-32,-247,-43.418,-550,-96.68,-96.68,True,14.596,47.2,688.0
