t_ms,mode,pwm,servo_count,servo_deg,pend_count,pend_raw_deg,pend_deg,ina_ok,v_bus,i_ma,p_mw
39,5,27,-1,-0.176,-1,-0.176,-0.176,True,14.588,47.1,688.0
177,5,27,-25,-4.395,-19,-3.34,-3.34,True,14.6,48.5,708.0
342,5,-49,12,2.109,61,10.723,10.723,True,14.528,66.1,960.0
481,5,49,1,0.176,-18,-3.164,-3.164,True,14.508,71.0,1028.0
609,5,29,-83,-14.59,-124,-21.797,-21.797,True,14.548,61.1,888.0
740,5,-50,36,6.328,145,25.488,25.488,True,14.52,67.3,976.0
899,5,49,-26,-4.57,-4,-0.703,-0.703,True,14.532,65.8,954.0
1058,5,-40,-152,-26.719,-190,-33.398,-33.398,True,14.568,54.4,792.0
1229,5,-28,54,9.492,272,47.812,47.812,True,14.524,64.9,944.0
1449,5,49,-157,-27.598,-228,-40.078,-40.078,True,14.512,70.6,1022.0
1632,5,-48,-36,-6.328,84,14.766,14.766,True,14.548,60.2,874.0
1862,5,48,48,8.438,198,34.805,34.805,True,14.52,67.6,984.0
1985,5,48,-193,-33.926,-358,-62.93,-62.93,True,14.52,66.9,970.0
2107,5,-39,-161,-28.301,-184,-32.344,-32.344,True,14.58,51.7,754.0
2232,5,-50,70,12.305,352,61.875,61.875,True,14.508,70.2,1020.0
2373,5,46,60,10.547,240,42.187,42.187,True,14.528,64.8,944.0
2510,5,47,-201,-35.332,-372,-65.391,-65.391,True,14.52,68.2,990.0
2640,5,-35,-214,-37.617,-314,-55.195,-55.195,True,14.6,48.7,712.0
2768,5,-50,43,7.559,321,56.426,56.426,True,14.536,66.2,964.0
2900,5,45,86,15.117,431,75.762,75.762,True,14.52,67.9,986.0
3035,5,49,-154,-27.07,-183,-32.168,-32.168,True,14.52,68.1,990.0
3170,5,-32,-244,-42.891,-470,-82.617,-82.617,True,14.6,48.6,712.0
3319,5,-48,-51,-8.965,99,17.402,17.402,True,14.564,56.1,816.0
3445,5,-29,78,13.711,504,88.594,88.594,True,14.516,68.6,996.0
3578,5,48,35,6.152,219,38.496,38.496,True,14.528,66.9,974.0
3721,5,45,-236,-41.484,-485,-85.254,-85.254,True,14.528,64.7,940.0
3846,5,-32,-240,-42.187,-374,-65.742,-65.742,True,14.6,47.1,688.0
3974,5,-50,42,7.383,350,61.523,61.523,True,14.528,66.8,970.0
4104,5,-50,82,14.414,530,93.164,93.164,True,14.516,69.7,1012.0
4244,5,50,-125,-21.973,-83,-14.59,-14.59,True,14.432,50.6,730.0
4375,5,-30,-260,-45.703,-543,-95.449,-95.449,True,14.604,47.1,688.0
4501,5,-32,-250,-43.945,-344,-60.469,-60.469,True,14.6,46.9,684.0
4648,5,-50,48,8.438,468,82.266,82.266,True,14.52,68.1,990.0
4831,5,48,43,7.559,335,58.887,58.887,True,14.508,68.8,1000.0
