t_ms,mode,pwm,servo_count,servo_deg,pend_count,pend_raw_deg,pend_deg,ina_ok,v_bus,i_ma,p_mw
59,5,45,-15,-2.637,-15,-2.637,-2.637,True,14.528,65.5,950.0
205,5,-45,-45,-7.91,11,1.934,1.934,True,14.54,60.5,882.0
403,5,45,-5,-0.879,31,5.449,5.449,True,14.532,64.0,930.0
596,5,-45,-116,-20.391,-107,-18.809,-18.809,True,14.56,59.9,872.0
790,5,45,13,2.285,192,33.75,33.75,True,14.528,64.6,938.0
1027,5,-45,-173,-30.41,-227,-39.902,-39.902,True,14.552,59.4,866.0
1203,5,-45,28,4.922,260,45.703,45.703,True,14.548,61.3,892.0
1407,5,45,-122,-21.445,-187,-32.871,-32.871,True,14.536,62.0,902.0
1680,5,-45,44,7.734,254,44.648,44.648,True,14.388,77.4,1120.0
1914,5,45,-110,-19.336,-161,-28.301,-28.301,True,14.544,60.0,872.0
2134,5,-45,-145,-25.488,-147,-25.84,-25.84,True,14.564,56.2,820.0
2282,5,-45,60,10.547,405,71.191,71.191,True,14.552,60.3,878.0
2428,5,45,-38,-6.68,32,5.625,5.625,True,14.552,58.3,848.0
2655,5,-45,-197,-34.629,-315,-55.371,-55.371,True,14.548,58.3,848.0
2843,5,-45,104,18.281,446,78.398,78.398,True,14.548,61.0,888.0
3047,5,45,-103,-18.105,-161,-28.301,-28.301,True,14.544,60.6,882.0
3254,5,-45,-207,-36.387,-335,-58.887,-58.887,True,14.552,57.9,842.0
3497,5,70,89,15.645,514,90.352,90.352,True,14.332,115.5,1654.0
3661,5,45,-160,-28.125,-200,-35.156,-35.156,True,14.552,59.0,858.0
3869,5,-45,-258,-45.352,-395,-69.434,-69.434,True,14.552,58.6,852.0
4118,5,45,48,8.438,523,91.934,91.934,True,14.548,62.1,902.0
4302,5,45,-73,-12.832,-35,-6.152,-6.152,True,14.556,57.6,838.0
4496,5,45,-220,-38.672,-539,-94.746,-94.746,True,14.512,68.3,992.0
4718,5,45,61,10.723,554,97.383,97.383,True,14.516,66.4,964.0
4907,5,45,47,8.262,304,53.437,53.437,True,14.532,63.3,920.0
5091,5,-45,-235,-41.309,-613,-107.754,-107.754,True,14.544,60.7,882.0
5308,5,-45,11,1.934,194,34.102,34.102,True,14.564,55.8,812.0
5504,5,-45,78,13.711,612,107.578,107.578,True,14.548,59.4,866.0
5724,5,45,-238,-41.836,-493,-86.66,-86.66,True,14.532,64.6,938.0
5925,5,-45,-256,-45.0,-434,-76.289,-76.289,True,14.552,59.6,868.0
6121,5,45,27,4.746,624,109.688,109.688,True,14.524,65.5,950.0
6366,5,45,-76,-13.359,32,5.625,5.625,True,14.56,56.9,830.0
6529,5,-45,-225,-39.551,-698,-122.695,-122.695,True,14.548,59.3,862.0
6736,5,-45,-99,-17.402,-23,-4.043,-4.043,True,14.564,54.2,790.0
6973,5,-45,21,3.691,714,125.508,125.508,True,14.544,58.0,842.0
7140,5,45,-169,-29.707,-91,-15.996,-15.996,True,14.56,56.5,822.0
7362,5,45,-271,-47.637,-745,-130.957,-130.957,True,14.52,65.6,954.0
7573,5,-45,-56,-9.844,246,43.242,43.242,True,14.564,55.8,812.0
7699,5,45,-43,-7.559,769,135.176,135.176,True,14.528,63.5,920.0
7871,5,45,-3,-0.527,503,88.418,88.418,True,14.548,60.0,872.0
8075,5,-45,-244,-42.891,-717,-126.035,-126.035,True,14.556,57.5,836.0
8269,5,45,-170,-29.883,-675,-118.652,-118.652,True,14.528,65.2,948.0
8497,5,45,135,23.73,653,114.785,114.785,True,14.516,67.7,984.0
8678,5,-45,35,6.152,877,154.16,154.16,True,14.552,59.7,868.0
8895,5,45,-114,-20.039,-139,-24.434,-24.434,True,14.556,56.4,822.0
9088,5,-45,-116,-20.391,-951,-167.168,-167.168,True,14.552,59.0,858.0
9299,4,60,-38,-6.68,-1212,-213.047,-213.047,True,14.42,92.2,1330.0
9507,4,0,-456,-80.156,-2312,-406.406,-406.406,True,14.68,28.5,420.0
9696,4,0,-600,-105.469,-2807,-493.418,-493.418,True,14.672,26.4,386.0
9907,5,-100,-275,-48.34,-1896,-333.281,101.426,True,14.144,161.4,2280.0
10115,5,100,264,46.406,-1194,-209.883,224.824,True,13.944,212.1,2956.0
12219,-1,0,0,0,0,0,0,False,0,0,0
14321,-1,0,0,0,0,0,0,False,0,0,0
15785,0,0,577,101.426,955,167.871,167.871,True,14.66,27.1,396.0
15948,0,0,386,67.852,449,78.926,78.926,True,14.656,28.2,412.0
16122,0,0,615,108.105,1007,177.012,177.012,True,14.668,26.1,384.0
16361,0,0,476,83.672,724,127.266,127.266,True,14.66,27.3,400.0
16565,0,0,460,80.859,662,116.367,116.367,True,14.656,27.9,410.0
16770,0,0,629,110.566,1079,189.668,189.668,True,14.664,27.1,396.0
16976,0,0,404,71.016,523,91.934,91.934,True,14.66,26.9,394.0
17246,0,0,626,110.039,1055,185.449,185.449,True,14.66,27.0,396.0
17508,0,0,427,75.059,592,104.062,104.062,True,14.66,26.4,386.0
17640,0,0,600,105.469,973,171.035,171.035,True,14.656,27.3,400.0
17798,0,0,562,98.789,901,158.379,158.379,True,14.66,27.8,406.0
18012,0,0,469,82.441,685,120.41,120.41,True,14.66,26.9,394.0
18201,0,0,608,106.875,999,175.605,175.605,True,14.66,26.5,390.0
18409,0,0,444,78.047,626,110.039,110.039,True,14.656,29.5,406.0
18666,0,0,608,106.875,989,173.848,173.848,True,14.66,27.3,400.0
18823,0,0,455,79.98,655,115.137,115.137,True,14.656,27.2,400.0
19021,0,0,594,104.414,948,166.641,166.641,True,14.656,28.5,420.0
19226,0,0,473,83.145,699,122.871,122.871,True,14.664,26.0,380.0
19444,0,0,578,101.602,908,159.609,159.609,True,14.66,26.9,394.0
19566,0,0,543,95.449,846,148.711,148.711,True,14.66,26.2,384.0
19738,0,0,494,86.836,733,128.848,128.848,True,14.664,26.7,390.0
19943,0,0,564,99.141,886,155.742,155.742,True,14.66,29.1,426.0
20147,0,0,500,87.891,747,131.309,131.309,True,14.668,26.5,390.0
20362,0,0,555,97.559,866,152.227,152.227,True,14.66,26.5,390.0
20575,0,0,517,90.879,780,137.109,137.109,True,14.664,26.5,390.0
20695,0,0,559,98.262,868,152.578,152.578,True,14.66,26.8,394.0
20897,0,0,508,89.297,766,134.648,134.648,True,14.532,38.1,554.0
21029,0,0,538,94.57,822,144.492,144.492,True,14.664,28.4,416.0
21270,0,0,517,90.879,786,138.164,138.164,True,14.656,26.5,390.0
21512,0,0,543,95.449,834,146.602,146.602,True,14.66,27.1,396.0
21646,0,0,525,92.285,804,141.328,141.328,True,14.664,28.3,416.0
21897,0,0,536,94.219,821,144.316,144.316,True,14.66,26.4,386.0
22097,0,0,531,93.34,811,142.559,142.559,True,14.656,27.8,406.0
22229,0,0,531,93.34,809,142.207,142.207,True,14.664,27.3,400.0
22388,0,0,531,93.34,815,143.262,143.262,True,14.664,26.8,394.0
22607,0,0,531,93.34,813,142.91,142.91,True,14.664,28.1,412.0
22812,0,0,531,93.34,809,142.207,142.207,True,14.66,27.8,406.0
23015,0,0,531,93.34,816,143.437,143.437,True,14.66,27.4,404.0
23219,0,0,531,93.34,812,142.734,142.734,True,14.656,27.5,404.0
23449,0,0,531,93.34,811,142.559,142.559,True,14.68,26.4,386.0
23592,0,0,531,93.34,815,143.262,143.262,True,14.664,26.9,394.0
23900,0,0,531,93.34,810,142.383,142.383,True,14.668,26.6,390.0
24142,0,0,531,93.34,815,143.262,143.262,True,14.672,25.9,380.0
24401,0,0,531,93.34,813,142.91,142.91,True,14.664,28.5,420.0
24562,0,0,531,93.34,811,142.559,142.559,True,14.668,27.9,410.0
24784,0,0,531,93.34,814,143.086,143.086,True,14.664,27.9,410.0
24912,0,0,531,93.34,813,142.91,142.91,True,14.66,27.6,394.0
25096,0,0,531,93.34,811,142.559,142.559,True,14.672,27.5,404.0
25226,0,0,531,93.34,813,142.91,142.91,True,14.676,27.8,410.0
25420,0,0,531,93.34,814,143.086,143.086,True,14.664,27.8,406.0
25577,0,0,531,93.34,811,142.559,142.559,True,14.664,27.2,400.0
25701,0,0,531,93.34,811,142.559,142.559,True,14.664,27.1,396.0
25843,0,0,531,93.34,813,142.91,142.91,True,14.668,27.0,396.0
26087,0,0,531,93.34,812,142.734,142.734,True,14.66,26.8,394.0
26299,0,0,531,93.34,812,142.734,142.734,True,14.656,26.9,394.0
26502,0,0,531,93.34,813,142.91,142.91,True,14.652,29.0,426.0
26701,0,0,531,93.34,812,142.734,142.734,True,14.656,26.7,390.0
26905,0,0,531,93.34,813,142.91,142.91,True,14.66,28.8,422.0
27146,0,0,531,93.34,813,142.91,142.91,True,14.668,26.5,390.0
27308,0,0,531,93.34,813,142.91,142.91,True,14.636,31.3,458.0
27527,0,0,531,93.34,813,142.91,142.91,True,14.664,26.8,394.0
27726,0,0,531,93.34,813,142.91,142.91,True,14.664,27.5,404.0
27930,0,0,531,93.34,813,142.91,142.91,True,14.664,26.8,394.0
28138,0,0,531,93.34,813,142.91,142.91,True,14.664,28.2,412.0
28281,0,0,531,93.34,813,142.91,142.91,True,14.664,27.3,400.0
28414,0,0,531,93.34,813,142.91,142.91,True,14.664,27.0,396.0
28699,0,0,531,93.34,813,142.91,142.91,True,14.672,26.9,394.0
28859,0,0,531,93.34,813,142.91,142.91,True,14.66,28.7,422.0
29074,0,0,531,93.34,813,142.91,142.91,True,14.66,28.4,416.0
29263,0,0,531,93.34,813,142.91,142.91,True,14.628,32.5,476.0
29409,0,0,531,93.34,813,142.91,142.91,True,14.66,27.4,404.0
29586,0,0,531,93.34,813,142.91,142.91,True,14.664,26.6,390.0
29789,0,0,531,93.34,813,142.91,142.91,True,14.664,27.1,396.0
29978,0,0,531,93.34,813,142.91,142.91,True,14.664,27.1,396.0
30194,0,0,531,93.34,813,142.91,142.91,True,14.664,26.4,386.0
30388,0,0,531,93.34,813,142.91,142.91,True,14.664,26.9,394.0
30585,0,0,531,93.34,813,142.91,142.91,True,14.624,34.2,430.0
30792,0,0,531,93.34,813,142.91,142.91,True,14.656,27.7,406.0
31002,0,0,531,93.34,813,142.91,142.91,True,14.652,28.2,412.0
31222,0,0,531,93.34,813,142.91,142.91,True,14.672,27.6,406.0
31420,0,0,531,93.34,813,142.91,142.91,True,14.668,27.5,404.0
31617,0,0,531,93.34,813,142.91,142.91,True,14.656,28.3,416.0
31741,0,0,531,93.34,813,142.91,142.91,True,14.672,27.3,400.0
31861,0,0,531,93.34,813,142.91,142.91,True,14.66,26.3,386.0
32029,0,0,531,93.34,813,142.91,142.91,True,14.66,26.4,386.0
32234,0,0,531,93.34,813,142.91,142.91,True,14.664,27.6,406.0
32460,0,0,531,93.34,813,142.91,142.91,True,14.664,26.0,380.0
32640,0,0,531,93.34,813,142.91,142.91,True,14.664,26.5,390.0
32846,0,0,531,93.34,813,142.91,142.91,True,14.668,28.6,420.0
33046,0,0,531,93.34,813,142.91,142.91,True,14.656,28.1,412.0
33255,0,0,531,93.34,813,142.91,142.91,True,14.66,27.1,396.0
33461,0,0,531,93.34,813,142.91,142.91,True,14.66,26.6,390.0
33668,0,0,531,93.34,813,142.91,142.91,True,14.644,29.3,430.0
33920,0,0,531,93.34,813,142.91,142.91,True,14.668,26.6,390.0
34070,0,0,531,93.34,813,142.91,142.91,True,14.616,34.2,422.0
34251,0,0,531,93.34,813,142.91,142.91,True,14.664,27.1,396.0
34499,0,0,531,93.34,813,142.91,142.91,True,14.664,26.4,386.0
34686,0,0,531,93.34,813,142.91,142.91,True,14.656,28.4,396.0
35026,0,0,531,93.34,813,142.91,142.91,True,14.676,26.5,390.0
35159,0,0,531,93.34,813,142.91,142.91,True,14.668,26.8,394.0
35296,0,0,531,93.34,813,142.91,142.91,True,14.62,34.7,508.0
35511,0,0,531,93.34,813,142.91,142.91,True,14.664,27.0,396.0
35676,0,0,531,93.34,813,142.91,142.91,True,14.664,26.7,390.0
35917,0,0,531,93.34,813,142.91,142.91,True,14.664,27.7,406.0
36059,0,0,531,93.34,813,142.91,142.91,True,14.664,27.4,404.0
36193,0,0,531,93.34,813,142.91,142.91,True,14.668,26.8,394.0
36430,0,0,531,93.34,813,142.91,142.91,True,14.664,26.7,390.0
36564,0,0,531,93.34,813,142.91,142.91,True,14.66,25.9,380.0
36709,0,0,531,93.34,813,142.91,142.91,True,14.672,27.3,400.0
36952,0,0,531,93.34,813,142.91,142.91,True,14.664,26.2,384.0
37163,0,0,531,93.34,813,142.91,142.91,True,14.664,27.8,406.0
37346,0,0,531,93.34,813,142.91,142.91,True,14.656,28.1,412.0
37551,0,0,531,93.34,813,142.91,142.91,True,14.664,28.8,422.0
37797,0,0,531,93.34,813,142.91,142.91,True,14.66,26.6,390.0
37962,0,0,531,93.34,813,142.91,142.91,True,14.644,29.0,426.0
38166,0,0,531,93.34,813,142.91,142.91,True,14.656,28.7,420.0
38375,0,0,531,93.34,813,142.91,142.91,True,14.66,26.9,394.0
38579,0,0,531,93.34,813,142.91,142.91,True,14.668,27.1,396.0
38793,0,0,531,93.34,813,142.91,142.91,True,14.672,23.5,344.0
38989,0,0,531,93.34,813,142.91,142.91,True,14.664,26.8,394.0
39195,0,0,531,93.34,813,142.91,142.91,True,14.66,27.0,396.0
39404,0,0,531,93.34,813,142.91,142.91,True,14.66,26.9,394.0
39534,0,0,531,93.34,813,142.91,142.91,True,14.66,26.3,386.0
39672,0,0,531,93.34,813,142.91,142.91,True,14.668,26.8,394.0
39925,0,0,531,93.34,813,142.91,142.91,True,14.664,26.9,394.0
40129,0,0,531,93.34,813,142.91,142.91,True,14.676,24.4,358.0
40317,0,0,531,93.34,813,142.91,142.91,True,14.648,29.5,432.0
40541,0,0,531,93.34,813,142.91,142.91,True,14.664,26.5,390.0
40734,0,0,531,93.34,813,142.91,142.91,True,14.668,26.5,390.0
40855,0,0,531,93.34,813,142.91,142.91,True,14.672,28.5,420.0
41034,0,0,531,93.34,813,142.91,142.91,True,14.644,30.4,446.0
41244,0,0,531,93.34,813,142.91,142.91,True,14.664,26.4,386.0
41448,0,0,531,93.34,813,142.91,142.91,True,14.664,26.6,390.0
41660,0,0,531,93.34,813,142.91,142.91,True,14.668,27.3,400.0
41921,0,0,531,93.34,813,142.91,142.91,True,14.66,28.7,422.0
42163,0,0,531,93.34,813,142.91,142.91,True,14.664,27.3,400.0
42393,0,0,531,93.34,813,142.91,142.91,True,14.664,26.6,390.0
42515,0,0,531,93.34,813,142.91,142.91,True,14.664,27.4,404.0
42676,0,0,531,93.34,813,142.91,142.91,True,14.664,26.4,386.0
42882,0,0,531,93.34,813,142.91,142.91,True,14.66,27.1,396.0
43093,0,0,531,93.34,813,142.91,142.91,True,14.668,27.2,400.0
43290,0,0,531,93.34,813,142.91,142.91,True,14.66,28.3,390.0
43495,0,0,531,93.34,813,142.91,142.91,True,14.66,27.5,404.0
43743,0,0,531,93.34,813,142.91,142.91,True,14.668,27.0,396.0
43898,0,0,531,93.34,813,142.91,142.91,True,14.64,30.7,448.0
