t_ms,mode,pwm,servo_count,servo_deg,pend_count,pend_raw_deg,pend_deg,ina_ok,v_bus,i_ma,p_mw
34,5,45,-7,-1.582,-9,-1.582,-1.582,True,14.516,65.0,944.0
208,5,70,-131,-23.379,-71,-12.48,-12.48,True,14.352,110.8,1590.0
342,5,-45,-171,-30.41,63,11.074,11.074,True,14.548,58.7,856.0
583,5,45,-213,-37.793,-70,-12.305,-12.305,True,14.528,65.9,956.0
722,5,-45,-232,-41.133,-147,-25.84,-25.84,True,14.552,58.2,846.0
924,5,45,6,0.703,221,38.848,38.848,True,14.52,67.3,976.0
1054,5,45,-85,-15.293,-118,-20.742,-20.742,True,14.512,67.2,976.0
1214,5,-45,-127,-22.676,-262,-46.055,-46.055,True,14.548,60.6,882.0
1345,5,-45,87,14.941,234,41.133,41.133,True,14.552,58.8,856.0
1524,5,45,104,17.93,200,35.156,35.156,True,14.528,64.6,938.0
1729,5,-45,-134,-23.906,-335,-58.887,-58.887,True,14.48,64.5,934.0
1877,5,-45,91,15.645,334,58.711,58.711,True,14.54,59.5,866.0
2007,5,45,81,13.887,246,43.242,43.242,True,14.532,62.6,910.0
2136,5,45,-161,-28.652,-316,-55.547,-55.547,True,14.532,64.3,934.0
2273,5,-45,-200,-35.508,-332,-58.359,-58.359,True,14.548,60.4,878.0
2392,5,-45,27,4.395,292,51.328,51.328,True,14.552,57.9,842.0
2521,5,45,62,10.547,400,70.312,70.312,True,14.52,66.3,964.0
2674,5,45,-196,-34.805,-276,-48.516,-48.516,True,14.536,63.1,898.0
2814,5,-45,-251,-44.473,-434,-76.289,-76.289,True,14.544,61.0,888.0
2969,5,-45,29,4.746,303,53.262,53.262,True,14.552,58.3,848.0
3093,5,45,89,15.293,465,81.738,81.738,True,14.536,65.6,934.0
3223,5,45,-56,-10.195,-27,-4.746,-4.746,True,14.556,57.3,832.0
3352,5,45,-214,-37.969,-503,-88.418,-88.418,True,14.516,65.4,950.0
3496,5,-45,-190,-33.75,-268,-47.109,-47.109,True,14.564,59.3,816.0
3628,5,-45,85,14.59,482,84.727,84.727,True,14.548,59.8,872.0
3778,5,45,85,14.59,330,58.008,58.008,True,14.508,44.3,638.0
3911,5,45,-200,-35.508,-396,-69.609,-69.609,True,14.532,64.7,940.0
4071,5,-45,-247,-43.77,-470,-82.617,-82.617,True,14.548,59.7,868.0
4213,5,-45,-1,-0.527,305,53.613,53.613,True,14.56,57.5,836.0
4337,5,-45,31,5.098,571,100.371,100.371,True,14.54,60.6,882.0
4471,5,45,-46,-8.438,102,17.93,17.93,True,14.544,58.0,846.0
4598,5,-45,-248,-43.945,-525,-92.285,-92.285,True,14.532,65.5,954.0
4728,5,-45,-255,-45.176,-493,-86.66,-86.66,True,14.54,60.6,882.0
4877,5,-45,20,3.164,347,60.996,60.996,True,14.544,60.4,878.0
5018,5,-45,44,7.383,609,107.051,107.051,True,14.388,85.8,1242.0
5208,5,45,-57,-10.371,92,16.172,16.172,True,14.552,59.9,872.0
5359,5,-70,-270,-47.812,-618,-108.633,-108.633,True,14.36,105.4,1514.0
5503,5,-45,-199,-35.332,-241,-42.363,-42.363,True,14.556,57.5,836.0
5633,5,45,101,17.402,585,102.832,102.832,True,14.528,66.5,966.0
5772,5,-45,119,20.566,519,91.23,91.23,True,14.508,49.0,712.0
5940,5,45,-175,-31.113,-448,-78.75,-78.75,True,14.528,65.1,948.0
6083,5,45,-190,-33.75,-642,-112.852,-112.852,True,14.524,65.8,956.0
6208,5,-45,-138,-24.609,-143,-25.137,-25.137,True,14.56,54.8,796.0
6330,5,45,57,9.668,554,97.383,97.383,True,14.52,66.0,960.0
6455,5,-45,32,5.273,660,116.016,116.016,True,14.548,60.8,884.0
6579,5,45,-37,-6.855,128,22.5,22.5,True,14.528,61.9,902.0
6706,5,-45,-254,-45.0,-573,-100.723,-100.723,True,14.548,60.5,882.0
6830,5,45,-228,-40.43,-677,-119.004,-119.004,True,14.524,66.4,964.0
6954,5,-45,-155,-27.598,-188,-33.047,-33.047,True,14.56,56.3,820.0
7096,5,45,96,16.523,630,110.742,110.742,True,14.52,66.4,964.0
7218,5,-45,81,13.887,696,122.344,122.344,True,14.548,59.5,866.0
7369,5,45,-56,-10.195,-7,-1.23,-1.23,True,14.556,57.1,822.0
7491,5,-45,-217,-38.496,-652,-114.609,-114.609,True,14.548,60.2,874.0
7669,5,45,-207,-36.738,-718,-126.211,-126.211,True,14.524,64.2,934.0
7804,5,-45,5,0.527,259,45.527,45.527,True,14.564,56.7,826.0
7923,5,45,9,1.23,751,132.012,132.012,True,14.524,65.2,948.0
8070,5,-45,-3,-0.879,685,120.41,120.41,True,14.544,59.7,868.0
8195,5,45,-171,-30.41,-89,-15.645,-15.645,True,14.564,56.5,822.0
8334,5,-45,-261,-46.23,-735,-129.199,-129.199,True,14.544,59.9,848.0
8498,5,45,-197,-34.98,-734,-129.023,-129.023,True,14.536,65.7,954.0
8623,5,-45,-87,-15.645,-100,-17.578,-17.578,True,14.572,56.2,820.0
8890,5,45,58,9.844,874,153.633,153.633,True,14.532,63.2,930.0
9016,5,-45,115,19.863,584,102.656,102.656,True,14.548,59.4,866.0
9173,5,45,-140,-24.961,-315,-55.371,-55.371,True,14.516,64.8,940.0
9299,5,-45,-94,-16.875,-906,-159.258,-159.258,True,14.548,60.9,884.0
9433,4,-40,6,0.703,-1060,-186.328,-186.328,True,14.572,53.6,780.0
9558,4,-40,145,25.137,-1348,-236.953,-236.953,True,14.564,55.2,806.0
9729,4,-40,-43,-7.91,-2487,-437.168,-437.168,True,14.572,53.9,786.0
9857,4,0,63,10.723,-2858,-502.383,-502.383,True,14.656,31.3,458.0
10056,4,0,86,14.766,-2696,-473.906,-473.906,True,14.672,27.5,404.0
10215,4,-60,390,68.203,-1528,-268.594,-268.594,True,14.448,86.7,1252.0
