sp,attempt,t,servo_deg,pend_deg,mode,pwm,v_bus
45,1,0.036,1.05,1.05,5,-44,0.000
45,1,0.186,-0.88,-3.16,5,44,0.000
45,1,0.319,-18.11,-13.54,5,-44,0.000
45,1,0.464,-12.13,17.40,5,-44,0.000
45,1,0.588,-21.80,4.75,5,44,0.000
45,1,0.710,-45.18,-29.36,5,-24,0.000
45,1,0.835,-27.77,12.48,5,-44,0.000
45,1,0.958,-14.77,33.93,5,44,0.000
45,1,1.099,-44.47,-30.59,5,31,0.000
45,1,1.229,-37.79,-20.74,5,-43,0.000
45,1,1.358,-1.76,42.72,5,-44,0.000
45,1,1.482,-16.52,3.87,5,44,0.000
45,1,1.610,-45.70,-52.91,5,-42,0.000
45,1,1.738,-25.66,1.93,5,-44,0.000
45,1,1.862,-3.52,55.72,5,0,0.000
45,1,1.988,-30.59,-2.81,5,44,0.000
45,1,2.129,-56.07,-57.83,5,-41,0.000
45,1,2.281,-13.18,35.33,5,-44,0.000
45,1,2.460,-9.84,32.87,5,44,0.000
45,1,2.590,-52.56,-61.00,5,6,0.000
45,1,2.743,-37.44,-21.62,5,-43,0.000
45,1,2.879,2.46,64.16,5,-44,0.000
45,1,3.016,-17.75,10.55,5,44,0.000
45,1,3.157,-53.97,-68.56,5,-13,0.000
45,1,3.297,-22.50,10.90,5,-44,0.000
45,1,3.426,0.18,69.43,5,-45,0.000
45,1,3.570,-21.62,10.72,5,44,0.000
45,1,3.713,-57.13,-71.54,5,-41,0.000
45,1,3.835,-28.30,1.93,5,-44,0.000
45,1,3.962,-1.41,69.26,5,-44,0.000
45,1,4.095,-22.68,12.83,5,44,0.000
45,1,4.217,-59.24,-69.43,5,-11,0.000
45,1,4.349,-48.69,-34.28,5,-42,0.000
45,1,4.472,-4.22,65.04,5,-44,0.000
45,1,4.593,-5.45,49.75,5,44,0.000
45,1,4.727,-53.61,-55.37,5,3,0.000
45,1,4.865,-54.14,-59.24,5,-41,0.000
45,1,4.995,-6.15,48.34,5,-44,0.000
45,1,5.175,-9.32,34.28,5,44,0.000
45,1,5.306,-56.43,-68.73,5,-2,0.000
45,1,5.513,-19.16,22.32,5,-44,0.000
45,1,5.731,-7.73,45.53,5,44,0.000
45,1,5.885,-59.94,-71.37,5,-12,0.000
45,1,6.010,-52.73,-43.95,5,-42,0.000
45,1,6.180,-2.46,75.23,5,-44,0.000
45,1,6.322,-17.40,25.84,5,44,0.000
45,1,6.470,-61.70,-75.59,5,-17,0.000
45,1,6.602,-49.04,-32.17,5,-42,0.000
45,1,6.724,-4.57,69.96,5,-44,0.000
45,1,6.874,-9.84,43.59,5,44,0.000
45,1,7.021,-59.59,-66.27,5,-11,0.000
45,1,7.146,-55.55,-50.80,5,-41,0.000
45,1,7.288,-5.80,64.51,5,-44,0.000
45,1,7.427,-6.15,52.73,5,44,0.000
45,1,7.582,-58.01,-63.10,5,-6,0.000
45,1,7.715,-55.20,-53.44,5,-41,0.000
45,1,7.862,-4.22,66.80,5,-44,0.000
45,1,7.992,-2.99,63.81,5,44,0.000
45,1,8.143,-59.41,-66.09,5,-11,0.000
45,1,8.266,-59.94,-67.15,5,-41,0.000
45,1,8.394,-14.24,39.38,5,-44,0.000
45,1,8.535,-2.11,74.71,5,44,0.000
45,1,8.687,-49.40,-34.80,5,17,0.000
45,1,8.851,-59.59,-66.44,5,-41,0.000
45,1,8.983,-9.67,50.80,5,-44,0.000
45,1,9.126,-1.23,74.53,5,44,0.000
45,1,9.303,-58.18,-65.22,5,-7,0.000
45,1,9.433,-57.48,-61.88,5,-41,0.000
45,1,9.592,-5.98,61.35,5,-44,0.000
45,1,9.729,-4.39,59.41,5,44,0.000
45,1,9.872,-59.59,-62.75,5,-10,0.000
45,1,10.014,-60.12,-62.40,5,-41,0.000
45,1,10.168,-8.09,64.86,5,-44,0.000
45,1,10.315,-7.38,58.71,5,44,0.000
45,1,10.448,-61.00,-61.52,5,-14,0.000
45,1,10.593,-61.52,-65.92,5,-41,0.000
45,1,10.719,-13.36,45.53,5,-44,0.000
45,1,10.872,-4.04,69.26,5,44,0.000
45,1,11.006,-54.67,-42.19,5,3,0.000
45,1,11.149,-63.46,-75.06,5,-40,0.000
45,1,11.277,-21.09,28.30,5,-44,0.000
45,1,11.414,-4.04,77.52,5,44,0.000
45,1,11.537,-37.27,-6.15,5,43,0.000
45,1,11.663,-63.63,-78.57,5,-22,0.000
45,1,11.807,-41.66,-13.54,5,-43,0.000
45,1,11.997,-3.34,74.71,5,44,0.000
45,1,12.143,-52.56,-39.55,5,20,0.000
45,1,12.272,-63.63,-79.28,5,-40,0.000
45,1,12.403,-30.76,7.73,5,-43,0.000
45,1,12.529,-4.39,79.98,5,-44,0.000
45,1,12.658,-17.75,29.00,5,44,0.000
45,1,12.778,-62.23,-72.25,5,-38,0.000
45,1,12.911,-60.29,-62.93,5,-41,0.000
45,1,13.092,-4.92,77.17,5,-44,0.000
45,1,13.272,-31.99,2.46,5,44,0.000
45,1,13.405,-63.63,-80.33,5,-22,0.000
45,1,13.585,-23.20,21.62,5,-44,0.000
45,1,13.713,-3.52,80.68,5,44,0.000
45,1,13.854,-29.18,9.84,5,44,0.000
45,1,13.981,-65.22,-77.69,5,-27,0.000
45,1,14.139,-53.26,-34.45,5,-41,0.000
45,1,14.326,-5.45,75.23,5,44,0.000
45,1,14.513,-62.58,-64.86,5,-19,0.000
45,1,14.661,-58.71,-52.21,5,-41,0.000
45,1,14.794,-10.55,57.13,5,-44,0.000
45,1,14.932,-6.33,62.40,5,44,0.000
45,1,15.072,-55.90,-46.05,5,1,0.000
45,1,15.206,-62.93,-73.12,5,-40,0.000
45,1,15.438,-4.22,78.75,5,-44,0.000
45,1,15.566,-23.03,19.34,5,44,0.000
45,1,15.690,-63.10,-75.23,5,-20,0.000
45,1,15.825,-54.49,-42.36,5,-41,0.000
45,1,15.951,-7.91,65.04,5,-44,0.000
45,1,16.079,-5.27,66.09,5,44,0.000
45,1,16.205,-55.72,-46.05,5,0,0.000
45,1,16.344,-62.93,-73.65,5,-40,0.000
45,1,16.476,-20.92,28.12,5,-44,0.000
45,1,16.622,-4.39,74.53,5,44,0.000
45,1,16.746,-44.65,-19.16,5,30,0.000
45,1,16.901,-64.16,-76.64,5,-40,0.000
45,1,17.031,-29.36,12.48,5,-43,0.000
45,1,17.169,-5.27,78.57,5,44,0.000
45,1,17.307,-37.27,-2.29,5,43,0.000
45,1,17.466,-66.09,-77.52,5,-40,0.000
45,1,17.623,-21.45,32.52,5,-44,0.000
45,1,17.774,-6.68,76.47,5,44,0.000
45,1,17.904,-50.80,-27.60,5,15,0.000
45,1,18.039,-65.22,-75.41,5,-40,0.000
45,1,18.162,-34.98,2.81,5,-43,0.000
45,1,18.308,-6.15,76.29,5,-44,0.000
45,1,18.437,-29.18,11.07,5,44,0.000
45,1,18.562,-65.22,-75.06,5,-27,0.000
45,1,18.690,-54.32,-35.51,5,-41,0.000
45,1,18.821,-10.55,64.34,5,-44,0.000
45,1,18.947,-9.67,58.01,5,44,0.000
45,1,19.104,-64.51,-69.08,5,-40,0.000
45,1,19.233,-61.70,-57.48,5,-41,0.000
45,1,19.400,-9.32,66.80,5,-44,0.000
45,1,19.526,-10.20,51.15,5,44,0.000
45,1,19.658,-60.12,-61.70,5,-23,0.000
45,1,19.809,-58.89,-58.18,5,-41,0.000
45,1,19.933,-10.55,53.26,5,-44,0.000
45,1,20.073,-4.22,69.96,5,44,0.000
45,1,20.206,-56.78,-47.64,5,-5,0.000
45,1,20.337,-65.22,-78.22,5,-40,0.000
45,1,20.462,-32.17,9.32,5,-43,0.000
45,1,20.625,-6.33,78.40,5,44,0.000
45,1,20.772,-54.67,-35.33,5,7,0.000
45,1,20.896,-66.97,-81.03,5,-40,0.000
45,1,21.027,-42.54,-9.67,5,-42,0.000
45,1,21.164,-6.86,79.10,5,-44,0.000
45,1,21.303,-21.97,27.42,5,44,0.000
45,1,21.461,-67.85,-80.51,5,-40,0.000
45,1,21.607,-44.47,-10.90,5,-42,0.000
45,1,21.745,-8.26,79.45,5,-44,0.000
45,1,21.875,-20.21,31.46,5,44,0.000
45,1,22.022,-65.74,-74.88,5,-40,0.000
45,1,22.153,-55.72,-40.60,5,-41,0.000
45,1,22.296,-7.56,72.25,5,-44,0.000
45,1,22.429,-8.96,56.60,5,44,0.000
45,1,22.577,-62.23,-62.58,5,-32,0.000
45,1,22.714,-62.40,-61.70,5,-41,0.000
45,1,22.863,-9.84,68.20,5,-44,0.000
45,1,23.008,-9.49,59.41,5,44,0.000
45,1,23.223,-66.62,-82.09,5,-40,0.000
45,1,23.365,-40.25,-5.98,5,-43,0.000
45,1,23.496,-6.50,79.98,5,-44,0.000
45,1,23.625,-15.29,40.43,5,44,0.000
45,1,23.755,-65.22,-72.25,5,-40,0.000
45,1,23.916,-57.66,-44.12,5,-41,0.000
45,1,24.059,-8.26,75.23,5,-44,0.000
45,1,24.189,-11.43,52.73,5,44,0.000
45,1,24.349,-65.04,-70.31,5,-40,0.000
45,1,24.472,-62.40,-59.41,5,-40,0.000
45,1,24.594,-14.06,52.56,5,-44,0.000
45,1,24.748,-7.21,72.77,5,44,0.000
45,1,24.869,-58.18,-40.60,5,-9,0.000
45,1,24.998,-68.91,-81.39,5,-40,0.000
45,1,25.125,-41.13,-2.81,5,-43,0.000
45,1,25.249,-9.49,79.63,5,-44,0.000
45,1,25.406,-32.87,13.71,5,43,0.000
45,1,25.545,-71.54,-77.87,5,-39,0.000
45,1,25.709,-53.79,-22.32,5,-41,0.000
45,1,25.875,-9.84,78.93,5,44,0.000
45,1,26.010,-45.70,-12.83,5,42,0.000
45,1,26.137,-67.68,-80.16,5,-40,0.000
45,1,26.286,-40.60,-6.68,5,-43,0.000
45,1,26.426,-5.62,79.10,5,-44,0.000
45,1,26.588,-42.72,-16.00,5,43,0.000
45,1,26.776,-64.86,-81.39,5,-40,0.000
45,1,26.898,-20.92,32.17,5,-44,0.000
45,1,27.041,-6.15,79.81,5,44,0.000
45,1,27.189,-54.84,-35.68,5,0,0.000
45,1,27.319,-67.32,-81.03,5,-40,0.000
45,1,27.524,-12.83,59.24,5,-44,0.000
45,1,27.747,-34.63,3.34,5,43,0.000
45,1,27.922,-66.09,-76.99,5,-40,0.000
45,1,28.054,-25.66,23.03,5,-44,0.000
45,1,28.189,-6.15,81.03,5,44,0.000
45,1,28.325,-33.75,5.98,5,43,0.000
45,1,28.448,-68.20,-79.28,5,-40,0.000
45,1,28.593,-58.71,-41.31,5,-41,0.000
45,1,28.718,-10.90,73.30,5,-44,0.000
45,1,28.872,-19.16,37.79,5,44,0.000
45,1,29.004,-67.68,-73.65,5,-40,0.000
45,1,29.131,-64.34,-60.65,5,-40,0.000
45,1,29.271,-12.83,60.65,5,44,0.000
45,1,29.408,-8.26,70.14,5,44,0.000
45,1,29.544,-62.40,-54.32,5,-37,0.000
45,1,29.668,-66.97,-76.11,5,-40,0.000
45,1,29.801,-31.29,13.54,5,-43,0.000
45,1,29.935,-7.38,79.98,5,44,0.000
45,2,0.045,1.58,1.23,5,-44,0.000
45,2,0.187,-4.57,-5.98,5,44,0.000
45,2,0.333,-18.81,-5.98,5,-44,0.000
45,2,0.485,-10.72,22.85,5,-44,0.000
45,2,0.628,-38.32,-22.32,5,43,0.000
45,2,0.751,-41.31,-14.77,5,-43,0.000
45,2,0.956,-18.46,29.36,5,44,0.000
45,2,1.078,-49.04,-34.45,5,16,0.000
45,2,1.199,-38.32,-16.17,5,-43,0.000
45,2,1.364,-1.93,42.36,5,44,0.000
45,2,1.486,-29.36,-21.27,5,44,0.000
45,2,1.610,-44.65,-51.50,5,-42,0.000
45,2,1.778,-11.43,30.76,5,-44,0.000
45,2,1.913,-7.38,41.48,5,44,0.000
45,2,2.033,-51.85,-49.75,5,8,0.000
45,2,2.164,-47.28,-35.33,5,-42,0.000
45,2,2.288,-5.80,51.50,5,-44,0.000
45,2,2.430,-5.10,41.84,5,44,0.000
45,2,2.573,-50.27,-58.89,5,13,0.000
45,2,2.737,-26.37,-1.05,5,-44,0.000
45,2,2.869,3.16,67.15,5,-44,0.000
45,2,3.010,-18.28,8.26,5,44,0.000
45,2,3.144,-53.26,-71.37,5,-42,0.000
45,2,3.283,-27.25,-0.35,5,-44,0.000
45,2,3.417,2.11,72.77,5,-44,0.000
45,2,3.559,-25.14,0.18,5,44,0.000
45,2,3.697,-55.20,-74.88,5,0,0.000
45,2,3.827,-33.40,-10.90,5,-43,0.000
45,2,3.963,1.41,72.95,5,-44,0.000
45,2,4.089,-7.38,35.16,5,44,0.000
45,2,4.215,-53.97,-70.49,5,2,0.000
45,2,4.347,-50.98,-56.07,5,-42,0.000
45,2,4.491,-0.18,63.63,5,-44,0.000
45,2,4.651,2.46,62.75,5,44,0.000
45,2,4.797,-55.02,-74.71,5,0,0.000
45,2,4.944,-48.34,-44.65,5,-42,0.000
45,2,5.072,-0.53,66.80,5,-44,0.000
45,2,5.196,2.46,69.61,5,44,0.000
45,2,5.329,-47.99,-42.36,5,22,0.000
45,2,5.463,-58.89,-80.86,5,-41,0.000
45,2,5.641,-10.20,42.89,5,-44,0.000
45,2,5.792,1.58,74.88,5,44,0.000
45,2,5.915,-47.64,-37.97,5,32,0.000
45,2,6.043,-59.77,-85.25,5,-41,0.000
45,2,6.165,-38.50,-16.00,5,-43,0.000
45,2,6.331,2.11,85.78,5,44,0.000
45,2,6.484,-33.22,-10.37,5,43,0.000
45,2,6.627,-58.89,-86.84,5,-41,0.000
45,2,6.754,-43.42,-28.48,5,-42,0.000
45,2,6.893,1.76,82.27,5,-44,0.000
45,2,7.021,-1.05,56.60,5,44,0.000
45,2,7.193,-56.78,-72.07,5,-4,0.000
45,2,7.318,-56.07,-62.93,5,-41,0.000
45,2,7.463,-2.99,68.73,5,-44,0.000
45,2,7.590,2.11,81.56,5,44,0.000
45,2,7.717,-44.82,-31.11,5,31,0.000
45,2,7.858,-60.29,-89.30,5,-41,0.000
45,2,7.977,-42.89,-25.31,5,-42,0.000
45,2,8.105,0.53,81.39,5,-44,0.000
45,2,8.229,1.93,71.54,5,44,0.000
45,2,8.367,-53.09,-56.78,5,7,0.000
45,2,8.517,-58.36,-80.16,5,-41,0.000
45,2,8.653,-11.25,37.62,5,-44,0.000
45,2,8.779,3.34,90.70,5,44,0.000
45,2,8.937,-14.24,26.19,5,44,0.000
45,2,9.063,-60.82,-90.18,5,-15,0.000
45,2,9.195,-51.85,-44.65,5,-42,0.000
45,2,9.378,1.05,91.06,5,-44,0.000
45,2,9.511,-8.26,40.08,5,44,0.000
45,2,9.643,-58.53,-81.91,5,-9,0.000
45,2,9.816,-50.45,-46.58,5,-42,0.000
45,2,9.959,0.18,75.59,5,-45,0.000
45,2,10.092,2.99,72.42,5,44,0.000
45,2,10.213,-50.80,-51.15,5,18,0.000
45,2,10.334,-59.24,-92.81,5,-41,0.000
45,2,10.467,-40.78,-21.80,5,-43,0.000
45,2,10.605,0.53,85.61,5,-44,0.000
45,2,10.752,-2.64,59.77,5,44,0.000
45,2,10.884,-61.00,-77.17,5,-14,0.000
45,2,11.031,-60.29,-69.78,5,-41,0.000
45,2,11.174,-6.15,66.80,5,-44,0.000
45,2,11.331,-0.35,79.45,5,44,0.000
45,2,11.467,-54.84,-52.73,5,2,0.000
45,2,11.600,-61.00,-88.24,5,-41,0.000
45,2,11.730,-29.53,1.76,5,-43,0.000
45,2,11.881,2.64,90.53,5,-44,0.000
45,2,12.004,-7.73,36.91,5,44,0.000
45,2,12.135,-56.25,-80.86,5,-2,0.000
45,2,12.271,-54.67,-69.08,5,-41,0.000
45,2,12.392,-5.62,48.34,5,-44,0.000
45,2,12.534,5.10,89.30,5,44,0.000
45,2,12.701,-46.93,-38.15,5,26,0.000
45,2,12.838,-60.65,-92.11,5,-41,0.000
45,2,12.960,-37.97,-12.66,5,-43,0.000
45,2,13.103,0.18,90.35,5,-45,0.000
45,2,13.240,-6.15,55.20,5,44,0.000
45,2,13.386,-63.10,-72.42,5,-40,0.000
45,2,13.521,-63.63,-70.66,5,-40,0.000
45,2,13.643,-13.36,50.62,5,-44,0.000
45,2,13.806,-1.93,82.27,5,44,0.000
45,2,14.002,-61.52,-76.82,5,-33,0.000
45,2,14.162,-58.71,-66.27,5,-41,0.000
45,2,14.361,1.05,91.58,5,-44,0.000
45,2,14.560,-44.65,-30.94,5,35,0.000
45,2,14.707,-60.65,-92.11,5,-41,0.000
45,2,14.838,-40.25,-18.28,5,-43,0.000
45,2,14.989,0.70,90.53,5,-44,0.000
45,2,15.111,-4.04,51.15,5,44,0.000
45,2,15.286,-59.41,-90.18,5,-11,0.000
45,2,15.443,-46.76,-35.16,5,-42,0.000
45,2,15.568,-0.53,77.87,5,-44,0.000
45,2,15.699,2.11,79.81,5,44,0.000
45,2,15.838,-55.20,-53.44,5,1,0.000
45,2,15.977,-63.28,-91.93,5,-40,0.000
45,2,16.105,-33.93,0.53,5,-43,0.000
45,2,16.252,-2.11,92.46,5,-44,0.000
45,2,16.388,-11.07,42.89,5,44,0.000
45,2,16.526,-62.40,-85.61,5,-20,0.000
45,2,16.659,-57.83,-63.10,5,-41,0.000
45,2,16.793,-5.45,60.29,5,-44,0.000
45,2,16.923,2.99,86.31,5,44,0.000
45,2,17.050,-40.25,-23.20,5,43,0.000
45,2,17.174,-59.59,-91.41,5,-11,0.000
45,2,17.297,-53.26,-53.09,5,-41,0.000
45,2,17.421,-2.64,70.14,5,-44,0.000
45,2,17.547,2.46,84.73,5,44,0.000
45,2,17.674,-42.54,-24.61,5,40,0.000
45,2,17.848,-61.70,-89.47,5,-41,0.000
45,2,18.003,-19.51,25.14,5,-44,0.000
45,2,18.146,0.88,91.23,5,44,0.000
45,2,18.300,-42.89,-23.55,5,40,0.000
45,2,18.435,-62.23,-92.64,5,-19,0.000
45,2,18.578,-51.50,-41.13,5,-42,0.000
45,2,18.710,-1.05,87.54,5,-44,0.000
45,2,18.914,-32.52,-3.34,5,43,0.000
45,2,19.058,-62.58,-92.11,5,-40,0.000
45,2,19.183,-52.03,-41.13,5,-42,0.000
45,2,19.312,-3.34,77.34,5,-44,0.000
45,2,19.436,0.00,77.34,5,44,0.000
45,2,19.571,-52.21,-46.76,5,9,0.000
45,2,19.695,-61.17,-91.76,5,-41,0.000
45,2,19.847,-24.79,11.25,5,-44,0.000
45,2,19.987,1.58,91.41,5,-44,0.000
45,2,20.111,-7.73,41.48,5,44,0.000
45,2,20.247,-59.41,-79.81,5,-22,0.000
45,2,20.392,-59.59,-71.02,5,-41,0.000
45,2,20.517,-9.14,54.14,5,-44,0.000
45,2,20.657,-1.23,90.70,5,44,0.000
45,2,20.790,-35.51,-2.11,5,43,0.000
45,2,20.913,-66.62,-91.23,5,-40,0.000
45,2,21.053,-58.53,-49.75,5,-41,0.000
45,2,21.189,-5.62,81.21,5,-44,0.000
45,2,21.339,-5.10,64.34,5,44,0.000
45,2,21.477,-61.52,-71.37,5,-33,0.000
45,2,21.634,-63.28,-85.78,5,-40,0.000
45,2,21.761,-11.07,48.69,5,-44,0.000
45,2,21.921,0.88,89.12,5,44,0.000
45,2,22.092,-53.79,-50.98,5,7,0.000
45,2,22.244,-61.88,-85.43,5,-41,0.000
45,2,22.382,-15.29,35.86,5,-44,0.000
45,2,22.556,0.70,86.84,5,44,0.000
45,2,22.693,-42.72,-22.85,5,43,0.000
45,2,22.842,-62.75,-94.57,5,-40,0.000
45,2,22.963,-44.47,-23.20,5,-42,0.000
45,2,23.101,-1.76,87.01,5,-44,0.000
45,2,23.268,-12.48,39.38,5,44,0.000
45,2,23.401,-64.51,-80.86,5,-40,0.000
45,2,23.521,-65.22,-82.79,5,-40,0.000
45,2,23.643,-21.27,29.71,5,-44,0.000
45,2,23.775,-2.81,95.62,5,-44,0.000
45,2,23.984,-56.25,-50.62,5,-1,0.000
45,2,24.120,-63.98,-94.75,5,-40,0.000
45,2,24.254,-33.93,-1.76,5,-43,0.000
45,2,24.385,-0.88,92.28,5,-44,0.000
45,2,24.520,-2.46,61.17,5,44,0.000
45,2,24.648,-57.83,-70.66,5,-13,0.000
45,2,24.779,-61.35,-92.11,5,-41,0.000
45,2,24.902,-26.72,10.02,5,-44,0.000
45,2,25.049,0.18,96.33,5,-44,0.000
45,2,25.200,-12.83,34.98,5,44,0.000
45,2,25.329,-63.10,-88.07,5,-40,0.000
45,2,25.480,-59.41,-62.75,5,-41,0.000
45,2,25.628,-5.98,71.02,5,-44,0.000
45,2,25.751,-0.35,86.66,5,44,0.000
45,2,25.879,-44.82,-23.55,5,42,0.000
45,2,26.001,-64.51,-95.80,5,-40,0.000
45,2,26.150,-50.27,-33.40,5,-42,0.000
45,2,26.289,-3.16,85.43,5,-44,0.000
45,2,26.422,-0.35,76.82,5,44,0.000
45,2,26.559,-55.20,-56.07,5,0,0.000
45,2,26.692,-61.88,-94.57,5,-41,0.000
45,2,26.834,-25.66,12.30,5,-44,0.000
45,2,26.966,0.18,96.33,5,-44,0.000
45,2,27.120,-19.16,21.80,5,44,0.000
45,2,27.261,-64.16,-92.99,5,-40,0.000
45,2,27.430,-51.68,-35.16,5,-41,0.000
45,2,27.561,-4.39,84.90,5,-44,0.000
45,2,27.694,-1.41,81.74,5,44,0.000
45,2,27.822,-54.49,-45.00,5,9,0.000
45,2,27.958,-64.86,-97.73,5,-40,0.000
45,2,28.101,-40.08,-11.07,5,-43,0.000
45,2,28.234,-2.29,92.81,5,-44,0.000
45,2,28.370,-3.69,67.32,5,44,0.000
45,2,28.489,-61.00,-65.39,5,-30,0.000
45,2,28.621,-65.22,-92.46,5,-40,0.000
45,2,28.745,-37.09,-3.52,5,-43,0.000
45,2,28.876,-3.52,90.53,5,-44,0.000
45,2,29.002,-3.52,65.92,5,44,0.000
45,2,29.141,-58.53,-65.92,5,-12,0.000
45,2,29.282,-62.05,-92.64,5,-41,0.000
45,2,29.409,-19.51,23.91,5,-44,0.000
45,2,29.545,0.88,96.68,5,-44,0.000
45,2,29.666,-6.50,49.40,5,44,0.000
45,2,29.788,-61.00,-74.71,5,-30,0.000
45,2,29.918,-63.98,-92.46,5,-40,0.000
45,3,0.026,-3.34,-6.86,5,30,0.000
45,3,0.178,-16.00,-17.05,5,-44,0.000
45,3,0.319,-14.24,4.92,5,-44,0.000
45,3,0.476,-22.15,-5.45,5,44,0.000
45,3,0.601,-44.82,-33.40,5,-42,0.000
45,3,0.730,-28.48,11.60,5,-44,0.000
45,3,0.879,-26.72,14.06,5,44,0.000
45,3,1.009,-53.97,-41.84,5,2,0.000
45,3,1.168,-19.69,16.17,5,-44,0.000
45,3,1.317,-13.89,11.60,5,44,0.000
45,3,1.446,-45.00,-53.61,5,29,0.000
45,3,1.587,-31.99,-17.23,5,-43,0.000
45,3,1.746,-4.39,41.66,5,44,0.000
45,3,1.875,-45.18,-39.73,5,29,0.000
45,3,2.002,-52.91,-54.14,5,-42,0.000
45,3,2.131,-14.06,31.29,5,-44,0.000
45,3,2.265,-7.03,43.77,5,44,0.000
45,3,2.399,-51.85,-52.73,5,8,0.000
45,3,2.534,-51.85,-51.85,5,-42,0.000
45,3,2.674,-7.03,45.18,5,-44,0.000
45,3,2.817,-11.43,25.14,5,44,0.000
45,3,2.981,-55.55,-72.42,5,0,0.000
45,3,3.115,-36.39,-19.86,5,-43,0.000
45,3,3.250,-1.58,60.12,5,-44,0.000
45,3,3.464,-49.40,-51.68,5,17,0.000
45,3,3.629,-53.61,-61.70,5,-41,0.000
45,3,3.799,-1.23,64.86,5,-44,0.000
45,3,3.953,-38.50,-25.66,5,43,0.000
45,3,4.098,-56.60,-77.87,5,-41,0.000
45,3,4.228,-20.92,8.44,5,-44,0.000
45,3,4.397,1.76,65.74,5,44,0.000
45,3,4.536,-44.65,-43.59,5,29,0.000
45,3,4.685,-56.07,-75.76,5,-41,0.000
45,3,4.811,-13.18,28.12,5,-44,0.000
45,3,4.983,-1.05,60.47,5,44,0.000
45,3,5.112,-51.85,-52.91,5,8,0.000
45,3,5.235,-59.94,-82.62,5,-41,0.000
45,3,5.361,-24.61,7.03,5,-44,0.000
45,3,5.493,-1.23,72.42,5,-44,0.000
45,3,5.622,-20.92,8.79,5,44,0.000
45,3,5.766,-59.59,-86.84,5,-11,0.000
45,3,5.908,-49.57,-45.88,5,-42,0.000
45,3,6.028,-2.11,66.44,5,-44,0.000
45,3,6.167,-5.27,46.23,5,44,0.000
45,3,6.295,-58.71,-70.66,5,-10,0.000
45,3,6.441,-60.12,-72.77,5,-41,0.000
45,3,6.597,-7.56,56.60,5,-44,0.000
45,3,6.818,-39.90,-20.39,5,43,0.000
45,3,7.013,-62.05,-84.38,5,-41,0.000
45,3,7.170,-7.03,53.61,5,-44,0.000
45,3,7.339,-4.75,48.16,5,44,0.000
45,3,7.478,-55.37,-66.44,5,0,0.000
45,3,7.606,-58.01,-78.75,5,-41,0.000
45,3,7.743,-10.37,36.21,5,-44,0.000
45,3,7.881,1.41,75.06,5,44,0.000
45,3,8.026,-48.34,-43.42,5,21,0.000
45,3,8.171,-61.35,-89.30,5,-41,0.000
45,3,8.308,-23.38,11.78,5,-44,0.000
45,3,8.453,-1.05,78.75,5,-44,0.000
45,3,8.597,-32.52,-11.07,5,43,0.000
45,3,8.734,-60.12,-92.81,5,-13,0.000
45,3,8.871,-41.31,-28.12,5,-43,0.000
45,3,9.024,0.88,77.52,5,-44,0.000
45,3,9.187,-26.89,-1.76,5,44,0.000
45,3,9.315,-61.88,-90.70,5,-18,0.000
45,3,9.488,-40.96,-20.57,5,-43,0.000
45,3,9.610,-3.52,76.99,5,-44,0.000
45,3,9.748,-6.68,49.57,5,44,0.000
45,3,9.906,-62.05,-88.07,5,-19,0.000
45,3,10.047,-55.20,-59.06,5,-41,0.000
45,3,10.179,-4.22,60.47,5,-44,0.000
45,3,10.309,0.00,65.39,5,44,0.000
45,3,10.440,-51.33,-51.85,5,12,0.000
45,3,10.574,-60.82,-91.06,5,-41,0.000
45,3,10.778,-4.75,61.17,5,-44,0.000
45,3,10.970,-3.52,56.60,5,44,0.000
45,3,11.097,-61.70,-82.62,5,-17,0.000
45,3,11.242,-58.89,-66.80,5,-41,0.000
45,3,11.385,-6.50,62.40,5,-44,0.000
45,3,11.523,-2.64,64.34,5,44,0.000
45,3,11.652,-52.21,-51.33,5,10,0.000
45,3,11.812,-59.41,-83.85,5,-41,0.000
45,3,11.956,-10.90,34.45,5,-44,0.000
45,3,12.086,1.93,77.34,5,44,0.000
45,3,12.209,-32.17,-10.37,5,43,0.000
45,3,12.339,-62.40,-91.41,5,-20,0.000
45,3,12.469,-55.02,-52.03,5,-41,0.000
45,3,12.594,-6.86,65.57,5,-44,0.000
45,3,12.721,-3.34,69.26,5,44,0.000
45,3,12.854,-54.49,-51.15,5,3,0.000
45,3,12.977,-63.28,-93.16,5,-40,0.000
45,3,13.101,-44.47,-28.83,5,-42,0.000
45,3,13.258,-1.58,78.22,5,-44,0.000
45,3,13.418,-13.89,23.55,5,44,0.000
45,3,13.558,-60.65,-93.52,5,-14,0.000
45,3,13.695,-46.23,-37.09,5,-42,0.000
45,3,13.836,-1.23,75.59,5,-44,0.000
45,3,13.979,-6.33,43.77,5,44,0.000
45,3,14.119,-61.00,-83.67,5,-15,0.000
45,3,14.301,-49.75,-40.08,5,-42,0.000
45,3,14.428,-4.57,70.66,5,-44,0.000
45,3,14.614,-18.98,18.28,5,44,0.000
45,3,14.759,-63.10,-92.64,5,-21,0.000
45,3,14.886,-57.13,-61.17,5,-41,0.000
45,3,15.014,-7.38,55.90,5,-44,0.000
45,3,15.235,-17.93,21.09,5,44,0.000
45,3,15.423,-64.34,-91.58,5,-40,0.000
45,3,15.582,-34.10,-4.39,5,-43,0.000
