t_ms,mode,pwm,servo_count,servo_deg,setpoint_deg,error_deg,gain_mode,pend_count,pend_deg,v_bus,i_ma,p_mw
0,2,0,5,0.0,0.0,0.0,0,0,0.0,14.68,28.2,412.0
175,2,0,5,0.0,0.0,0.0,0,0,0.0,14.68,27.4,404.0
298,2,0,5,0.0,0.0,0.0,0,0,0.0,14.68,27.4,404.0
423,2,0,5,0.0,0.0,0.0,0,0,0.0,14.676,28.6,386.0
540,2,0,5,0.0,0.0,0.0,0,0,0.0,14.684,28.3,416.0
713,2,0,5,0.0,0.0,0.0,0,0,0.0,14.68,27.3,400.0
834,2,0,5,0.0,0.0,0.0,0,0,0.0,14.68,27.2,400.0
955,2,0,5,0.0,0.0,0.0,0,0,0.0,14.676,29.0,426.0
1096,2,0,5,0.0,0.0,0.0,0,0,0.0,14.676,27.5,404.0
1215,2,0,5,0.0,0.0,0.0,0,0,0.0,14.68,26.9,394.0
1334,2,0,5,0.0,0.0,0.0,0,0,0.0,14.684,27.4,404.0
1455,2,0,5,0.0,0.0,0.0,0,0,0.0,14.644,30.6,410.0
1581,2,0,5,0.0,0.0,0.0,0,0,0.0,14.68,27.1,396.0
1713,2,0,5,0.0,0.0,0.0,0,0,0.0,14.68,26.5,390.0
1832,2,0,5,0.0,0.0,0.0,0,0,0.0,14.68,26.3,386.0
1960,2,0,5,0.0,0.0,0.0,0,0,0.0,14.672,26.7,394.0
2095,2,-62,18,2.285,30.0,27.715,0,13,2.285,14.348,102.9,1482.0
2267,2,-35,95,15.82,30.0,14.18,0,56,9.844,14.58,49.7,724.0
2406,2,-29,105,17.578,30.0,12.422,0,-64,-11.25,14.604,46.4,678.0
2543,2,0,155,26.367,30.0,3.633,0,-23,-4.043,14.676,27.4,404.0
2698,2,-33,117,19.687,30.0,10.313,0,-4,-0.703,14.596,47.4,692.0
2874,2,-37,103,17.227,30.0,12.773,0,16,2.813,14.58,50.6,738.0
3020,2,-37,104,17.402,30.0,12.598,0,19,3.34,14.584,52.1,718.0
3145,2,-33,110,18.457,30.0,11.543,0,-11,-1.934,14.596,47.8,698.0
3278,2,-22,125,21.094,30.0,8.906,0,-16,-2.813,14.656,34.5,504.0
3408,2,-25,126,21.27,30.0,8.73,0,-8,-1.406,14.628,41.3,602.0
3527,2,-28,120,20.215,30.0,9.785,0,7,1.23,14.604,45.6,666.0
3666,2,-31,116,19.512,30.0,10.488,0,8,1.406,14.596,46.5,678.0
3789,2,-32,116,19.512,30.0,10.488,0,0,0.0,14.584,46.8,682.0
3915,2,-26,120,20.215,30.0,9.785,0,-6,-1.055,14.616,46.8,684.0
4045,2,-30,122,20.566,30.0,9.434,0,-4,-0.703,14.576,41.5,606.0
4192,2,-30,122,20.566,30.0,9.434,0,2,0.352,14.604,45.4,662.0
4317,2,-30,122,20.566,30.0,9.434,0,3,0.527,14.604,44.5,648.0
4442,2,-31,122,20.566,30.0,9.434,0,-2,-0.352,14.596,45.8,668.0
4585,2,-31,122,20.566,30.0,9.434,0,-5,-0.879,14.596,47.9,702.0
4731,2,-32,122,20.566,30.0,9.434,0,2,0.352,14.592,47.3,692.0
4915,2,-33,122,20.566,30.0,9.434,0,2,0.352,14.592,47.2,688.0
5035,2,-34,122,20.566,30.0,9.434,0,-3,-0.527,14.588,48.0,702.0
5217,2,-33,124,20.918,30.0,9.082,0,-2,-0.352,14.588,46.9,684.0
5371,2,-34,124,20.918,30.0,9.082,0,0,0.0,14.588,48.6,708.0
5500,2,-34,124,20.918,30.0,9.082,0,0,0.0,14.584,47.7,694.0
5632,2,-35,124,20.918,30.0,9.082,0,-1,-0.176,14.572,50.2,730.0
5758,2,-35,125,21.094,30.0,8.906,0,-1,-0.176,14.564,50.9,740.0
5899,2,-35,126,21.27,30.0,8.73,0,-1,-0.176,14.58,50.1,730.0
6032,2,-36,126,21.27,30.0,8.73,0,-1,-0.176,14.584,49.5,720.0
