t_ms,mode,pwm,servo_count,servo_deg,setpoint_deg,error_deg,gain_mode,pend_count,pend_deg,v_bus,i_ma,p_mw
0,2,0,-159,0.0,0.0,0.0,0,0,0.0,14.672,26.0,380.0
203,2,0,-159,0.0,0.0,0.0,0,0,0.0,14.664,27.8,390.0
324,2,0,-159,0.0,0.0,0.0,0,0,0.0,14.676,26.8,394.0
444,2,0,-159,0.0,0.0,0.0,0,0,0.0,14.676,25.0,368.0
568,2,0,-159,0.0,0.0,0.0,0,0,0.0,14.664,28.3,416.0
754,2,0,-159,0.0,0.0,0.0,0,0,0.0,14.672,27.0,396.0
887,2,0,-159,0.0,0.0,0.0,0,0,0.0,14.668,28.2,412.0
1062,2,0,-159,0.0,0.0,0.0,0,0,0.0,14.668,26.7,394.0
1186,2,0,-159,0.0,0.0,0.0,0,0,0.0,14.672,27.3,400.0
1334,2,0,-159,0.0,0.0,0.0,0,0,0.0,14.676,26.1,384.0
1470,2,0,-159,0.0,0.0,0.0,0,0,0.0,14.664,29.4,432.0
1624,2,0,-159,0.0,0.0,0.0,0,0,0.0,14.676,26.5,390.0
1769,2,0,-159,0.0,0.0,0.0,0,0,0.0,14.68,27.2,400.0
1954,2,0,-159,0.0,0.0,0.0,0,0,0.0,14.676,26.9,394.0
2079,2,-99,-146,2.285,45.0,42.715,0,13,2.285,14.076,175.7,2474.0
2243,2,-30,-7,26.719,45.0,18.281,0,91,15.996,14.604,43.6,636.0
2367,2,-42,-1,27.773,45.0,17.227,0,-79,-13.887,14.556,53.8,784.0
2496,2,0,62,38.848,45.0,6.152,0,-78,-13.711,14.668,26.3,386.0
2620,2,-11,80,42.012,45.0,2.988,0,5,0.879,14.664,29.0,426.0
2746,2,-50,5,28.828,45.0,16.172,0,14,2.461,14.504,70.6,1022.0
2891,2,-47,2,28.301,45.0,16.699,0,46,8.086,14.52,62.1,902.0
3015,2,-46,5,28.828,45.0,16.172,0,8,1.406,14.492,66.8,970.0
3148,2,-24,30,33.223,45.0,11.777,0,-27,-4.746,14.528,44.3,646.0
3280,2,-26,39,34.805,45.0,10.195,0,-29,-5.098,14.608,40.9,596.0
3400,2,-33,33,33.75,45.0,11.25,0,1,0.176,14.584,47.0,684.0
3523,2,-46,17,30.937,45.0,14.063,0,22,3.867,14.532,61.7,898.0
3666,2,-43,17,30.937,45.0,14.063,0,15,2.637,14.548,56.8,826.0
3791,2,-38,25,32.344,45.0,12.656,0,-8,-1.406,14.564,53.0,774.0
3913,2,-35,37,34.453,45.0,10.547,0,-15,-2.637,14.58,50.5,738.0
4034,2,-39,38,34.629,45.0,10.371,0,-2,-0.352,14.568,51.8,754.0
4199,2,-42,37,34.453,45.0,10.547,0,11,1.934,14.552,54.8,796.0
4355,2,-44,36,34.277,45.0,10.723,0,2,0.352,14.544,57.9,842.0
4485,2,-43,40,34.98,45.0,10.02,0,-6,-1.055,14.56,56.4,822.0
4615,2,-44,44,35.684,45.0,9.316,0,-5,-0.879,14.556,56.9,830.0
4743,2,-45,44,35.684,45.0,9.316,0,2,0.352,14.536,61.6,868.0
4882,2,-45,44,35.684,45.0,9.316,0,5,0.879,14.544,60.9,884.0
5019,2,-45,44,35.684,45.0,9.316,0,-1,-0.176,14.544,60.7,882.0
5148,2,-45,48,36.387,45.0,8.613,0,-2,-0.352,14.54,60.5,878.0
5284,2,-45,50,36.738,45.0,8.262,0,-1,-0.176,14.536,60.2,874.0
5420,2,-45,50,36.738,45.0,8.262,0,0,0.0,14.536,56.5,820.0
5545,2,-45,50,36.738,45.0,8.262,0,0,0.0,14.532,60.1,874.0
5700,2,-45,50,36.738,45.0,8.262,0,0,0.0,14.532,60.6,882.0
5826,2,-45,50,36.738,45.0,8.262,0,0,0.0,14.54,49.9,720.0
6025,2,-45,50,36.738,45.0,8.262,0,0,0.0,14.54,59.2,862.0
6166,2,-45,50,36.738,45.0,8.262,0,0,0.0,14.544,59.9,872.0
6301,2,-45,50,36.738,45.0,8.262,0,0,0.0,14.532,59.6,866.0
6433,2,-45,51,36.914,45.0,8.086,0,0,0.0,14.54,60.6,882.0
6585,2,-45,51,36.914,45.0,8.086,0,0,0.0,14.536,59.8,868.0
6717,2,-45,52,37.09,45.0,7.91,0,0,0.0,14.536,59.5,866.0
6841,2,-45,52,37.09,45.0,7.91,0,0,0.0,14.548,61.0,888.0
6961,2,-45,52,37.09,45.0,7.91,0,0,0.0,14.54,59.9,872.0
7087,2,-45,52,37.09,45.0,7.91,0,0,0.0,14.54,60.9,884.0
7231,2,-45,53,37.266,45.0,7.734,0,0,0.0,14.544,50.6,734.0
7379,2,-45,53,37.266,45.0,7.734,0,0,0.0,14.544,59.1,858.0
7504,2,-45,53,37.266,45.0,7.734,0,0,0.0,14.536,59.6,866.0
7645,2,-45,54,37.441,45.0,7.559,0,0,0.0,14.536,59.5,866.0
7783,2,-45,54,37.441,45.0,7.559,0,0,0.0,14.528,62.0,868.0
7933,2,-45,54,37.441,45.0,7.559,0,0,0.0,14.532,60.9,884.0
8083,2,82,35,34.102,-45.0,-79.102,0,-20,-3.516,14.16,147.4,2094.0
8265,2,53,-187,-4.922,-45.0,-40.078,0,-191,-33.574,14.444,83.3,1202.0
8435,2,36,-326,-29.355,-45.0,-15.645,0,136,23.906,14.552,53.4,776.0
8583,2,-38,-453,-51.68,-45.0,6.68,0,176,30.937,14.564,53.7,784.0
8736,2,-47,-561,-70.664,-45.0,25.664,0,-63,-11.074,14.52,64.6,938.0
8877,2,45,-372,-37.441,-45.0,-7.559,0,52,9.141,14.512,67.8,984.0
9005,2,27,-337,-31.289,-45.0,-13.711,0,-36,-6.328,14.604,44.6,652.0
9146,2,52,-319,-28.125,-45.0,-16.875,0,-80,-14.063,14.468,75.2,1088.0
9272,2,43,-315,-27.422,-45.0,-17.578,0,-6,-1.055,14.532,62.8,914.0
9401,2,14,-360,-35.332,-45.0,-9.668,0,40,7.031,14.652,29.0,426.0
9532,2,4,-391,-40.781,-45.0,-4.219,0,33,5.801,14.672,27.3,400.0
9653,2,17,-384,-39.551,-45.0,-5.449,0,11,1.934,14.656,30.2,442.0
9784,2,37,-348,-33.223,-45.0,-11.777,0,-7,-1.23,14.564,54.7,796.0
9926,2,39,-337,-31.289,-45.0,-13.711,0,-23,-4.043,14.556,56.3,820.0
10050,2,38,-338,-31.465,-45.0,-13.535,0,-5,-0.879,14.552,56.2,784.0
10197,2,29,-355,-34.453,-45.0,-10.547,0,14,2.461,14.592,47.5,694.0
10345,2,26,-368,-36.738,-45.0,-8.262,0,13,2.285,14.608,43.9,610.0
10465,2,30,-368,-36.738,-45.0,-8.262,0,4,0.703,14.596,46.8,682.0
10615,2,34,-364,-36.035,-45.0,-8.965,0,-6,-1.055,14.576,51.7,754.0
10745,2,35,-364,-36.035,-45.0,-8.965,0,1,0.176,14.516,61.5,894.0
10928,2,34,-367,-36.563,-45.0,-8.438,0,7,1.23,14.58,51.7,754.0
11062,2,36,-369,-36.914,-45.0,-8.086,0,5,0.879,14.572,52.3,764.0
11195,2,37,-370,-37.09,-45.0,-7.91,0,0,0.0,14.552,55.5,780.0
11334,2,38,-370,-37.09,-45.0,-7.91,0,0,0.0,14.552,54.6,792.0
11464,2,38,-372,-37.441,-45.0,-7.559,0,2,0.352,14.564,54.4,792.0
11583,2,37,-375,-37.969,-45.0,-7.031,0,4,0.703,14.564,52.4,764.0
11707,2,37,-378,-38.496,-45.0,-6.504,0,4,0.703,14.564,53.5,780.0
11834,2,38,-380,-38.848,-45.0,-6.152,0,3,0.527,14.56,54.8,796.0
11987,2,38,-381,-39.023,-45.0,-5.977,0,3,0.527,14.552,54.2,790.0
12133,2,38,-383,-39.375,-45.0,-5.625,0,2,0.352,14.556,53.0,770.0
12309,2,36,-385,-39.727,-45.0,-5.273,0,3,0.527,14.552,55.8,812.0
12458,2,27,-387,-40.078,-45.0,-4.922,0,3,0.527,14.592,46.1,672.0
12586,2,40,-386,-39.902,-45.0,-5.098,0,4,0.703,14.548,57.5,836.0
12735,2,27,-387,-40.078,-45.0,-4.922,0,2,0.352,14.588,46.0,672.0
12887,2,27,-387,-40.078,-45.0,-4.922,0,1,0.176,14.608,44.3,646.0
13012,2,27,-387,-40.078,-45.0,-4.922,0,3,0.527,14.6,45.0,658.0
13134,2,44,-386,-39.902,-45.0,-5.098,0,5,0.879,14.516,65.0,944.0
13268,2,27,-387,-40.078,-45.0,-4.922,0,3,0.527,14.596,44.9,656.0
13403,2,27,-387,-40.078,-45.0,-4.922,0,1,0.176,14.608,45.0,658.0
13527,2,27,-387,-40.078,-45.0,-4.922,0,1,0.176,14.612,43.6,636.0
13678,2,27,-387,-40.078,-45.0,-4.922,0,4,0.703,14.604,45.9,672.0
13854,2,27,-388,-40.254,-45.0,-4.746,0,4,0.703,14.6,45.4,662.0
13984,2,27,-388,-40.254,-45.0,-4.746,0,3,0.527,14.608,45.8,638.0
14167,2,-81,-376,-38.145,90.0,128.145,0,13,2.285,14.272,127.9,1826.0
14332,2,-99,-134,4.395,90.0,85.605,0,193,33.926,14.092,172.0,2418.0
14473,2,-42,129,50.625,90.0,39.375,0,157,27.598,14.576,52.2,760.0
14598,2,-46,186,60.645,90.0,29.355,0,-260,-45.703,14.54,62.9,914.0
14770,2,-38,226,67.676,90.0,22.324,0,-211,-37.09,14.568,51.1,744.0
14898,2,-64,176,58.887,90.0,31.113,0,162,28.477,14.392,95.3,1374.0
15028,2,-85,29,33.047,90.0,56.953,0,164,28.828,14.208,141.1,2006.0
15177,2,-84,38,34.629,90.0,55.371,0,-4,-0.703,14.236,136.8,1950.0
15326,2,-44,201,63.281,90.0,26.719,0,-69,-12.129,14.548,60.3,878.0
15497,2,-50,207,64.336,90.0,25.664,0,-93,-16.348,14.512,66.9,970.0
15639,2,-67,154,55.02,90.0,34.98,0,108,18.984,14.38,99.8,1436.0
15855,2,-61,155,55.195,90.0,34.805,0,4,0.703,14.448,82.9,1200.0
16035,2,-57,184,60.293,90.0,29.707,0,-79,-13.887,14.46,80.2,1160.0
16180,2,-59,191,61.523,90.0,28.477,0,-35,-6.152,14.456,83.2,1202.0
16315,2,-64,176,58.887,90.0,31.113,0,59,10.371,14.412,93.9,1354.0
16468,2,-66,167,57.305,90.0,32.695,0,45,7.91,14.396,96.8,1392.0
16591,2,-64,180,59.59,90.0,30.41,0,-20,-3.516,14.42,91.3,1318.0
16712,2,-62,195,62.227,90.0,27.773,0,-52,-9.141,14.428,88.1,1272.0
16840,2,-62,196,62.402,90.0,27.598,0,-14,-2.461,14.424,91.3,1318.0
16965,2,-63,186,60.645,90.0,29.355,0,36,6.328,14.412,90.1,1298.0
17095,2,-63,183,60.117,90.0,29.883,0,32,5.625,14.416,90.1,1298.0
17224,2,-62,190,61.348,90.0,28.652,0,-14,-2.461,14.416,90.9,1268.0
17354,2,-62,197,62.578,90.0,27.422,0,-35,-6.152,14.424,88.4,1274.0
17497,2,-62,196,62.402,90.0,27.598,0,0,0.0,14.42,90.7,1308.0
17624,2,-63,189,61.172,90.0,28.828,0,27,4.746,14.42,92.3,1284.0
17743,2,-63,189,61.172,90.0,28.828,0,20,3.516,14.416,91.9,1328.0
17869,2,-62,194,62.051,90.0,27.949,0,-14,-2.461,14.384,93.8,1350.0
