source,episode,theta,alpha,theta_dot,alpha_dot,action,reward,dist_upright
sim,0,-0.028202641755342484,0.03682223707437515,-1.4101320505142212,1.8411118984222412,-0.21176111698150635,-0.03318633604794741,3.104770416515418
sim,0,-0.12127214670181274,0.12286969274282455,-5.172233581542969,4.979680061340332,-0.33167797327041626,0.0235384963452816,3.0187229608469686
sim,0,-0.26735496520996094,0.25450748205184937,-9.206899642944336,8.413811683654785,-0.3219960927963257,0.07512468539061956,2.8870851715379438
sim,0,-0.4458134174346924,0.409559428691864,-12.309951782226562,10.84786605834961,-0.354140043258667,0.11322356562595814,2.732033224897929
sim,0,-0.6330054402351379,0.564049243927002,-13.888179779052734,11.71519660949707,-0.22408294677734375,0.13014842197299004,2.577543409662791
sim,0,-0.7998858094215393,0.6900956034660339,-13.453193664550781,10.612098693847656,0.002263784408569336,0.11656979098916054,2.451497050123759
sim,0,-0.9248479604721069,0.7659556865692139,-11.197261810302734,7.6969757080078125,0.1749420166015625,0.14466195181012154,2.3756369670205792
sim,0,-1.0060691833496094,0.7856884002685547,-8.180305480957031,3.818195343017578,0.1911081075668335,0.16778721811715513,2.3559042533212384
sim,0,-1.0469846725463867,0.7490134239196777,-5.055141448974609,-0.4291114807128906,0.2124640941619873,0.1491095291567035,2.3925792296701154
sim,0,-1.0412718057632446,0.6504353880882263,-1.5740394592285156,-5.086761474609375,0.31155693531036377,0.10933489073067904,2.491157265501567
sim,0,-0.9683977961540222,0.4752005636692047,3.0646438598632812,-10.633056640625,0.44699692726135254,0.056902335956692696,2.6663920899205884
sim,0,-0.7821679711341858,0.18850207328796387,10.438911437988281,-18.246606826782227,0.6830289363861084,-0.04529859870672226,2.9530905803018292
sim,0,-0.44759389758110046,-0.2367040514945984,20.5689640045166,-27.972858428955078,0.9467599391937256,-0.010447755455970764,2.9048886020951947
sim,0,-0.11180265992879868,-0.6752979159355164,24.356460571289062,-32.220333099365234,0.9127411842346191,0.21278353850357234,2.4662947376542768
sim,0,0.143629789352417,-1.0578731298446655,21.73186492919922,-30.98196029663086,0.8483604192733765,0.3309143725782633,2.0837195237451276
sim,0,0.33806315064430237,-1.3897569179534912,17.71637535095215,-27.99181365966797,0.22787106037139893,0.04810258746147156,1.751835735636302
sim,0,0.47999289631843567,-1.6739803552627563,13.613977432250977,-24.5087890625,-0.17478501796722412,0.35203759372234344,1.4676122983270368
sim,0,0.5778399109840393,-1.9171916246414185,9.900653839111328,-21.176841735839844,-0.26911306381225586,0.5742983827367425,1.2244010289483747
sim,0,0.638735294342041,-2.129223346710205,6.687015533447266,-18.392112731933594,-0.5226151347160339,0.5804196447134018,1.012369306879588
sim,0,0.6654766201972961,-2.3200063705444336,3.7970829010009766,-16.30523681640625,-0.38942402601242065,0.6848442759364843,0.8215862830453595
sim,0,0.6645697355270386,-2.4959194660186768,1.3515243530273438,-14.794013977050781,-0.15954625606536865,0.705832976847887,0.6456731875711164
sim,0,0.6416372060775757,-2.6616861820220947,-0.6494293212890625,-13.730743408203125,-0.025100767612457275,0.7957943640649319,0.4799064715676984
sim,0,0.6328931450843811,-2.794127941131592,-0.6761131286621094,-11.67333984375,0.15169131755828857,0.8256754092872143,0.3474647124582013
sim,0,0.6706937551498413,-2.8699135780334473,1.6413021087646484,-8.08367919921875,0.019287705421447754,0.8595292791724205,0.27167907555634585
